flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f103716604252706_gps_degrade,gps_degrade,no_fix_then_ok,0.006885429906227692,0.002891106241442196,0.9883845697731708,0.0018388940791593772,gps_degrade,0.9883845697731708,0.006885429906227692,0.991275676014613,0.0018388940791593772,gnss_chain,gnss_chain,0.991275676014613,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.02216694800567625,0.0037716153249870064,0.9703474311107556,0.0037140055585811907,gps_degrade,0.9703474311107556,0.02216694800567625,0.9741190464357427,0.0037140055585811907,gnss_chain,gnss_chain,0.9741190464357427,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.008829546402150265,0.005918709770039748,0.9823763317427691,0.0028754120850409243,gps_degrade,0.9823763317427691,0.008829546402150265,0.9882950415128088,0.0028754120850409243,gnss_chain,gnss_chain,0.9882950415128088,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.00906580517533599,0.002521306542637208,0.9856250360546206,0.0027878522274061,gps_degrade,0.9856250360546206,0.00906580517533599,0.9881463425972578,0.0027878522274061,gnss_chain,gnss_chain,0.9881463425972578,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f153363458695622_gps_degrade,gps_degrade,no_fix_then_ok,0.0053117441419235755,0.001347511081452793,0.9922488028790323,0.001091941897591411,gps_degrade,0.9922488028790323,0.0053117441419235755,0.9935963139604851,0.001091941897591411,gnss_chain,gnss_chain,0.9935963139604851,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f164363336037972_gps_degrade,gps_degrade,no_fix_then_ok,0.0033933665094000583,0.0014809333336570105,0.9943677530390199,0.0007579471179230642,gps_degrade,0.9943677530390199,0.0033933665094000583,0.995848686372677,0.0007579471179230642,gnss_chain,gnss_chain,0.995848686372677,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.028480142933783904,0.04726349233699903,0.9115140179988304,0.012742346730386586,gps_degrade,0.9115140179988304,0.028480142933783904,0.9587775103358294,0.012742346730386586,gnss_chain,gnss_chain,0.9587775103358294,,gnss_chain,,gnss_chain,4,stacked
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.04080799792744706,0.04268440514327607,0.9089294586093546,0.0075781383199222405,gps_degrade,0.9089294586093546,0.04080799792744706,0.9516138637526307,0.0075781383199222405,gnss_chain,gnss_chain,0.9516138637526307,,gnss_chain,,gnss_chain,4,stacked
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.00143537350815757,0.003283143103434013,0.9945697959928805,0.0007116873955278561,gps_degrade,0.9945697959928805,0.00143537350815757,0.9978529390963146,0.0007116873955278561,gnss_chain,gnss_chain,0.9978529390963146,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,stacked
f20260909000_nominal,nominal,none,0.5789364292699426,0.3728943702630553,0.01198841272948589,0.0361807877375163,nominal,0.5789364292699426,0.5789364292699426,0.38488278299254114,0.0361807877375163,nominal,nominal,0.5789364292699426,"nominal,spoof",nominal,,,4,stacked
f20260909001_nominal,nominal,none,0.25706589379586303,0.6963003083520706,0.01676125900109905,0.029872538850967387,spoof,0.6963003083520706,0.25706589379586303,0.7130615673531696,0.029872538850967387,nominal,gnss_chain,0.7130615673531696,"nominal,spoof","nominal,gnss_chain",spoof,,4,stacked
f20260909003_nominal,nominal,none,0.2226427773824149,0.7148526737930665,0.018908679398739713,0.04359586942577881,spoof,0.7148526737930665,0.2226427773824149,0.7337613531918062,0.04359586942577881,nominal,gnss_chain,0.7337613531918062,"nominal,spoof","nominal,gnss_chain",spoof,,4,stacked
f20260909005_nominal,nominal,none,0.6134232367987683,0.3507168457707784,0.0161319329327243,0.019727984497729084,nominal,0.6134232367987683,0.6134232367987683,0.3668487787035027,0.019727984497729084,nominal,nominal,0.6134232367987683,"nominal,spoof",nominal,nominal,nominal,4,stacked
