flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,rep,aggregation
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.5239501136063155,0.31705110126107183,0.14736458753687534,0.011634197595737228,nominal,0.5239501136063155,0.5239501136063155,0.46441568879794715,0.011634197595737228,gnss_chain,nominal,0.5239501136063155,4,rule
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.0014679711131147426,0.3345744281946155,0.6556409472418251,0.008316653450444505,gps_degrade,0.6556409472418251,0.0014679711131147426,0.9902153754364407,0.008316653450444505,gnss_chain,gnss_chain,0.9902153754364407,4,rule
f154051046525415_gps_degrade,gps_degrade,no_fix_then_ok,0.0004505546634694385,0.33742014281604227,0.648689928988649,0.01343937353183923,gps_degrade,0.648689928988649,0.0004505546634694385,0.9861100718046912,0.01343937353183923,gnss_chain,gnss_chain,0.9861100718046912,4,rule
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.0023150049266298617,0.25718212948598673,0.7353176727585605,0.005185192828822806,gps_degrade,0.7353176727585605,0.0023150049266298617,0.9924998022445473,0.005185192828822806,gnss_chain,gnss_chain,0.9924998022445473,4,rule
f162578072652318_gps_degrade,gps_degrade,no_fix_then_ok,0.0006462076557170432,0.22428834051211974,0.7674337604502294,0.007631691381933835,gps_degrade,0.7674337604502294,0.0006462076557170432,0.9917221009623491,0.007631691381933835,gnss_chain,gnss_chain,0.9917221009623491,4,rule
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.2477620934878416,0.6384841902659045,0.10141970951859637,0.012334006727657575,spoof,0.6384841902659045,0.2477620934878416,0.7399038997845009,0.012334006727657575,gnss_chain,gnss_chain,0.7399038997845009,4,rule
f20260909006_nominal,nominal,none,0.6098586628587914,0.37235905798220165,0.004474630564650721,0.013307648594356248,nominal,0.6098586628587914,0.6098586628587914,0.37683368854685234,0.013307648594356248,nominal,nominal,0.6098586628587914,4,rule
f20260909009_nominal,nominal,none,0.5370293229851024,0.44768355400628557,0.005383216974196709,0.0099039060344154,nominal,0.5370293229851024,0.5370293229851024,0.45306677098048226,0.0099039060344154,nominal,nominal,0.5370293229851024,4,rule
f20260909012_nominal,nominal,none,0.49584739818776874,0.48554967886365513,0.005013625143331514,0.013589297805244588,nominal,0.49584739818776874,0.49584739818776874,0.49056330400698667,0.013589297805244588,nominal,nominal,0.49584739818776874,4,rule
f20260909015_nominal,nominal,none,0.6843993434497472,0.30287107809502334,0.004299701551205538,0.008429876904023923,nominal,0.6843993434497472,0.6843993434497472,0.30717077964622885,0.008429876904023923,nominal,nominal,0.6843993434497472,4,rule
