flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,rep,aggregation
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.12930641592586536,0.04868932661369797,0.794179908648804,0.027824348811632715,gps_degrade,0.794179908648804,0.12930641592586536,0.8428692352625019,0.027824348811632715,gnss_chain,gnss_chain,0.8428692352625019,3,stacked
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.017935166233857047,0.005448380999533237,0.9718098142020213,0.004806638564588391,gps_degrade,0.9718098142020213,0.017935166233857047,0.9772581952015545,0.004806638564588391,gnss_chain,gnss_chain,0.9772581952015545,3,stacked
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.02038835706949796,0.05844212099489992,0.9085660729594207,0.012603448976181276,gps_degrade,0.9085660729594207,0.02038835706949796,0.9670081939543206,0.012603448976181276,gnss_chain,gnss_chain,0.9670081939543206,3,stacked
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.026799625313620214,0.07648449647891167,0.8812170953301666,0.015498782877301602,gps_degrade,0.8812170953301666,0.026799625313620214,0.9577015918090782,0.015498782877301602,gnss_chain,gnss_chain,0.9577015918090782,3,stacked
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.001140956306640203,0.008584082349399317,0.9882258833777332,0.0020490779662273107,gps_degrade,0.9882258833777332,0.001140956306640203,0.9968099657271325,0.0020490779662273107,gnss_chain,gnss_chain,0.9968099657271325,3,stacked
f20260909000_nominal,nominal,none,0.9343022035589925,0.03725929959859786,0.015857862535706247,0.012580634306703475,nominal,0.9343022035589925,0.9343022035589925,0.053117162134304105,0.012580634306703475,nominal,nominal,0.9343022035589925,3,stacked
f20260909005_nominal,nominal,none,0.9348804582120145,0.04002615464785712,0.010462543041075151,0.014630844099053176,nominal,0.9348804582120145,0.9348804582120145,0.05048869768893227,0.014630844099053176,nominal,nominal,0.9348804582120145,3,stacked
f20260909008_nominal,nominal,none,0.6874488374580332,0.25417759942717466,0.019070474926318835,0.039303088188473376,nominal,0.6874488374580332,0.6874488374580332,0.2732480743534935,0.039303088188473376,nominal,nominal,0.6874488374580332,3,stacked
f20260909011_nominal,nominal,none,0.6409228635508438,0.2894486881948004,0.019013799211962633,0.050614649042393114,nominal,0.6409228635508438,0.6409228635508438,0.308462487406763,0.050614649042393114,nominal,nominal,0.6409228635508438,3,stacked
f20260909014_nominal,nominal,none,0.5256452240336281,0.4039777121308173,0.024641933821144484,0.04573513001441012,nominal,0.5256452240336281,0.5256452240336281,0.4286196459519618,0.04573513001441012,nominal,nominal,0.5256452240336281,3,stacked
f20260909015_nominal,nominal,none,0.9358855574252805,0.03813186603554409,0.007743902789063711,0.018238673750111806,nominal,0.9358855574252805,0.9358855574252805,0.045875768824607796,0.018238673750111806,nominal,nominal,0.9358855574252805,3,stacked
f20260909017_nominal,nominal,none,0.9653112598706278,0.016324175562447155,0.006010981713826762,0.01235358285309824,nominal,0.9653112598706278,0.9653112598706278,0.022335157276273915,0.01235358285309824,nominal,nominal,0.9653112598706278,3,stacked
f20260909029_nominal,nominal,none,0.39729134119998083,0.5182188034724758,0.020448112179494275,0.06404174314804906,spoof,0.5182188034724758,0.39729134119998083,0.5386669156519701,0.06404174314804906,nominal,gnss_chain,0.5386669156519701,3,stacked
f20260909030_nominal,nominal,none,0.8508450953195059,0.10675566572084388,0.015363236364034645,0.02703600259561544,nominal,0.8508450953195059,0.8508450953195059,0.12211890208487852,0.02703600259561544,nominal,nominal,0.8508450953195059,3,stacked
f20260909036_nominal,nominal,none,0.6640551151546095,0.27752311390868195,0.022128079109000758,0.03629369182770782,nominal,0.6640551151546095,0.6640551151546095,0.2996511930176827,0.03629369182770782,nominal,nominal,0.6640551151546095,3,stacked
f20260909038_nominal,nominal,none,0.910456736198658,0.060863045097177625,0.009890387321844274,0.018789831382320047,nominal,0.910456736198658,0.910456736198658,0.0707534324190219,0.018789831382320047,nominal,nominal,0.910456736198658,3,stacked
f20260909040_nominal,nominal,none,0.9887315275705646,0.002888329711549731,0.0029678566321302948,0.005412286085755415,nominal,0.9887315275705646,0.9887315275705646,0.005856186343680026,0.005412286085755415,nominal,nominal,0.9887315275705646,3,stacked
f20260909041_nominal,nominal,none,0.975259074824531,0.009347795535290434,0.00744547164482297,0.007947657995355547,nominal,0.975259074824531,0.975259074824531,0.016793267180113404,0.007947657995355547,nominal,nominal,0.975259074824531,3,stacked
