flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f103716604252706_gps_degrade,gps_degrade,no_fix_then_ok,0.004923185922266386,0.012085132410327278,0.9805704713906174,0.0024212102767889945,gps_degrade,0.9805704713906174,0.004923185922266386,0.9926556038009446,0.0024212102767889945,gnss_chain,gnss_chain,0.9926556038009446,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.017397793346996267,0.007354502466571077,0.9707417131384014,0.004505991048031354,gps_degrade,0.9707417131384014,0.017397793346996267,0.9780962156049725,0.004505991048031354,gnss_chain,gnss_chain,0.9780962156049725,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.01795861458333841,0.0038365326825238653,0.9669669381530392,0.011237914581098449,gps_degrade,0.9669669381530392,0.01795861458333841,0.9708034708355631,0.011237914581098449,gnss_chain,gnss_chain,0.9708034708355631,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.04381806319564794,0.06347604246947301,0.8637575540639206,0.028948340270958488,gps_degrade,0.8637575540639206,0.04381806319564794,0.9272335965333937,0.028948340270958488,gnss_chain,gnss_chain,0.9272335965333937,,gnss_chain,,gnss_chain,2,stacked
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.009523039498648541,0.012474764874908317,0.9726064454425152,0.005395750183927976,gps_degrade,0.9726064454425152,0.009523039498648541,0.9850812103174235,0.005395750183927976,gnss_chain,gnss_chain,0.9850812103174235,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
f162578072652318_gps_degrade,gps_degrade,no_fix_then_ok,0.010597853276249073,0.0020201188635696576,0.9832777283313137,0.004104299528867577,gps_degrade,0.9832777283313137,0.010597853276249073,0.9852978471948833,0.004104299528867577,gnss_chain,gnss_chain,0.9852978471948833,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.03878056059104246,0.1765851479602749,0.7758893852217746,0.008744906226908029,gps_degrade,0.7758893852217746,0.03878056059104246,0.9524745331820496,0.008744906226908029,gnss_chain,gnss_chain,0.9524745331820496,,gnss_chain,,gnss_chain,2,stacked
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.05858559789316842,0.14393018473772337,0.7864482877521171,0.011035929616991024,gps_degrade,0.7864482877521171,0.05858559789316842,0.9303784724898404,0.011035929616991024,gnss_chain,gnss_chain,0.9303784724898404,,gnss_chain,,gnss_chain,2,stacked
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.040047153080774923,0.056866875364140354,0.8863147619259799,0.016771209629104843,gps_degrade,0.8863147619259799,0.040047153080774923,0.9431816372901203,0.016771209629104843,gnss_chain,gnss_chain,0.9431816372901203,gps_degrade,gnss_chain,,gnss_chain,2,stacked
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.0029356897340229353,0.004003228934449547,0.9913057644220644,0.0017553169094630537,gps_degrade,0.9913057644220644,0.0029356897340229353,0.995308993356514,0.0017553169094630537,gnss_chain,gnss_chain,0.995308993356514,gps_degrade,gnss_chain,gps_degrade,gnss_chain,2,stacked
