flight_id,family,t_start,t_end,p_nominal,p_spoof,p_gps_degrade,p_sensor_fault,pred
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,0.0,5.0,0.021190450668268277,0.007004098415133165,0.9368846543827509,0.03492079653384769,gps_degrade
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,2.5,7.5,0.5144226384956462,0.11100101005945033,0.0559394063619347,0.31863694508296875,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,5.0,10.0,0.7694161857968734,0.08880229081452637,0.0020928109548150105,0.13968871243378522,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,7.5,12.5,0.6997637800900762,0.19629114503429296,0.0020503954983526044,0.10189467937727813,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,10.0,15.0,0.30538349040568835,0.3970645209327453,0.0021971340442440744,0.2953548546173223,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,12.5,17.5,0.47524589142382545,0.3830658015677082,0.0020111800928206353,0.13967712691564577,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,15.0,20.0,0.24198775276088794,0.6603432586041492,0.0035173605654067164,0.09415162806955615,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,17.5,22.5,0.32387426809481895,0.40644959034798006,0.001759048141384226,0.2679170934158168,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,20.0,25.0,0.528005840131852,0.31471896575170505,0.0025278344783293914,0.15474735963811348,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,22.5,27.5,0.638701664888429,0.2795399595062956,0.0019830743577650975,0.07977530124751028,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,25.0,30.0,0.5686825939657817,0.3079629871310623,0.002143088510117194,0.12121133039303882,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,27.5,32.5,0.828225496345992,0.09920336848168496,0.001412796901776873,0.0711583382705462,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,30.0,35.0,0.3849832524935559,0.4907296620244503,0.0023308005531417065,0.12195628492885204,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,32.5,37.5,0.4592615022934748,0.42072189191404485,0.0019539992640886,0.11806260652839175,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,35.0,40.0,0.5564199764533153,0.3369505127699603,0.0015815427402288407,0.10504796803649545,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,37.5,42.5,0.4654275062974223,0.40431919470350325,0.0013002354770181804,0.1289530635220563,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,40.0,45.0,0.2849591045684866,0.6531294107799059,0.001764523124705308,0.06014696152690224,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,42.5,47.5,0.39157629386029974,0.5091419244448641,0.002993586656303872,0.09628819503853231,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,45.0,50.0,0.33855872327792885,0.48757200102770515,0.001636607983270692,0.17223266771109524,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,47.5,52.5,0.3982777165036961,0.5079293109411754,0.002077160852933187,0.09171581170219525,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,50.0,55.0,0.6742584304211582,0.13600941772603306,0.0016055434310924598,0.18812660842171625,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,52.5,57.5,0.756211012025211,0.13087301595231862,0.0012192686303825024,0.11169670339208786,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,55.0,60.0,0.5927703609187327,0.2617378194022243,0.002903001550782421,0.1425888181282605,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,57.5,62.5,0.7123284955509162,0.15894545683034023,0.0012835777563038864,0.12744246986243968,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,60.0,65.0,0.8269866364599923,0.09645637382695775,0.0010935911998743982,0.07546339851317573,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,62.5,67.5,0.452160971786883,0.34462120404902613,0.0013196613162645453,0.20189816284782638,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,65.0,70.0,0.4146093503638799,0.3260943866020342,0.001066463690175931,0.2582297993439098,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,67.5,72.5,0.3874894433254045,0.349514623406054,0.0012290712821780704,0.2617668619863635,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,70.0,75.0,0.3851856111478443,0.46072439476707844,0.0036629522775295915,0.15042704180754782,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,72.5,77.5,0.26425644722357183,0.5264448116645282,0.0015487588806638677,0.2077499822312361,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,75.0,80.0,0.29538537911249096,0.577562452976932,0.0015325093211100034,0.1255196585894669,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,77.5,82.5,0.44370324591847493,0.44031071059729643,0.0013576491353683468,0.11462839434886031,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,80.0,85.0,0.46832922437383645,0.42067108143028287,0.001571950627007912,0.10942774356887289,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,82.5,87.5,0.6238714006438435,0.21314618530168603,0.0013339182417202431,0.16164849581275026,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,85.0,90.0,0.6081778940322878,0.15767825656546436,0.0017457131297184722,0.23239813627252925,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,87.5,92.5,0.4794218640243303,0.216193957019106,0.0023736743540530058,0.30201050460251083,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,90.0,95.0,0.38846674281915833,0.44543460118770084,0.0020259782936954272,0.16407267769944542,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,92.5,97.5,0.2637953238256675,0.6183013168859659,0.0017292758811283792,0.11617408340723809,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,95.0,100.0,0.3258006583330924,0.45040493401864323,0.001388087746938362,0.22240631990132612,spoof
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,97.5,102.5,0.3947813909208494,0.368659366434339,0.0016060309761119483,0.23495321166869962,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,100.0,105.0,0.5887126563695712,0.14709835308182523,0.001196544688779007,0.2629924458598245,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,102.5,107.5,0.7167872715166896,0.0866987593857468,0.0008785490750794067,0.19563542002248402,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,105.0,110.0,0.7068697649427401,0.08920648018903253,0.0010029373166965327,0.20292081755153085,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,107.5,112.5,0.5779328635421956,0.1178157153994135,0.0016229213090364577,0.30262849974935435,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,110.0,115.0,0.5389759164632433,0.10280946060207792,0.0014284996928802577,0.35678612324179854,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,112.5,117.5,0.5457591684926831,0.3098251355552107,0.0024440471322742024,0.14197164881983204,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,115.0,120.0,0.4693788934169011,0.2250905087473257,0.002012744774608862,0.3035178530611644,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,117.5,122.5,0.5837061309066724,0.07053434063098052,0.001369371432454678,0.3443901570298924,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,120.0,125.0,0.5628491798966886,0.09073272886437722,0.0018707940270408098,0.3445472972118934,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,122.5,127.5,0.6267580445863095,0.23756146724241967,0.0023851507609998685,0.13329533741027103,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,125.0,130.0,0.5174370500496348,0.3551304493491489,0.002101421307032935,0.12533107929418347,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,127.5,132.5,0.6665421081368946,0.27543292097628863,0.0019214972471644038,0.05610347363965235,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,130.0,135.0,0.3203890109759641,0.31031162382788735,0.0014362456231694623,0.3678631195729792,sensor_fault
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,132.5,137.5,0.47006209950703415,0.20019198043591904,0.0012086986997008233,0.32853722135734587,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,135.0,140.0,0.6007486966748341,0.23897910123025992,0.0013765362115253125,0.15889566588338072,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,137.5,142.5,0.5774263949143403,0.2602260794561495,0.0013967867620045097,0.16095073886750566,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,140.0,145.0,0.6746323161200467,0.2110975280603365,0.0026129603747216475,0.11165719544489515,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,142.5,147.5,0.40919806652130347,0.2500443957705495,0.0011014877503638676,0.3396560499577831,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,145.0,150.0,0.5283653046866762,0.200449331379878,0.00223967348883831,0.26894569044460753,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,147.5,152.5,0.7049422123429553,0.07245133890639308,0.001716500592666245,0.2208899481579853,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,150.0,155.0,0.5368504270623736,0.2173392080124483,0.0017558265500063925,0.24405453837517174,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,152.5,157.5,0.5859336202082263,0.20222464877442412,0.0017572473271780483,0.21008448369017158,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,155.0,160.0,0.52618664346752,0.18994805770205303,0.0019893769365145974,0.28187592189391236,nominal
