flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f20260909200_gps_degrade,gps_degrade,off_then_ok,0.9999946176160115,5.163254946047236e-18,5.332963991381879e-06,4.9419997062140856e-08,nominal,0.9999946176160115,0.9999946176160115,5.332963991387042e-06,4.9419997062140856e-08,gnss_chain,nominal,0.9999946176160115,off_then_ok
f20260909201_gps_degrade,gps_degrade,off_then_ok,0.9999997105625383,8.937767597780557e-19,2.634116802712519e-07,2.602578137863482e-08,nominal,0.9999997105625383,0.9999997105625383,2.6341168027214566e-07,2.602578137863482e-08,gnss_chain,nominal,0.9999997105625383,off_then_ok
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.9999992528263366,2.8443068143912326e-18,7.091739532871067e-07,3.799971013982414e-08,nominal,0.9999992528263366,0.9999992528263366,7.09173953289951e-07,3.799971013982414e-08,gnss_chain,nominal,0.9999992528263366,off_then_ok
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.9999887709449431,1.3916934229637923e-17,1.1159073073256431e-05,6.998198372496127e-08,nominal,0.9999887709449431,0.9999887709449431,1.1159073073270348e-05,6.998198372496127e-08,gnss_chain,nominal,0.9999887709449431,off_then_ok
f20260909204_gps_degrade,gps_degrade,off_then_ok,0.9999918069136651,2.150747139211888e-18,8.12670854261518e-06,6.637779228403809e-08,nominal,0.9999918069136651,0.9999918069136651,8.12670854261733e-06,6.637779228403809e-08,gnss_chain,nominal,0.9999918069136651,off_then_ok
f20260909206_gps_degrade,gps_degrade,off_then_ok,0.9999993446621884,5.06114631797013e-19,6.224305360223317e-07,3.290727564801517e-08,nominal,0.9999993446621884,0.9999993446621884,6.224305360228378e-07,3.290727564801517e-08,gnss_chain,nominal,0.9999993446621884,off_then_ok
f20260909209_gps_degrade,gps_degrade,off_then_ok,0.9999992825623205,8.549769870365011e-18,6.794105453765464e-07,3.802713400543765e-08,nominal,0.9999992825623205,0.9999992825623205,6.794105453850962e-07,3.802713400543765e-08,gnss_chain,nominal,0.9999992825623205,off_then_ok
f20260909210_gps_degrade,gps_degrade,off_then_ok,0.9999990419782804,2.816538948142466e-19,9.156800947097544e-07,4.234162490181775e-08,nominal,0.9999990419782804,0.9999990419782804,9.15680094710036e-07,4.234162490181775e-08,gnss_chain,nominal,0.9999990419782804,off_then_ok
f20260909212_gps_degrade,gps_degrade,off_then_ok,0.9999940735284893,4.2362750301569655e-18,5.873083788964834e-06,5.338772163891126e-08,nominal,0.9999940735284893,0.9999940735284893,5.87308378896907e-06,5.338772163891126e-08,gnss_chain,nominal,0.9999940735284893,off_then_ok
f20260909213_gps_degrade,gps_degrade,off_then_ok,0.9999996076543806,1.3174674488512311e-18,3.6249655247283974e-07,2.98490670024531e-08,nominal,0.9999996076543806,0.9999996076543806,3.624965524741572e-07,2.98490670024531e-08,gnss_chain,nominal,0.9999996076543806,off_then_ok
f20260909214_gps_degrade,gps_degrade,off_then_ok,0.9999923062483742,2.672414521128946e-18,7.6121897939572305e-06,8.156183186506829e-08,nominal,0.9999923062483742,0.9999923062483742,7.612189793959903e-06,8.156183186506829e-08,gnss_chain,nominal,0.9999923062483742,off_then_ok
f20260909215_gps_degrade,gps_degrade,off_then_ok,0.9999991551972811,1.4254304983676292e-18,8.102294802618197e-07,3.4573238640874476e-08,nominal,0.9999991551972811,0.9999991551972811,8.102294802632451e-07,3.4573238640874476e-08,gnss_chain,nominal,0.9999991551972811,off_then_ok
