flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f103716604252706_gps_degrade,gps_degrade,no_fix_then_ok,0.006149822045729624,0.015829594561790047,0.9757376842800385,0.0022828991124418238,gps_degrade,0.9757376842800385,0.006149822045729624,0.9915672788418285,0.0022828991124418238,gnss_chain,gnss_chain,0.9915672788418285,no_fix_then_ok
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.24955039953220864,0.1203115540048129,0.5950960929235006,0.035041953539477914,gps_degrade,0.5950960929235006,0.24955039953220864,0.7154076469283135,0.035041953539477914,gnss_chain,gnss_chain,0.7154076469283135,no_fix_then_ok
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.01379272641838559,0.007318950153690912,0.9753320562257723,0.0035562672021512407,gps_degrade,0.9753320562257723,0.01379272641838559,0.9826510063794632,0.0035562672021512407,gnss_chain,gnss_chain,0.9826510063794632,no_fix_then_ok
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.028354680096933163,0.004008161906526302,0.9615206186595372,0.006116539337003252,gps_degrade,0.9615206186595372,0.028354680096933163,0.9655287805660635,0.006116539337003252,gnss_chain,gnss_chain,0.9655287805660635,no_fix_then_ok
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.013467003017991674,0.00619023148459904,0.9763186508238133,0.004024114673596088,gps_degrade,0.9763186508238133,0.013467003017991674,0.9825088823084124,0.004024114673596088,gnss_chain,gnss_chain,0.9825088823084124,no_fix_then_ok
f138645354163671_gps_degrade,gps_degrade,no_fix_then_ok,0.00018812506363325384,3.835721244099032e-06,0.9997653952109135,4.2644004209218207e-05,gps_degrade,0.9997653952109135,0.00018812506363325384,0.9997692309321575,4.2644004209218207e-05,gnss_chain,gnss_chain,0.9997692309321575,no_fix_then_ok
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.12444114024149286,0.1345974172902991,0.7167605830937733,0.024200859374434745,gps_degrade,0.7167605830937733,0.12444114024149286,0.8513580003840724,0.024200859374434745,gnss_chain,gnss_chain,0.8513580003840724,no_fix_then_ok
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.021597142176665574,0.014517274719229348,0.959676721718776,0.004208861385329027,gps_degrade,0.959676721718776,0.021597142176665574,0.9741939964380054,0.004208861385329027,gnss_chain,gnss_chain,0.9741939964380054,no_fix_then_ok
f153363458695622_gps_degrade,gps_degrade,no_fix_then_ok,0.011686159810763411,0.00013243076710609637,0.9867627493216465,0.0014186601004839933,gps_degrade,0.9867627493216465,0.011686159810763411,0.9868951800887527,0.0014186601004839933,gnss_chain,gnss_chain,0.9868951800887527,no_fix_then_ok
f154051046525415_gps_degrade,gps_degrade,no_fix_then_ok,0.0037234660964224867,0.0026526259180949473,0.99252003495299,0.0011038730324925852,gps_degrade,0.99252003495299,0.0037234660964224867,0.9951726608710849,0.0011038730324925852,gnss_chain,gnss_chain,0.9951726608710849,no_fix_then_ok
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.016788566264231006,0.0015045789223491102,0.9790529855934224,0.002653869219997587,gps_degrade,0.9790529855934224,0.016788566264231006,0.9805575645157715,0.002653869219997587,gnss_chain,gnss_chain,0.9805575645157715,no_fix_then_ok
f162578072652318_gps_degrade,gps_degrade,no_fix_then_ok,0.021166812043592675,0.0002579167358664844,0.9761222997883792,0.0024529714321616905,gps_degrade,0.9761222997883792,0.021166812043592675,0.9763802165242457,0.0024529714321616905,gnss_chain,gnss_chain,0.9763802165242457,no_fix_then_ok
f164363336037972_gps_degrade,gps_degrade,no_fix_then_ok,0.003391626778762033,0.0031605517429376595,0.9923206336329129,0.0011271878453874042,gps_degrade,0.9923206336329129,0.003391626778762033,0.9954811853758505,0.0011271878453874042,gnss_chain,gnss_chain,0.9954811853758505,no_fix_then_ok
