coverage,risk,rep,aggregation
0.00909090909090909,0.0,0,rule
0.01818181818181818,0.0,0,rule
0.02727272727272727,0.0,0,rule
0.03636363636363636,0.0,0,rule
0.045454545454545456,0.0,0,rule
0.05454545454545454,0.0,0,rule
0.06363636363636363,0.0,0,rule
0.07272727272727272,0.0,0,rule
0.08181818181818182,0.0,0,rule
0.09090909090909091,0.09999999999999998,0,rule
0.1,0.09090909090909094,0,rule
0.10909090909090909,0.08333333333333337,0,rule
0.11818181818181818,0.07692307692307687,0,rule
0.12727272727272726,0.0714285714285714,0,rule
0.13636363636363635,0.06666666666666665,0,rule
0.14545454545454545,0.0625,0,rule
0.15454545454545454,0.05882352941176472,0,rule
0.16363636363636364,0.05555555555555558,0,rule
0.17272727272727273,0.052631578947368474,0,rule
0.18181818181818182,0.050000000000000044,0,rule
0.19090909090909092,0.09523809523809523,0,rule
0.2,0.09090909090909094,0,rule
0.20909090909090908,0.08695652173913049,0,rule
0.21818181818181817,0.08333333333333337,0,rule
0.22727272727272727,0.12,0,rule
0.23636363636363636,0.11538461538461542,0,rule
0.24545454545454545,0.11111111111111116,0,rule
0.2545454545454545,0.1071428571428571,0,rule
0.2636363636363636,0.10344827586206895,0,rule
0.2727272727272727,0.09999999999999998,0,rule
0.2818181818181818,0.09677419354838712,0,rule
0.2909090909090909,0.09375,0,rule
0.3,0.12121212121212122,0,rule
0.3090909090909091,0.11764705882352944,0,rule
0.3181818181818182,0.1428571428571429,0,rule
0.32727272727272727,0.16666666666666663,0,rule
0.33636363636363636,0.16216216216216217,0,rule
0.34545454545454546,0.1578947368421053,0,rule
0.35454545454545455,0.15384615384615385,0,rule
0.36363636363636365,0.15000000000000002,0,rule
0.37272727272727274,0.14634146341463417,0,rule
0.38181818181818183,0.1428571428571429,0,rule
0.39090909090909093,0.16279069767441856,0,rule
0.4,0.15909090909090906,0,rule
0.4090909090909091,0.15555555555555556,0,rule
0.41818181818181815,0.15217391304347827,0,rule
0.42727272727272725,0.17021276595744683,0,rule
0.43636363636363634,0.16666666666666663,0,rule
0.44545454545454544,0.16326530612244894,0,rule
0.45454545454545453,0.16000000000000003,0,rule
0.4636363636363636,0.17647058823529416,0,rule
0.4727272727272727,0.1923076923076923,0,rule
0.4818181818181818,0.18867924528301883,0,rule
0.4909090909090909,0.20370370370370372,0,rule
0.5,0.21818181818181814,0,rule
0.509090909090909,0.2142857142857143,0,rule
0.5181818181818182,0.22807017543859653,0,rule
0.5272727272727272,0.22413793103448276,0,rule
0.5363636363636364,0.22033898305084743,0,rule
0.5454545454545454,0.21666666666666667,0,rule
0.5545454545454546,0.21311475409836067,0,rule
0.5636363636363636,0.20967741935483875,0,rule
0.5727272727272728,0.2063492063492064,0,rule
0.5818181818181818,0.203125,0,rule
0.5909090909090909,0.19999999999999996,0,rule
0.6,0.21212121212121215,0,rule
0.6090909090909091,0.20895522388059706,0,rule
0.6181818181818182,0.22058823529411764,0,rule
0.6272727272727273,0.23188405797101452,0,rule
0.6363636363636364,0.22857142857142854,0,rule
0.6454545454545455,0.22535211267605637,0,rule
0.6545454545454545,0.2222222222222222,0,rule
0.6636363636363637,0.2191780821917808,0,rule
0.6727272727272727,0.21621621621621623,0,rule
0.6818181818181818,0.21333333333333337,0,rule
0.6909090909090909,0.21052631578947367,0,rule
0.7,0.22077922077922074,0,rule
0.7090909090909091,0.23076923076923073,0,rule
0.7181818181818181,0.22784810126582278,0,rule
0.7272727272727273,0.23750000000000004,0,rule
0.7363636363636363,0.24691358024691357,0,rule
0.7454545454545455,0.24390243902439024,0,rule
0.7545454545454545,0.24096385542168675,0,rule
0.7636363636363637,0.23809523809523814,0,rule
0.7727272727272727,0.23529411764705888,0,rule
0.7818181818181819,0.2325581395348837,0,rule
0.7909090909090909,0.22988505747126442,0,rule
0.8,0.23863636363636365,0,rule
0.8090909090909091,0.2359550561797753,0,rule
0.8181818181818182,0.23333333333333328,0,rule
0.8272727272727273,0.23076923076923073,0,rule
0.8363636363636363,0.23913043478260865,0,rule
0.8454545454545455,0.24731182795698925,0,rule
0.8545454545454545,0.24468085106382975,0,rule
0.8636363636363636,0.25263157894736843,0,rule
0.8727272727272727,0.26041666666666663,0,rule
0.8818181818181818,0.2680412371134021,0,rule
0.8909090909090909,0.2755102040816326,0,rule
0.9,0.2727272727272727,0,rule
0.9090909090909091,0.27,0,rule
0.9181818181818182,0.27722772277227725,0,rule
0.9272727272727272,0.28431372549019607,0,rule
0.9363636363636364,0.2912621359223301,0,rule
0.9454545454545454,0.29807692307692313,0,rule
0.9545454545454546,0.3047619047619048,0,rule
0.9636363636363636,0.3113207547169812,0,rule
0.9727272727272728,0.30841121495327106,0,rule
0.9818181818181818,0.31481481481481477,0,rule
0.990909090909091,0.3211009174311926,0,rule
1.0,0.32727272727272727,0,rule
0.00909090909090909,0.0,0,stacked
0.01818181818181818,0.0,0,stacked
0.02727272727272727,0.0,0,stacked
0.03636363636363636,0.0,0,stacked
