flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.11794714322305673,0.025411569238892304,0.8081170150706418,0.04852427246740899,gps_degrade,0.8081170150706418,0.11794714322305673,0.8335285843095341,0.04852427246740899,gnss_chain,gnss_chain,0.8335285843095341,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.02562130495850003,0.009779789793090556,0.9591984430264323,0.005400462221977079,gps_degrade,0.9591984430264323,0.02562130495850003,0.9689782328195229,0.005400462221977079,gnss_chain,gnss_chain,0.9689782328195229,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.016308077977691134,0.010321683345747956,0.96865681305601,0.004713425620550936,gps_degrade,0.96865681305601,0.016308077977691134,0.978978496401758,0.004713425620550936,gnss_chain,gnss_chain,0.978978496401758,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f138645354163671_gps_degrade,gps_degrade,no_fix_then_ok,0.0011591236314666088,0.05635431826744908,0.9412951391819774,0.001191418919106924,gps_degrade,0.9412951391819774,0.0011591236314666088,0.9976494574494265,0.001191418919106924,gnss_chain,gnss_chain,0.9976494574494265,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.09291539380024884,0.07885966517985582,0.8060972739836797,0.02212766703621552,gps_degrade,0.8060972739836797,0.09291539380024884,0.8849569391635355,0.02212766703621552,gnss_chain,gnss_chain,0.8849569391635355,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f154051046525415_gps_degrade,gps_degrade,no_fix_then_ok,0.00990577981438699,0.060511391303236226,0.9246422740624979,0.00494055481987889,gps_degrade,0.9246422740624979,0.00990577981438699,0.9851536653657341,0.00494055481987889,gnss_chain,gnss_chain,0.9851536653657341,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f162578072652318_gps_degrade,gps_degrade,no_fix_then_ok,0.010944218369568473,0.0092199678040443,0.976506637277365,0.003329176549022164,gps_degrade,0.976506637277365,0.010944218369568473,0.9857266050814093,0.003329176549022164,gnss_chain,gnss_chain,0.9857266050814093,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.07837905125887389,0.2575503424596331,0.6472284095765322,0.016842196704960916,gps_degrade,0.6472284095765322,0.07837905125887389,0.9047787520361652,0.016842196704960916,gnss_chain,gnss_chain,0.9047787520361652,gps_degrade,gnss_chain,,gnss_chain,1,stacked
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.04033605850480765,0.33134104303035217,0.6031793883532944,0.025143510111545836,gps_degrade,0.6031793883532944,0.04033605850480765,0.9345204313836466,0.025143510111545836,gnss_chain,gnss_chain,0.9345204313836466,gps_degrade,gnss_chain,,gnss_chain,1,stacked
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.06465246080758312,0.10278202935462817,0.8182797697610563,0.014285740076732494,gps_degrade,0.8182797697610563,0.06465246080758312,0.9210617991156845,0.014285740076732494,gnss_chain,gnss_chain,0.9210617991156845,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.00664565237258305,0.06233839201893607,0.9271794142756739,0.003836541332807091,gps_degrade,0.9271794142756739,0.00664565237258305,0.98951780629461,0.003836541332807091,gnss_chain,gnss_chain,0.98951780629461,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,stacked
f20260909000_nominal,nominal,none,0.55408627091404,0.40189975797643923,0.011654806729402712,0.03235916438011825,nominal,0.55408627091404,0.55408627091404,0.41355456470584195,0.03235916438011825,nominal,nominal,0.55408627091404,"nominal,spoof",nominal,nominal,nominal,1,stacked
f20260909004_nominal,nominal,none,0.5663450884263191,0.3853295392152007,0.01382924847880817,0.034496123879672116,nominal,0.5663450884263191,0.5663450884263191,0.39915878769400887,0.034496123879672116,nominal,nominal,0.5663450884263191,nominal,nominal,nominal,nominal,1,stacked
f20260909005_nominal,nominal,none,0.0035172615981150703,0.9930540416273012,0.0005078028449738525,0.002920893929609939,spoof,0.9930540416273012,0.0035172615981150703,0.993561844472275,0.002920893929609939,nominal,gnss_chain,0.993561844472275,spoof,gnss_chain,spoof,gnss_chain,1,stacked
