flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,held_out_subtype
f20260909307_sensor_fault,sensor_fault,mag_stuck,0.012507997965677569,0.006424151785132641,0.0034314177634614997,0.9776364324857283,sensor_fault,0.9776364324857283,0.012507997965677569,0.00985556954859414,0.9776364324857283,non_gnss_fault,non_gnss_fault,0.9776364324857283,False,False,baro_stuck
f20260909313_sensor_fault,sensor_fault,mag_stuck,0.07575942341080756,0.004605423840116381,0.006539165166704706,0.9130959875823713,sensor_fault,0.9130959875823713,0.07575942341080756,0.011144589006821087,0.9130959875823713,non_gnss_fault,non_gnss_fault,0.9130959875823713,False,False,baro_stuck
f20260909318_sensor_fault,sensor_fault,mag_stuck,0.004415435989694187,0.0006819119353467151,0.0010715015764618731,0.9938311504984972,sensor_fault,0.9938311504984972,0.004415435989694187,0.0017534135118085882,0.9938311504984972,non_gnss_fault,non_gnss_fault,0.9938311504984972,False,False,baro_stuck
f20260909338_sensor_fault,sensor_fault,mag_stuck,0.005191370016868369,0.005644615215381095,0.002771541106277235,0.9863924736614733,sensor_fault,0.9863924736614733,0.005191370016868369,0.00841615632165833,0.9863924736614733,non_gnss_fault,non_gnss_fault,0.9863924736614733,False,False,baro_stuck
f20260909339_sensor_fault,sensor_fault,mag_stuck,0.03145057154250174,0.035900312493082995,0.01687634155742557,0.9157727744069897,sensor_fault,0.9157727744069897,0.03145057154250174,0.05277665405050856,0.9157727744069897,non_gnss_fault,non_gnss_fault,0.9157727744069897,False,False,baro_stuck
f20260909340_sensor_fault,sensor_fault,mag_stuck,0.0061343554903329775,0.008698649233517023,0.0027852801448182553,0.9823817151313318,sensor_fault,0.9823817151313318,0.0061343554903329775,0.011483929378335278,0.9823817151313318,non_gnss_fault,non_gnss_fault,0.9823817151313318,False,False,baro_stuck
f20260909343_sensor_fault,sensor_fault,mag_stuck,0.0001638849766898015,0.0006630902845499352,0.0002278055699576568,0.9989452191688026,sensor_fault,0.9989452191688026,0.0001638849766898015,0.000890895854507592,0.9989452191688026,non_gnss_fault,non_gnss_fault,0.9989452191688026,False,True,baro_stuck
f20260909344_sensor_fault,sensor_fault,mag_stuck,0.00646578055335347,5.477533909841886e-05,0.002462048836228589,0.9910173952713195,sensor_fault,0.9910173952713195,0.00646578055335347,0.002516824175327008,0.9910173952713195,non_gnss_fault,non_gnss_fault,0.9910173952713195,True,True,baro_stuck
f20260909345_sensor_fault,sensor_fault,mag_stuck,0.0069622349630644575,0.00029204511977187737,0.0021509354065748364,0.9905947845105888,sensor_fault,0.9905947845105888,0.0069622349630644575,0.0024429805263467136,0.9905947845105888,non_gnss_fault,non_gnss_fault,0.9905947845105888,False,False,baro_stuck
f20260909348_sensor_fault,sensor_fault,mag_stuck,0.06274686899277392,0.01590507208737312,0.013601991979449963,0.907746066940403,sensor_fault,0.907746066940403,0.06274686899277392,0.02950706406682308,0.907746066940403,non_gnss_fault,non_gnss_fault,0.907746066940403,False,False,baro_stuck
f20260909350_sensor_fault,sensor_fault,mag_stuck,0.4811259069950835,0.00686371586571984,0.022638862818030486,0.4893715143211662,sensor_fault,0.4893715143211662,0.4811259069950835,0.029502578683750325,0.4893715143211662,non_gnss_fault,non_gnss_fault,0.4893715143211662,False,False,baro_stuck
