flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,held_out_subtype
f20260909104_spoof,spoof,jump,0.7770512957666097,0.05946124224680581,0.10542138545629894,0.05806607653028546,nominal,0.7770512957666097,0.7770512957666097,0.16488262770310474,0.05806607653028546,gnss_chain,nominal,0.7770512957666097,False,False,jump
f20260909109_spoof,spoof,jump,0.01788341479441566,0.9488179618108729,0.02880254679626574,0.0044960765984457945,spoof,0.9488179618108729,0.01788341479441566,0.9776205086071386,0.0044960765984457945,gnss_chain,gnss_chain,0.9776205086071386,False,False,jump
f20260909112_spoof,spoof,jump,0.5711675466211305,0.10743675573865348,0.26845720768851594,0.0529384899517001,nominal,0.5711675466211305,0.5711675466211305,0.3758939634271694,0.0529384899517001,gnss_chain,nominal,0.5711675466211305,False,False,jump
f20260909113_spoof,spoof,jump,0.5420497639958023,0.07622906681323148,0.3269335166393358,0.05478765255163053,nominal,0.5420497639958023,0.5420497639958023,0.4031625834525673,0.05478765255163053,gnss_chain,nominal,0.5420497639958023,False,False,jump
f20260909115_spoof,spoof,jump,0.5836414363812483,0.112751409339916,0.24211474752333279,0.06149240675550287,nominal,0.5836414363812483,0.5836414363812483,0.3548661568632488,0.06149240675550287,gnss_chain,nominal,0.5836414363812483,False,False,jump
f20260909120_spoof,spoof,jump,0.6830688333276365,0.15903642390025652,0.1210522790160792,0.03684246375602782,nominal,0.6830688333276365,0.6830688333276365,0.2800887029163357,0.03684246375602782,gnss_chain,nominal,0.6830688333276365,False,False,jump
f20260909122_spoof,spoof,jump,0.4439650730482135,0.06486920419972672,0.4413423872171344,0.049823335534925434,nominal,0.4439650730482135,0.4439650730482135,0.5062115914168611,0.049823335534925434,gnss_chain,gnss_chain,0.5062115914168611,False,False,jump
f20260909124_spoof,spoof,jump,0.7266893238214353,0.05491539590534691,0.15577235982764817,0.06262292044556975,nominal,0.7266893238214353,0.7266893238214353,0.21068775573299509,0.06262292044556975,gnss_chain,nominal,0.7266893238214353,False,False,jump
f20260909126_spoof,spoof,jump,0.5428922936865884,0.062164553562397626,0.3352303441126945,0.05971280863831953,nominal,0.5428922936865884,0.5428922936865884,0.3973948976750921,0.05971280863831953,gnss_chain,nominal,0.5428922936865884,False,False,jump
f20260909127_spoof,spoof,jump,0.42538977425622704,0.17959178180191568,0.34493701965159324,0.050081424290263965,nominal,0.42538977425622704,0.42538977425622704,0.5245288014535089,0.050081424290263965,gnss_chain,gnss_chain,0.5245288014535089,False,False,jump
f20260909131_spoof,spoof,jump,0.7057043619267492,0.08733095606820027,0.1421013106326431,0.06486337137240746,nominal,0.7057043619267492,0.7057043619267492,0.22943226670084338,0.06486337137240746,gnss_chain,nominal,0.7057043619267492,False,False,jump
f20260909134_spoof,spoof,jump,0.5696760913681381,0.12903702141541762,0.24387358730978187,0.0574132999066624,nominal,0.5696760913681381,0.5696760913681381,0.3729106087251995,0.0574132999066624,gnss_chain,nominal,0.5696760913681381,False,False,jump
f20260909136_spoof,spoof,jump,0.3334845477135031,0.1680332892075856,0.4389137347152118,0.059568428363699605,gps_degrade,0.4389137347152118,0.3334845477135031,0.6069470239227974,0.059568428363699605,gnss_chain,gnss_chain,0.6069470239227974,False,False,jump
f20260909137_spoof,spoof,jump,0.7559427325139743,0.07572307032263462,0.12033021142941377,0.04800398573397743,nominal,0.7559427325139743,0.7559427325139743,0.1960532817520484,0.04800398573397743,gnss_chain,nominal,0.7559427325139743,False,False,jump
f20260909138_spoof,spoof,jump,0.6973438421351065,0.11311019776042082,0.12152285672648099,0.06802310337799161,nominal,0.6973438421351065,0.6973438421351065,0.2346330544869018,0.06802310337799161,gnss_chain,nominal,0.6973438421351065,False,False,jump
f20260909139_spoof,spoof,jump,0.7038413097521746,0.04038800878103694,0.1987916680872835,0.05697901337950485,nominal,0.7038413097521746,0.7038413097521746,0.23917967686832042,0.05697901337950485,gnss_chain,nominal,0.7038413097521746,False,False,jump
f20260909141_spoof,spoof,jump,0.722625655053295,0.03805545509372591,0.18682498336292105,0.05249390649005818,nominal,0.722625655053295,0.722625655053295,0.22488043845664696,0.05249390649005818,gnss_chain,nominal,0.722625655053295,False,False,jump
f20260909145_spoof,spoof,jump,0.7415234256699856,0.12985282306793397,0.08573575199454846,0.04288799926753191,nominal,0.7415234256699856,0.7415234256699856,0.2155885750624824,0.04288799926753191,gnss_chain,nominal,0.7415234256699856,False,False,jump
f20260909146_spoof,spoof,jump,0.7621069761623274,0.057176529584320034,0.14274338842848788,0.03797310582486473,nominal,0.7621069761623274,0.7621069761623274,0.19991991801280792,0.03797310582486473,gnss_chain,nominal,0.7621069761623274,False,False,jump
f20260909148_spoof,spoof,jump,0.7744035431559768,0.029477303854945215,0.14740170519781529,0.04871744779126253,nominal,0.7744035431559768,0.7744035431559768,0.1768790090527605,0.04871744779126253,gnss_chain,nominal,0.7744035431559768,False,False,jump
f20260909156_spoof,spoof,jump,0.3089120829035107,0.40226041667711016,0.2713651750151983,0.017462325404180933,spoof,0.40226041667711016,0.3089120829035107,0.6736255916923084,0.017462325404180933,gnss_chain,gnss_chain,0.6736255916923084,False,False,jump
