flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.002216822788307957,0.30239561306599894,0.6823258851730469,0.013061678972646365,gps_degrade,0.6823258851730469,0.002216822788307957,0.9847214982390459,0.013061678972646365,gnss_chain,gnss_chain,0.9847214982390459,gps_degrade,gnss_chain,gps_degrade,gnss_chain,4,rule
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.36952393582724646,0.5653174917057406,0.05178872974203515,0.01336984272497774,spoof,0.5653174917057406,0.36952393582724646,0.6171062214477758,0.01336984272497774,gnss_chain,gnss_chain,0.6171062214477758,"nominal,spoof,gps_degrade","nominal,gnss_chain",spoof,gnss_chain,4,rule
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.58992897610746,0.3468097609732035,0.04608383564550722,0.01717742727382928,nominal,0.58992897610746,0.58992897610746,0.3928935966187107,0.01717742727382928,gnss_chain,nominal,0.58992897610746,"nominal,gps_degrade",nominal,nominal,nominal,4,rule
f20260909000_nominal,nominal,none,0.3667722659435164,0.6041608420358228,0.005954462433212851,0.02311242958744801,spoof,0.6041608420358228,0.3667722659435164,0.6101153044690356,0.02311242958744801,nominal,gnss_chain,0.6101153044690356,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,4,rule
f20260909001_nominal,nominal,none,0.21706891253546662,0.7634440814198531,0.005593507720366061,0.01389349832431419,spoof,0.7634440814198531,0.21706891253546662,0.7690375891402191,0.01389349832431419,nominal,gnss_chain,0.7690375891402191,spoof,gnss_chain,spoof,gnss_chain,4,rule
f20260909003_nominal,nominal,none,0.21654293535951594,0.7600788657447269,0.007595360996007799,0.01578283789974929,spoof,0.7600788657447269,0.21654293535951594,0.7676742267407347,0.01578283789974929,nominal,gnss_chain,0.7676742267407347,spoof,gnss_chain,spoof,gnss_chain,4,rule
f20260909005_nominal,nominal,none,0.34529149000718623,0.6382287274763646,0.005612962578857861,0.010866819937591444,spoof,0.6382287274763646,0.34529149000718623,0.6438416900552225,0.010866819937591444,nominal,gnss_chain,0.6438416900552225,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,4,rule
f20260909008_nominal,nominal,none,0.41220600386688216,0.5645708119178336,0.004344282885495031,0.018878901329789147,spoof,0.5645708119178336,0.41220600386688216,0.5689150948033287,0.018878901329789147,nominal,gnss_chain,0.5689150948033287,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,4,rule
f20260909013_nominal,nominal,none,0.587617129448237,0.3880627698654131,0.004968877443862212,0.0193512232424878,nominal,0.587617129448237,0.587617129448237,0.3930316473092753,0.0193512232424878,nominal,nominal,0.587617129448237,nominal,nominal,nominal,nominal,4,rule
f20260909014_nominal,nominal,none,0.5826946819217268,0.4009547148139668,0.004331257484190078,0.012019345780116332,nominal,0.5826946819217268,0.5826946819217268,0.4052859722981568,0.012019345780116332,nominal,nominal,0.5826946819217268,nominal,nominal,nominal,nominal,4,rule
