flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f20260909301_sensor_fault,sensor_fault,baro_stuck,0.00022405387916139117,0.9476783942696385,0.05188857464551691,0.00020897720568330055,spoof,0.9476783942696385,0.00022405387916139117,0.9995669689151554,0.00020897720568330055,non_gnss_fault,gnss_chain,0.9995669689151554,baro_stuck
f20260909303_sensor_fault,sensor_fault,baro_stuck,0.00017989439486155873,0.9446635324100375,0.05497459875993239,0.00018197443516854186,spoof,0.9446635324100375,0.00017989439486155873,0.9996381311699699,0.00018197443516854186,non_gnss_fault,gnss_chain,0.9996381311699699,baro_stuck
f20260909304_sensor_fault,sensor_fault,baro_stuck,0.0007498900728494094,0.871938225070036,0.12672544113510958,0.0005864437220049638,spoof,0.871938225070036,0.0007498900728494094,0.9986636662051456,0.0005864437220049638,non_gnss_fault,gnss_chain,0.9986636662051456,baro_stuck
f20260909305_sensor_fault,sensor_fault,baro_stuck,0.0028593545657446405,0.5872356148807353,0.4083562862157671,0.0015487443377531483,spoof,0.5872356148807353,0.0028593545657446405,0.9955919010965024,0.0015487443377531483,non_gnss_fault,gnss_chain,0.9955919010965024,baro_stuck
f20260909308_sensor_fault,sensor_fault,baro_stuck,7.610369875085365e-05,0.9610041953876135,0.0388102241332564,0.0001094767803791632,spoof,0.9610041953876135,7.610369875085365e-05,0.9998144195208699,0.0001094767803791632,non_gnss_fault,gnss_chain,0.9998144195208699,baro_stuck
f20260909309_sensor_fault,sensor_fault,baro_stuck,0.0002863640978322508,0.9265705904603734,0.07283317958606304,0.0003098658557312956,spoof,0.9265705904603734,0.0002863640978322508,0.9994037700464364,0.0003098658557312956,non_gnss_fault,gnss_chain,0.9994037700464364,baro_stuck
f20260909314_sensor_fault,sensor_fault,baro_stuck,0.1586103448510314,0.7655306475463344,0.05737942256563192,0.01847958503700231,spoof,0.7655306475463344,0.1586103448510314,0.8229100701119663,0.01847958503700231,non_gnss_fault,gnss_chain,0.8229100701119663,baro_stuck
f20260909315_sensor_fault,sensor_fault,baro_stuck,0.003538841701102253,0.5198896186875975,0.47492491721449026,0.0016466223968098028,spoof,0.5198896186875975,0.003538841701102253,0.9948145359020878,0.0016466223968098028,non_gnss_fault,gnss_chain,0.9948145359020878,baro_stuck
f20260909316_sensor_fault,sensor_fault,baro_stuck,0.000510740456215665,0.9007349020197315,0.098345597903654,0.0004087596203989233,spoof,0.9007349020197315,0.000510740456215665,0.9990804999233855,0.0004087596203989233,non_gnss_fault,gnss_chain,0.9990804999233855,baro_stuck
f20260909317_sensor_fault,sensor_fault,baro_stuck,0.00046077849165638234,0.867478557747147,0.13144132018280721,0.000619343578389466,spoof,0.867478557747147,0.00046077849165638234,0.9989198779299542,0.000619343578389466,non_gnss_fault,gnss_chain,0.9989198779299542,baro_stuck
