flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,rep,aggregation
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.03652602046728098,0.003918461893963222,0.9544091862131772,0.005146331425578669,gps_degrade,0.9544091862131772,0.03652602046728098,0.9583276481071404,0.005146331425578669,gnss_chain,gnss_chain,0.9583276481071404,1,stacked
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.024978303313445825,0.13319318897971574,0.8347181366428554,0.007110371063983032,gps_degrade,0.8347181366428554,0.024978303313445825,0.9679113256225712,0.007110371063983032,gnss_chain,gnss_chain,0.9679113256225712,1,stacked
f153363458695622_gps_degrade,gps_degrade,no_fix_then_ok,0.007846807278235949,0.04473102970661878,0.9432202091653441,0.004201953849801186,gps_degrade,0.9432202091653441,0.007846807278235949,0.9879512388719629,0.004201953849801186,gnss_chain,gnss_chain,0.9879512388719629,1,stacked
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.01426123074622996,0.37112268082333155,0.6089217229120975,0.005694365518340906,gps_degrade,0.6089217229120975,0.01426123074622996,0.980044403735429,0.005694365518340906,gnss_chain,gnss_chain,0.980044403735429,1,stacked
f164363336037972_gps_degrade,gps_degrade,no_fix_then_ok,0.00745127286729833,0.02502170227641096,0.9638631185533806,0.003663906302910028,gps_degrade,0.9638631185533806,0.00745127286729833,0.9888848208297916,0.003663906302910028,gnss_chain,gnss_chain,0.9888848208297916,1,stacked
f20260909003_nominal,nominal,none,0.13852798636474695,0.8385423908060604,0.0048351570530800825,0.01809446577611251,spoof,0.8385423908060604,0.13852798636474695,0.8433775478591405,0.01809446577611251,nominal,gnss_chain,0.8433775478591405,1,stacked
f20260909007_nominal,nominal,none,0.8064718726455151,0.14238673900925117,0.0156706544092178,0.035470733936015936,nominal,0.8064718726455151,0.8064718726455151,0.15805739341846897,0.035470733936015936,nominal,nominal,0.8064718726455151,1,stacked
f20260909010_nominal,nominal,none,0.8869426730111858,0.06933758482058522,0.014167149529899095,0.029552592638330034,nominal,0.8869426730111858,0.8869426730111858,0.08350473435048432,0.029552592638330034,nominal,nominal,0.8869426730111858,1,stacked
f20260909015_nominal,nominal,none,0.22846638368069752,0.7461042309330174,0.005923525583886378,0.01950585980239874,spoof,0.7461042309330174,0.22846638368069752,0.7520277565169038,0.01950585980239874,nominal,gnss_chain,0.7520277565169038,1,stacked
f20260909020_nominal,nominal,none,0.9450171821952431,0.01951069725635353,0.012300627723127556,0.023171492825275853,nominal,0.9450171821952431,0.9450171821952431,0.03181132497948108,0.023171492825275853,nominal,nominal,0.9450171821952431,1,stacked
f20260909030_nominal,nominal,none,0.895719231288602,0.06444212902842908,0.012895921474979671,0.026942718207989307,nominal,0.895719231288602,0.895719231288602,0.07733805050340875,0.026942718207989307,nominal,nominal,0.895719231288602,1,stacked
f20260909032_nominal,nominal,none,0.312611139633663,0.6302415848019562,0.009970965523217287,0.04717631004116345,spoof,0.6302415848019562,0.312611139633663,0.6402125503251735,0.04717631004116345,nominal,gnss_chain,0.6402125503251735,1,stacked
f20260909034_nominal,nominal,none,0.30050218300829196,0.6735992944413235,0.006346392186519971,0.019552130363864557,spoof,0.6735992944413235,0.30050218300829196,0.6799456866278435,0.019552130363864557,nominal,gnss_chain,0.6799456866278435,1,stacked
f20260909035_nominal,nominal,none,0.8316858332636314,0.12526886845028712,0.0124646994336847,0.030580598852396793,nominal,0.8316858332636314,0.8316858332636314,0.1377335678839718,0.030580598852396793,nominal,nominal,0.8316858332636314,1,stacked
f20260909036_nominal,nominal,none,0.9613566425421802,0.0109652608526524,0.01075023482754779,0.016927861777619593,nominal,0.9613566425421802,0.9613566425421802,0.02171549568020019,0.016927861777619593,nominal,nominal,0.9613566425421802,1,stacked
f20260909037_nominal,nominal,none,0.5866147833887068,0.36118245507804864,0.015382197898346429,0.036820563634898315,nominal,0.5866147833887068,0.5866147833887068,0.3765646529763951,0.036820563634898315,nominal,nominal,0.5866147833887068,1,stacked
f20260909041_nominal,nominal,none,0.9532124694662791,0.012640350699306602,0.012827469427705442,0.021319710406708853,nominal,0.9532124694662791,0.9532124694662791,0.025467820127012042,0.021319710406708853,nominal,nominal,0.9532124694662791,1,stacked
f20260909042_nominal,nominal,none,0.7916057094045709,0.1655228788432127,0.012500227928037693,0.030371183824178735,nominal,0.7916057094045709,0.7916057094045709,0.1780231067712504,0.030371183824178735,nominal,nominal,0.7916057094045709,1,stacked
f20260909043_nominal,nominal,none,0.17123052293033042,0.8168281152822787,0.0021383460364101134,0.00980301575098077,spoof,0.8168281152822787,0.17123052293033042,0.8189664613186889,0.00980301575098077,nominal,gnss_chain,0.8189664613186889,1,stacked
f20260909044_nominal,nominal,none,0.9562739462968202,0.011195531682730938,0.011112749758288284,0.021417772262160673,nominal,0.9562739462968202,0.9562739462968202,0.02230828144101922,0.021417772262160673,nominal,nominal,0.9562739462968202,1,stacked
f20260909046_nominal,nominal,none,0.4368891077912068,0.5188805417599144,0.010810627694346747,0.0334197227545321,spoof,0.5188805417599144,0.4368891077912068,0.5296911694542611,0.0334197227545321,nominal,gnss_chain,0.5296911694542611,1,stacked
f20260909049_nominal,nominal,none,0.3212776980282753,0.6259071449576178,0.010541426271705543,0.042273730742401316,spoof,0.6259071449576178,0.3212776980282753,0.6364485712293233,0.042273730742401316,nominal,gnss_chain,0.6364485712293233,1,stacked
f20260909052_nominal,nominal,none,0.09700072681294188,0.8889569741422472,0.0029834324511916876,0.011058866593619245,spoof,0.8889569741422472,0.09700072681294188,0.8919404065934389,0.011058866593619245,nominal,gnss_chain,0.8919404065934389,1,stacked
f20260909055_nominal,nominal,none,0.4998284516887186,0.4617097626833331,0.010037541918521556,0.028424243709426807,nominal,0.4998284516887186,0.4998284516887186,0.47174730460185466,0.028424243709426807,nominal,nominal,0.4998284516887186,1,stacked
f20260909059_nominal,nominal,none,0.9306345196991663,0.02444298970033672,0.014476133837149813,0.030446356763347074,nominal,0.9306345196991663,0.9306345196991663,0.038919123537486534,0.030446356763347074,nominal,nominal,0.9306345196991663,1,stacked
