flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.598090887125498,0.37083821358555324,0.00799867861738474,0.023072220671563937,nominal,0.598090887125498,0.598090887125498,0.378836892202938,0.023072220671563937,gnss_chain,nominal,0.598090887125498,"nominal,spoof","nominal,gnss_chain",nominal,nominal,1,rule
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.0011319103149368959,0.24833912785607984,0.7329793843402823,0.01754957748870096,gps_degrade,0.7329793843402823,0.0011319103149368959,0.9813185121963621,0.01754957748870096,gnss_chain,gnss_chain,0.9813185121963621,gps_degrade,gnss_chain,gps_degrade,gnss_chain,1,rule
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.4687280278745887,0.41316943592469585,0.07912784431943043,0.03897469188128512,nominal,0.4687280278745887,0.4687280278745887,0.4922972802441263,0.03897469188128512,gnss_chain,gnss_chain,0.4922972802441263,"nominal,spoof,gps_degrade","nominal,gnss_chain","nominal,spoof",nominal,1,rule
f154051046525415_gps_degrade,gps_degrade,no_fix_then_ok,0.0006108696742304919,0.35989463440556824,0.6246941098708181,0.014800386049383189,gps_degrade,0.6246941098708181,0.0006108696742304919,0.9845887442763863,0.014800386049383189,gnss_chain,gnss_chain,0.9845887442763863,"spoof,gps_degrade",gnss_chain,gps_degrade,gnss_chain,1,rule
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.6115135699397248,0.35280109702087786,0.018664536620017436,0.017020796419379803,nominal,0.6115135699397248,0.6115135699397248,0.3714656336408953,0.017020796419379803,gnss_chain,nominal,0.6115135699397248,"nominal,spoof,gps_degrade","nominal,gnss_chain",nominal,nominal,1,rule
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.00057586208530068,0.3512725631965194,0.6377522753854681,0.010399299332711796,gps_degrade,0.6377522753854681,0.00057586208530068,0.9890248385819875,0.010399299332711796,gnss_chain,gnss_chain,0.9890248385819875,"spoof,gps_degrade",gnss_chain,gps_degrade,gnss_chain,1,rule
f20260909000_nominal,nominal,none,0.4320209547561011,0.5461084389605207,0.006045125019432143,0.015825481263946065,spoof,0.5461084389605207,0.4320209547561011,0.5521535639799529,0.015825481263946065,nominal,gnss_chain,0.5521535639799529,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",1,rule
f20260909004_nominal,nominal,none,0.47541881692781557,0.5076070323927279,0.003650665722201193,0.013323484957255327,spoof,0.5076070323927279,0.47541881692781557,0.511257698114929,0.013323484957255327,nominal,gnss_chain,0.511257698114929,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,1,rule
f20260909005_nominal,nominal,none,0.08943661502087069,0.8983627685286684,0.0033641515487493425,0.008836464901711511,spoof,0.8983627685286684,0.08943661502087069,0.9017269200774177,0.008836464901711511,nominal,gnss_chain,0.9017269200774177,spoof,gnss_chain,spoof,gnss_chain,1,rule
f20260909006_nominal,nominal,none,0.4889022260885416,0.4970840647449813,0.0038370230563655786,0.010176686110111537,spoof,0.4970840647449813,0.4889022260885416,0.5009210878013469,0.010176686110111537,nominal,gnss_chain,0.5009210878013469,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,1,rule
f20260909008_nominal,nominal,none,0.2889971946743407,0.6901573536316968,0.003660492281990677,0.017184959411971783,spoof,0.6901573536316968,0.2889971946743407,0.6938178459136876,0.017184959411971783,nominal,gnss_chain,0.6938178459136876,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,1,rule
f20260909009_nominal,nominal,none,0.4561646847843629,0.5258709693272943,0.004103856914971066,0.013860488973371879,spoof,0.5258709693272943,0.4561646847843629,0.5299748262422653,0.013860488973371879,nominal,gnss_chain,0.5299748262422653,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,1,rule
f20260909011_nominal,nominal,none,0.3030099007139431,0.6715721264022415,0.006915668358073782,0.0185023045257415,spoof,0.6715721264022415,0.3030099007139431,0.6784877947603153,0.0185023045257415,nominal,gnss_chain,0.6784877947603153,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",1,rule
f20260909012_nominal,nominal,none,0.7208157620913397,0.2541026552362083,0.0056620486653567005,0.01941953400709547,nominal,0.7208157620913397,0.7208157620913397,0.259764703901565,0.01941953400709547,nominal,nominal,0.7208157620913397,nominal,nominal,nominal,nominal,1,rule
f20260909013_nominal,nominal,none,0.8356029098444511,0.14747749303703184,0.0041569298378410936,0.0127626672806761,nominal,0.8356029098444511,0.8356029098444511,0.15163442287487294,0.0127626672806761,nominal,nominal,0.8356029098444511,nominal,nominal,nominal,nominal,1,rule
f20260909017_nominal,nominal,none,0.6873615795333816,0.29711271053615007,0.002870952106778347,0.012654757823689895,nominal,0.6873615795333816,0.6873615795333816,0.2999836626429284,0.012654757823689895,nominal,nominal,0.6873615795333816,"nominal,spoof",nominal,nominal,nominal,1,rule
f20260909019_nominal,nominal,none,0.5575974107956383,0.4050406320076441,0.005067079335542747,0.032294877861175,nominal,0.5575974107956383,0.5575974107956383,0.41010771134318685,0.032294877861175,nominal,nominal,0.5575974107956383,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,1,rule
f20260909023_nominal,nominal,none,0.7959012137728552,0.183752190130703,0.008980093034761645,0.011366503061680145,nominal,0.7959012137728552,0.7959012137728552,0.19273228316546465,0.011366503061680145,nominal,nominal,0.7959012137728552,nominal,nominal,nominal,nominal,1,rule
f20260909028_nominal,nominal,none,0.7631196773902555,0.18377719192324565,0.004694732784134108,0.04840839790236469,nominal,0.7631196773902555,0.7631196773902555,0.18847192470737975,0.04840839790236469,nominal,nominal,0.7631196773902555,nominal,nominal,nominal,nominal,1,rule
f20260909029_nominal,nominal,none,0.09567638274260885,0.8803689040989416,0.004728383766909075,0.01922632939154042,spoof,0.8803689040989416,0.09567638274260885,0.8850972878658507,0.01922632939154042,nominal,gnss_chain,0.8850972878658507,spoof,gnss_chain,spoof,gnss_chain,1,rule
f20260909031_nominal,nominal,none,0.26539131477331196,0.7034630493801578,0.011274665654778963,0.019870970191751387,spoof,0.7034630493801578,0.26539131477331196,0.7147377150349368,0.019870970191751387,nominal,gnss_chain,0.7147377150349368,"nominal,spoof,gps_degrade","nominal,gnss_chain",spoof,gnss_chain,1,rule
f20260909040_nominal,nominal,none,0.7121827064268658,0.26800176887525456,0.003551179236628463,0.016264345461251106,nominal,0.7121827064268658,0.7121827064268658,0.271552948111883,0.016264345461251106,nominal,nominal,0.7121827064268658,nominal,nominal,nominal,nominal,1,rule
f20260909047_nominal,nominal,none,0.7085055523950965,0.2722492051385622,0.005041189394073975,0.014204053072267298,nominal,0.7085055523950965,0.7085055523950965,0.2772903945326362,0.014204053072267298,nominal,nominal,0.7085055523950965,nominal,nominal,nominal,nominal,1,rule
f20260909048_nominal,nominal,none,0.2635348560434843,0.7232838403112886,0.0033865599540172557,0.009794743691209822,spoof,0.7232838403112886,0.2635348560434843,0.7266704002653058,0.009794743691209822,nominal,gnss_chain,0.7266704002653058,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,1,rule
