flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.4477954602823941,0.5165559192643407,0.01620342725015714,0.019445193203107978,spoof,0.5165559192643407,0.4477954602823941,0.5327593465144979,0.019445193203107978,gnss_chain,gnss_chain,0.5327593465144979,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.004654571651282219,0.22189455558408716,0.7515322622179292,0.02191861054670141,gps_degrade,0.7515322622179292,0.004654571651282219,0.9734268178020165,0.02191861054670141,gnss_chain,gnss_chain,0.9734268178020165,"spoof,gps_degrade",gnss_chain,gps_degrade,gnss_chain,0,rule
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.0033685516394789602,0.3168657736978313,0.6716089568177105,0.008156717844979131,gps_degrade,0.6716089568177105,0.0033685516394789602,0.9884747305155418,0.008156717844979131,gnss_chain,gnss_chain,0.9884747305155418,"spoof,gps_degrade",gnss_chain,"spoof,gps_degrade",gnss_chain,0,rule
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.10429389596606138,0.8374168558738446,0.04410976912910147,0.014179479030992516,spoof,0.8374168558738446,0.10429389596606138,0.8815266250029461,0.014179479030992516,gnss_chain,gnss_chain,0.8815266250029461,"spoof,gps_degrade",gnss_chain,"spoof,gps_degrade",gnss_chain,0,rule
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.5862472712314846,0.37558521357015445,0.016735939136073987,0.02143157606228686,nominal,0.5862472712314846,0.5862472712314846,0.3923211527062284,0.02143157606228686,gnss_chain,nominal,0.5862472712314846,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909002_nominal,nominal,none,0.5475559762693514,0.42311862570891223,0.012670241354429856,0.016655156667306506,nominal,0.5475559762693514,0.5475559762693514,0.4357888670633421,0.016655156667306506,nominal,nominal,0.5475559762693514,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909003_nominal,nominal,none,0.5899859378017135,0.3822283597368447,0.010076561798398529,0.0177091406630433,nominal,0.5899859378017135,0.5899859378017135,0.39230492153524327,0.0177091406630433,nominal,nominal,0.5899859378017135,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909008_nominal,nominal,none,0.6053993783893002,0.3728343350732661,0.00526763765891002,0.016498648878523595,nominal,0.6053993783893002,0.6053993783893002,0.3781019727321761,0.016498648878523595,nominal,nominal,0.6053993783893002,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909009_nominal,nominal,none,0.48549434341675474,0.4954973490178756,0.0046013561322075566,0.01440695143316226,spoof,0.4954973490178756,0.48549434341675474,0.5000987051500831,0.01440695143316226,nominal,gnss_chain,0.5000987051500831,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909010_nominal,nominal,none,0.618189338828499,0.36137472185867253,0.004747561530438279,0.015688377782390225,nominal,0.618189338828499,0.618189338828499,0.3661222833891108,0.015688377782390225,nominal,nominal,0.618189338828499,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909014_nominal,nominal,none,0.536331664551052,0.43482806568190246,0.012299852920345376,0.016540416846700157,nominal,0.536331664551052,0.536331664551052,0.4471279186022478,0.016540416846700157,nominal,nominal,0.536331664551052,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909015_nominal,nominal,none,0.3961610807733734,0.5864423586617968,0.005456833086617962,0.011939727478211653,spoof,0.5864423586617968,0.3961610807733734,0.5918991917484148,0.011939727478211653,nominal,gnss_chain,0.5918991917484148,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909016_nominal,nominal,none,0.6011197424386925,0.37777157619665247,0.005908774702352846,0.015199906662302174,nominal,0.6011197424386925,0.6011197424386925,0.3836803508990053,0.015199906662302174,nominal,nominal,0.6011197424386925,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
f20260909023_nominal,nominal,none,0.600666136200837,0.3714256005518533,0.009702464020747148,0.018205799226562576,nominal,0.600666136200837,0.600666136200837,0.38112806457260046,0.018205799226562576,nominal,nominal,0.600666136200837,"nominal,spoof","nominal,gnss_chain","nominal,spoof","nominal,gnss_chain",0,rule
