flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f20260909100_spoof,spoof,drift_incoherent,0.21020983010816552,0.7474301280720174,0.023647839036573488,0.018712202783243495,spoof,0.7474301280720174,0.21020983010816552,0.7710779671085909,0.018712202783243495,gnss_chain,gnss_chain,0.7710779671085909,drift_incoherent
f20260909101_spoof,spoof,drift_incoherent,0.1407182664773302,0.5953898407356862,0.23426093737547077,0.029630955411512887,spoof,0.5953898407356862,0.1407182664773302,0.8296507781111571,0.029630955411512887,gnss_chain,gnss_chain,0.8296507781111571,drift_incoherent
f20260909103_spoof,spoof,drift_incoherent,0.16472842953045952,0.5975845399100832,0.19831774885975367,0.03936928169970357,spoof,0.5975845399100832,0.16472842953045952,0.7959022887698368,0.03936928169970357,gnss_chain,gnss_chain,0.7959022887698368,drift_incoherent
f20260909106_spoof,spoof,drift_incoherent,0.15180085658932746,0.724952099212536,0.09308602084163238,0.030161023356504172,spoof,0.724952099212536,0.15180085658932746,0.8180381200541684,0.030161023356504172,gnss_chain,gnss_chain,0.8180381200541684,drift_incoherent
f20260909107_spoof,spoof,drift_incoherent,0.16478340479546513,0.6602756335969403,0.1437717546913226,0.031169206916272004,spoof,0.6602756335969403,0.16478340479546513,0.8040473882882629,0.031169206916272004,gnss_chain,gnss_chain,0.8040473882882629,drift_incoherent
f20260909108_spoof,spoof,drift_incoherent,0.05600983469825854,0.33196226501256393,0.5901828685194295,0.021845031769748058,gps_degrade,0.5901828685194295,0.05600983469825854,0.9221451335319935,0.021845031769748058,gnss_chain,gnss_chain,0.9221451335319935,drift_incoherent
f20260909111_spoof,spoof,drift_incoherent,0.3853269464642079,0.5240140113259166,0.04863431603677531,0.042024726173100005,spoof,0.5240140113259166,0.3853269464642079,0.5726483273626919,0.042024726173100005,gnss_chain,gnss_chain,0.5726483273626919,drift_incoherent
f20260909114_spoof,spoof,drift_incoherent,0.2847935874472943,0.45249483469024226,0.2237081948424196,0.03900338302004389,spoof,0.45249483469024226,0.2847935874472943,0.6762030295326619,0.03900338302004389,gnss_chain,gnss_chain,0.6762030295326619,drift_incoherent
f20260909118_spoof,spoof,drift_incoherent,0.00967081980514703,0.017568492768998755,0.9656304990516958,0.007130188374158326,gps_degrade,0.9656304990516958,0.00967081980514703,0.9831989918206946,0.007130188374158326,gnss_chain,gnss_chain,0.9831989918206946,drift_incoherent
f20260909119_spoof,spoof,drift_incoherent,0.10586196370302442,0.14389437989585507,0.7245694661857591,0.02567419021536139,gps_degrade,0.7245694661857591,0.10586196370302442,0.8684638460816142,0.02567419021536139,gnss_chain,gnss_chain,0.8684638460816142,drift_incoherent
f20260909125_spoof,spoof,drift_incoherent,0.03381848177116655,0.06177610981704545,0.8890462107036217,0.015359197708166395,gps_degrade,0.8890462107036217,0.03381848177116655,0.9508223205206671,0.015359197708166395,gnss_chain,gnss_chain,0.9508223205206671,drift_incoherent
