flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,held_out_subtype
f20260909200_gps_degrade,gps_degrade,off_then_ok,0.045227404086305524,0.02831105446783165,0.9138452897122274,0.012616251733635512,gps_degrade,0.9138452897122274,0.045227404086305524,0.9421563441800591,0.012616251733635512,gnss_chain,gnss_chain,0.9421563441800591,True,False,off_then_ok
f20260909201_gps_degrade,gps_degrade,off_then_ok,0.1480890084836942,0.23884173873602882,0.5769195342069174,0.03614971857335955,gps_degrade,0.5769195342069174,0.1480890084836942,0.8157612729429462,0.03614971857335955,gnss_chain,gnss_chain,0.8157612729429462,True,False,off_then_ok
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.10063429092890491,0.07377147062948014,0.7939354424433299,0.03165879599828512,gps_degrade,0.7939354424433299,0.10063429092890491,0.8677069130728101,0.03165879599828512,gnss_chain,gnss_chain,0.8677069130728101,True,False,off_then_ok
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.030640047417265757,0.05923170608900698,0.8993255131016381,0.010802733392089106,gps_degrade,0.8993255131016381,0.030640047417265757,0.9585572191906451,0.010802733392089106,gnss_chain,gnss_chain,0.9585572191906451,True,False,off_then_ok
f20260909204_gps_degrade,gps_degrade,off_then_ok,0.020070351838062116,0.09200933547806418,0.8800000649387362,0.007920247745137445,gps_degrade,0.8800000649387362,0.020070351838062116,0.9720094004168004,0.007920247745137445,gnss_chain,gnss_chain,0.9720094004168004,True,False,off_then_ok
f20260909206_gps_degrade,gps_degrade,off_then_ok,0.3036080695301984,0.031498151346872776,0.6320713596466047,0.03282241947632421,gps_degrade,0.6320713596466047,0.3036080695301984,0.6635695109934774,0.03282241947632421,gnss_chain,gnss_chain,0.6635695109934774,True,False,off_then_ok
f20260909209_gps_degrade,gps_degrade,off_then_ok,0.11282758896216422,0.1461099463613273,0.7003908435156218,0.040671621160886726,gps_degrade,0.7003908435156218,0.11282758896216422,0.846500789876949,0.040671621160886726,gnss_chain,gnss_chain,0.846500789876949,True,False,off_then_ok
f20260909210_gps_degrade,gps_degrade,off_then_ok,0.17789250806438556,0.02810310607008452,0.7728653643962892,0.021139021469240786,gps_degrade,0.7728653643962892,0.17789250806438556,0.8009684704663736,0.021139021469240786,gnss_chain,gnss_chain,0.8009684704663736,True,False,off_then_ok
f20260909212_gps_degrade,gps_degrade,off_then_ok,0.022078280461234927,0.03586552449407349,0.9264915625820603,0.015564632462631286,gps_degrade,0.9264915625820603,0.022078280461234927,0.9623570870761339,0.015564632462631286,gnss_chain,gnss_chain,0.9623570870761339,True,False,off_then_ok
f20260909213_gps_degrade,gps_degrade,off_then_ok,0.2280533757431457,0.18501608041135192,0.559357639062703,0.02757290478279955,gps_degrade,0.559357639062703,0.2280533757431457,0.744373719474055,0.02757290478279955,gnss_chain,gnss_chain,0.744373719474055,True,False,off_then_ok
f20260909214_gps_degrade,gps_degrade,off_then_ok,0.026813565240511286,0.016086393108024934,0.9275659909129788,0.029534050738485057,gps_degrade,0.9275659909129788,0.026813565240511286,0.9436523840210037,0.029534050738485057,gnss_chain,gnss_chain,0.9436523840210037,True,False,off_then_ok
f20260909215_gps_degrade,gps_degrade,off_then_ok,0.2517430955264374,0.045180215671639906,0.6735157124614711,0.0295609763404516,gps_degrade,0.6735157124614711,0.2517430955264374,0.718695928133111,0.0295609763404516,gnss_chain,gnss_chain,0.718695928133111,True,False,off_then_ok
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.22161803212379352,0.0707262779517777,0.6829803638358909,0.024675326088537942,gps_degrade,0.6829803638358909,0.22161803212379352,0.7537066417876686,0.024675326088537942,gnss_chain,gnss_chain,0.7537066417876686,True,False,off_then_ok
f20260909218_gps_degrade,gps_degrade,off_then_ok,0.04082052947494652,0.034808856846059326,0.9112644966729618,0.013106117006032206,gps_degrade,0.9112644966729618,0.04082052947494652,0.9460733535190211,0.013106117006032206,gnss_chain,gnss_chain,0.9460733535190211,True,False,off_then_ok
f20260909219_gps_degrade,gps_degrade,off_then_ok,0.301092563573799,0.15178125238503737,0.507216200614039,0.03990998342712468,gps_degrade,0.507216200614039,0.301092563573799,0.6589974529990764,0.03990998342712468,gnss_chain,gnss_chain,0.6589974529990764,True,False,off_then_ok
f20260909220_gps_degrade,gps_degrade,off_then_ok,0.05215365479611298,0.09732076352854627,0.8339385073310283,0.016587074344312464,gps_degrade,0.8339385073310283,0.05215365479611298,0.9312592708595745,0.016587074344312464,gnss_chain,gnss_chain,0.9312592708595745,True,False,off_then_ok
f20260909224_gps_degrade,gps_degrade,off_then_ok,0.08071905172188078,0.10194315229852054,0.7694752893363723,0.04786250664322631,gps_degrade,0.7694752893363723,0.08071905172188078,0.8714184416348929,0.04786250664322631,gnss_chain,gnss_chain,0.8714184416348929,True,False,off_then_ok
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.1987360914347572,0.03961546009297968,0.7372212319911985,0.02442721648106468,gps_degrade,0.7372212319911985,0.1987360914347572,0.7768366920841782,0.02442721648106468,gnss_chain,gnss_chain,0.7768366920841782,True,False,off_then_ok
f20260909229_gps_degrade,gps_degrade,off_then_ok,0.32374975080741797,0.14219319643010894,0.4936366710904401,0.040420381672033025,gps_degrade,0.4936366710904401,0.32374975080741797,0.635829867520549,0.040420381672033025,gnss_chain,gnss_chain,0.635829867520549,True,False,off_then_ok
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.07992625082834097,0.09250632046470329,0.807769558949714,0.019797869757241772,gps_degrade,0.807769558949714,0.07992625082834097,0.9002758794144173,0.019797869757241772,gnss_chain,gnss_chain,0.9002758794144173,True,False,off_then_ok
f20260909232_gps_degrade,gps_degrade,off_then_ok,0.15627363803049218,0.03429833326871696,0.7915538407207154,0.017874187980075538,gps_degrade,0.7915538407207154,0.15627363803049218,0.8258521739894324,0.017874187980075538,gnss_chain,gnss_chain,0.8258521739894324,True,False,off_then_ok
f20260909233_gps_degrade,gps_degrade,off_then_ok,0.11127929298209083,0.15328923560554608,0.709353159825569,0.026078311586794124,gps_degrade,0.709353159825569,0.11127929298209083,0.8626423954311151,0.026078311586794124,gnss_chain,gnss_chain,0.8626423954311151,True,False,off_then_ok
f20260909234_gps_degrade,gps_degrade,off_then_ok,0.08889086584766408,0.23021182969315435,0.6590445629787172,0.021852741480464462,gps_degrade,0.6590445629787172,0.08889086584766408,0.8892563926718715,0.021852741480464462,gnss_chain,gnss_chain,0.8892563926718715,True,False,off_then_ok
f20260909236_gps_degrade,gps_degrade,off_then_ok,0.14149604381389927,0.1730643435865805,0.6564489639129137,0.02899064868660658,gps_degrade,0.6564489639129137,0.14149604381389927,0.8295133074994943,0.02899064868660658,gnss_chain,gnss_chain,0.8295133074994943,True,False,off_then_ok
f20260909237_gps_degrade,gps_degrade,off_then_ok,0.003636710927830669,0.00412987854361121,0.9897524875551326,0.0024809229734255645,gps_degrade,0.9897524875551326,0.003636710927830669,0.9938823660987438,0.0024809229734255645,gnss_chain,gnss_chain,0.9938823660987438,True,True,off_then_ok
f20260909240_gps_degrade,gps_degrade,off_then_ok,0.043836924702820385,0.08773812874338002,0.8522298604211473,0.01619508613265231,gps_degrade,0.8522298604211473,0.043836924702820385,0.9399679891645274,0.01619508613265231,gnss_chain,gnss_chain,0.9399679891645274,True,False,off_then_ok
f20260909245_gps_degrade,gps_degrade,off_then_ok,0.11668224154280542,0.12653415318727804,0.7283972997127202,0.028386305557196463,gps_degrade,0.7283972997127202,0.11668224154280542,0.8549314528999982,0.028386305557196463,gnss_chain,gnss_chain,0.8549314528999982,True,False,off_then_ok
f20260909247_gps_degrade,gps_degrade,off_then_ok,0.3059371500699358,0.1456583463777383,0.51496484200621,0.03343966154611591,gps_degrade,0.51496484200621,0.3059371500699358,0.6606231883839483,0.03343966154611591,gnss_chain,gnss_chain,0.6606231883839483,True,False,off_then_ok
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.14920634400484908,0.1665295273272222,0.6490841368728827,0.035179991795046016,gps_degrade,0.6490841368728827,0.14920634400484908,0.8156136642001048,0.035179991795046016,gnss_chain,gnss_chain,0.8156136642001048,True,False,off_then_ok
f20260909254_gps_degrade,gps_degrade,off_then_ok,0.026085141716696562,0.04655604604387161,0.9177584998372572,0.009600312402174677,gps_degrade,0.9177584998372572,0.026085141716696562,0.9643145458811289,0.009600312402174677,gnss_chain,gnss_chain,0.9643145458811289,True,False,off_then_ok
f20260909255_gps_degrade,gps_degrade,off_then_ok,0.16434510435044142,0.09396500722430524,0.710405391470073,0.03128449695518045,gps_degrade,0.710405391470073,0.16434510435044142,0.8043703986943782,0.03128449695518045,gnss_chain,gnss_chain,0.8043703986943782,True,False,off_then_ok
f20260909259_gps_degrade,gps_degrade,off_then_ok,0.05744215659301296,0.06285121918141118,0.8661758230650978,0.013530801160477954,gps_degrade,0.8661758230650978,0.05744215659301296,0.929027042246509,0.013530801160477954,gnss_chain,gnss_chain,0.929027042246509,True,False,off_then_ok
