flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,held_out_subtype
f20260909305_sensor_fault,sensor_fault,baro_stuck,0.0007129254954174835,0.001007190590609902,0.0005405300550051665,0.9977393538589674,sensor_fault,0.9977393538589674,0.0007129254954174835,0.0015477206456150686,0.9977393538589674,non_gnss_fault,non_gnss_fault,0.9977393538589674,False,False,mag_stuck
f20260909315_sensor_fault,sensor_fault,baro_stuck,0.004339984637590969,0.0011004485070706357,0.001672257965768824,0.9928873088895697,sensor_fault,0.9928873088895697,0.004339984637590969,0.0027727064728394596,0.9928873088895697,non_gnss_fault,non_gnss_fault,0.9928873088895697,False,False,mag_stuck
f20260909316_sensor_fault,sensor_fault,baro_stuck,0.0023501777450393555,0.0026683455428256637,0.0025552903206824224,0.9924261863914526,sensor_fault,0.9924261863914526,0.0023501777450393555,0.005223635863508086,0.9924261863914526,non_gnss_fault,non_gnss_fault,0.9924261863914526,False,False,mag_stuck
f20260909328_sensor_fault,sensor_fault,baro_stuck,0.016900847876583813,0.00158634068163309,0.0040314265152227935,0.9774813849265603,sensor_fault,0.9774813849265603,0.016900847876583813,0.005617767196855883,0.9774813849265603,non_gnss_fault,non_gnss_fault,0.9774813849265603,False,False,mag_stuck
f20260909329_sensor_fault,sensor_fault,baro_stuck,0.012091394368678364,0.002453410009823945,0.00415647792945847,0.9812987176920392,sensor_fault,0.9812987176920392,0.012091394368678364,0.006609887939282415,0.9812987176920392,non_gnss_fault,non_gnss_fault,0.9812987176920392,False,False,mag_stuck
f20260909333_sensor_fault,sensor_fault,baro_stuck,0.06612617399770683,0.018690105967536515,0.013461838720525053,0.9017218813142316,sensor_fault,0.9017218813142316,0.06612617399770683,0.03215194468806157,0.9017218813142316,non_gnss_fault,non_gnss_fault,0.9017218813142316,False,False,mag_stuck
f20260909337_sensor_fault,sensor_fault,baro_stuck,0.002717706425361472,0.0028653782295242716,0.0012499461253811788,0.9931669692197331,sensor_fault,0.9931669692197331,0.002717706425361472,0.004115324354905451,0.9931669692197331,non_gnss_fault,non_gnss_fault,0.9931669692197331,False,False,mag_stuck
f20260909351_sensor_fault,sensor_fault,baro_stuck,0.016521160818170216,0.016800229709068255,0.004685571547048193,0.9619930379257132,sensor_fault,0.9619930379257132,0.016521160818170216,0.021485801256116446,0.9619930379257132,non_gnss_fault,non_gnss_fault,0.9619930379257132,False,False,mag_stuck
f20260909352_sensor_fault,sensor_fault,baro_stuck,0.01715378110307894,0.013847467991330764,0.006585216269317905,0.9624135346362724,sensor_fault,0.9624135346362724,0.01715378110307894,0.02043268426064867,0.9624135346362724,non_gnss_fault,non_gnss_fault,0.9624135346362724,False,False,mag_stuck
f20260909355_sensor_fault,sensor_fault,baro_stuck,0.016108455779614637,0.13014087814785458,0.0065221170918021345,0.8472285489807286,sensor_fault,0.8472285489807286,0.016108455779614637,0.13666299523965672,0.8472285489807286,non_gnss_fault,non_gnss_fault,0.8472285489807286,False,False,mag_stuck
f20260909357_sensor_fault,sensor_fault,baro_stuck,0.005748923551401536,0.0013621862825055377,0.004266037622050092,0.9886228525440429,sensor_fault,0.9886228525440429,0.005748923551401536,0.00562822390455563,0.9886228525440429,non_gnss_fault,non_gnss_fault,0.9886228525440429,False,False,mag_stuck
