flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f20260909205_gps_degrade,gps_degrade,stuck_then_ok,1.411191320786738e-07,0.999985683656924,3.391678029193962e-06,1.0783545914845415e-05,spoof,0.999985683656924,1.411191320786738e-07,0.9999890753349532,1.0783545914845415e-05,gnss_chain,gnss_chain,0.9999890753349532,stuck_then_ok
f20260909207_gps_degrade,gps_degrade,stuck_then_ok,1.631824555968024e-12,0.9999988713369355,3.515166115327247e-09,1.1251462664856946e-06,spoof,0.9999988713369355,1.631824555968024e-12,0.9999988748521017,1.1251462664856946e-06,gnss_chain,gnss_chain,0.9999988748521017,stuck_then_ok
f20260909208_gps_degrade,gps_degrade,stuck_then_ok,0.00028610491466665505,0.9911247906075912,0.0007023206276717698,0.007886783850070486,spoof,0.9911247906075912,0.00028610491466665505,0.9918271112352629,0.007886783850070486,gnss_chain,gnss_chain,0.9918271112352629,stuck_then_ok
f20260909211_gps_degrade,gps_degrade,stuck_then_ok,3.770311587363044e-10,0.9996627502654395,2.1020959718912435e-08,0.00033722833656955355,spoof,0.9996627502654395,3.770311587363044e-10,0.9996627712863992,0.00033722833656955355,gnss_chain,gnss_chain,0.9996627712863992,stuck_then_ok
f20260909217_gps_degrade,gps_degrade,stuck_then_ok,3.465528685755354e-06,0.9999459406181216,2.114084759348633e-05,2.9453005599188394e-05,spoof,0.9999459406181216,3.465528685755354e-06,0.9999670814657151,2.9453005599188394e-05,gnss_chain,gnss_chain,0.9999670814657151,stuck_then_ok
f20260909221_gps_degrade,gps_degrade,stuck_then_ok,3.233797575523911e-05,0.9996754555102096,0.00017069152991242841,0.0001215149841227078,spoof,0.9996754555102096,3.233797575523911e-05,0.9998461470401221,0.0001215149841227078,gnss_chain,gnss_chain,0.9998461470401221,stuck_then_ok
f20260909222_gps_degrade,gps_degrade,stuck_then_ok,0.012500535277995323,0.8354271146977182,0.002456805778736307,0.14961554424555015,spoof,0.8354271146977182,0.012500535277995323,0.8378839204764545,0.14961554424555015,gnss_chain,gnss_chain,0.8378839204764545,stuck_then_ok
f20260909223_gps_degrade,gps_degrade,stuck_then_ok,0.00030356476292261477,0.9682504513483317,0.00036698261208834086,0.031079001276657428,spoof,0.9682504513483317,0.00030356476292261477,0.96861743396042,0.031079001276657428,gnss_chain,gnss_chain,0.96861743396042,stuck_then_ok
f20260909226_gps_degrade,gps_degrade,stuck_then_ok,1.6341313450132106e-23,2.6482282680684496e-18,1.235808623786201e-20,1.0,sensor_fault,1.0,1.6341313450132106e-23,2.6605863543063117e-18,1.0,gnss_chain,non_gnss_fault,1.0,stuck_then_ok
f20260909227_gps_degrade,gps_degrade,stuck_then_ok,6.003503054649501e-07,0.9989144567170922,1.577181251163902e-05,0.001069171120090666,spoof,0.9989144567170922,6.003503054649501e-07,0.9989302285296039,0.001069171120090666,gnss_chain,gnss_chain,0.9989302285296039,stuck_then_ok
f20260909228_gps_degrade,gps_degrade,stuck_then_ok,9.265456416111372e-13,1.2152781095514098e-07,6.684487208763214e-11,0.9999998784044176,sensor_fault,0.9999998784044176,9.265456416111372e-13,1.2159465582722862e-07,0.9999998784044176,gnss_chain,non_gnss_fault,0.9999998784044176,stuck_then_ok
f20260909230_gps_degrade,gps_degrade,stuck_then_ok,1.0294438753107804e-16,0.9999999999111955,2.861013941623358e-12,8.594343579520804e-11,spoof,0.9999999999111955,1.0294438753107804e-16,0.9999999999140565,8.594343579520804e-11,gnss_chain,gnss_chain,0.9999999999140565,stuck_then_ok
f20260909235_gps_degrade,gps_degrade,stuck_then_ok,1.2846102355481479e-11,0.999999796361236,3.202273498542095e-08,1.7160318292350544e-07,spoof,0.999999796361236,1.2846102355481479e-11,0.9999998283839711,1.7160318292350544e-07,gnss_chain,gnss_chain,0.9999998283839711,stuck_then_ok
f20260909238_gps_degrade,gps_degrade,stuck_then_ok,8.70526064346235e-06,0.9993716194586395,3.501393235916224e-05,0.0005846613483578809,spoof,0.9993716194586395,8.70526064346235e-06,0.9994066333909987,0.0005846613483578809,gnss_chain,gnss_chain,0.9994066333909987,stuck_then_ok
f20260909239_gps_degrade,gps_degrade,stuck_then_ok,1.2539166457830698e-09,1.63309537105302e-05,1.5704338393542635e-10,0.9999836676353294,sensor_fault,0.9999836676353294,1.2539166457830698e-09,1.6331110753914137e-05,0.9999836676353294,gnss_chain,non_gnss_fault,0.9999836676353294,stuck_then_ok
f20260909241_gps_degrade,gps_degrade,stuck_then_ok,3.037233667454395e-06,0.9998859767456788,2.4074877984562278e-05,8.691114266908458e-05,spoof,0.9998859767456788,3.037233667454395e-06,0.9999100516236634,8.691114266908458e-05,gnss_chain,gnss_chain,0.9999100516236634,stuck_then_ok
f20260909242_gps_degrade,gps_degrade,stuck_then_ok,4.303873456869989e-08,0.9999944333359809,2.001767005338489e-06,3.521858279159983e-06,spoof,0.9999944333359809,4.303873456869989e-08,0.9999964351029863,3.521858279159983e-06,gnss_chain,gnss_chain,0.9999964351029863,stuck_then_ok
f20260909243_gps_degrade,gps_degrade,stuck_then_ok,3.3619461904674855e-06,0.9981289317726387,1.7180474209107727e-05,0.0018505258069617255,spoof,0.9981289317726387,3.3619461904674855e-06,0.9981461122468478,0.0018505258069617255,gnss_chain,gnss_chain,0.9981461122468478,stuck_then_ok
f20260909244_gps_degrade,gps_degrade,stuck_then_ok,2.1950219770578467e-07,0.9999909865155401,5.365838461698255e-06,3.4281438004520627e-06,spoof,0.9999909865155401,2.1950219770578467e-07,0.9999963523540017,3.4281438004520627e-06,gnss_chain,gnss_chain,0.9999963523540017,stuck_then_ok
f20260909246_gps_degrade,gps_degrade,stuck_then_ok,1.0424120972622866e-15,0.9999999978005963,2.3376429751238302e-11,2.176026281964851e-09,spoof,0.9999999978005963,1.0424120972622866e-15,0.9999999978239728,2.176026281964851e-09,gnss_chain,gnss_chain,0.9999999978239728,stuck_then_ok
f20260909248_gps_degrade,gps_degrade,stuck_then_ok,0.0003948661171328709,0.20376488665079845,0.00023590477320011312,0.7956043424588686,sensor_fault,0.7956043424588686,0.0003948661171328709,0.20400079142399857,0.7956043424588686,gnss_chain,non_gnss_fault,0.7956043424588686,stuck_then_ok
f20260909249_gps_degrade,gps_degrade,stuck_then_ok,2.947769589354845e-76,5.31654165033923e-65,3.470320153189442e-66,1.0,sensor_fault,1.0,2.947769589354845e-76,5.663573665658175e-65,1.0,gnss_chain,non_gnss_fault,1.0,stuck_then_ok
f20260909250_gps_degrade,gps_degrade,stuck_then_ok,0.005076329609932017,0.7563203902930312,0.0015438561436249124,0.23705942395341192,spoof,0.7563203902930312,0.005076329609932017,0.7578642464366562,0.23705942395341192,gnss_chain,gnss_chain,0.7578642464366562,stuck_then_ok
