flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,set_fine_a0.1,set_coarse_a0.1,set_fine_a0.2,set_coarse_a0.2,rep,aggregation
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.011214793277188809,0.23075053765799758,0.7316437750385124,0.026390894026301136,gps_degrade,0.7316437750385124,0.011214793277188809,0.96239431269651,0.026390894026301136,gnss_chain,gnss_chain,0.96239431269651,gps_degrade,gnss_chain,gps_degrade,gnss_chain,3,rule
f138645354163671_gps_degrade,gps_degrade,no_fix_then_ok,0.0013022637169547596,0.27277849892853817,0.70698677671693,0.01893246063757701,gps_degrade,0.70698677671693,0.0013022637169547596,0.9797652756454682,0.01893246063757701,gnss_chain,gnss_chain,0.9797652756454682,gps_degrade,gnss_chain,gps_degrade,gnss_chain,3,rule
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.003939042223936628,0.2183411301588811,0.7616410387441174,0.01607878887306478,gps_degrade,0.7616410387441174,0.003939042223936628,0.9799821689029985,0.01607878887306478,gnss_chain,gnss_chain,0.9799821689029985,gps_degrade,gnss_chain,gps_degrade,gnss_chain,3,rule
f20260909006_nominal,nominal,none,0.6736579902226877,0.29246803369981617,0.01092197109133243,0.02295200498616375,nominal,0.6736579902226877,0.6736579902226877,0.3033900047911486,0.02295200498616375,nominal,nominal,0.6736579902226877,nominal,nominal,nominal,nominal,3,rule
f20260909007_nominal,nominal,none,0.40995281844026404,0.5453638629130569,0.008808685244398548,0.03587463340228052,spoof,0.5453638629130569,0.40995281844026404,0.5541725481574555,0.03587463340228052,nominal,gnss_chain,0.5541725481574555,spoof,gnss_chain,spoof,gnss_chain,3,rule
f20260909009_nominal,nominal,none,0.5985417789444136,0.3711184896796698,0.009568514327006495,0.020771217048910003,nominal,0.5985417789444136,0.5985417789444136,0.3806870040066763,0.020771217048910003,nominal,nominal,0.5985417789444136,nominal,nominal,nominal,nominal,3,rule
f20260909010_nominal,nominal,none,0.6208531110382947,0.3452097534692014,0.010796405851980568,0.023140729640523498,nominal,0.6208531110382947,0.6208531110382947,0.35600615932118196,0.023140729640523498,nominal,nominal,0.6208531110382947,nominal,nominal,nominal,nominal,3,rule
f20260909012_nominal,nominal,none,0.5223977071192952,0.4414832674425185,0.013705330464388795,0.02241369497379756,nominal,0.5223977071192952,0.5223977071192952,0.4551885979069073,0.02241369497379756,nominal,nominal,0.5223977071192952,"nominal,spoof","nominal,gnss_chain",nominal,nominal,3,rule
f20260909013_nominal,nominal,none,0.5675294464999733,0.38624214968987663,0.009520612551427337,0.03670779125872259,nominal,0.5675294464999733,0.5675294464999733,0.39576276224130397,0.03670779125872259,nominal,nominal,0.5675294464999733,nominal,nominal,nominal,nominal,3,rule
f20260909019_nominal,nominal,none,0.3692785939468244,0.56828554021829,0.012822207472106939,0.049613658362778805,spoof,0.56828554021829,0.3692785939468244,0.581107747690397,0.049613658362778805,nominal,gnss_chain,0.581107747690397,"spoof,sensor_fault","gnss_chain,non_gnss_fault","spoof,sensor_fault","gnss_chain,non_gnss_fault",3,rule
f20260909020_nominal,nominal,none,0.5144908008542532,0.4467677539614386,0.00972645337702412,0.029014991807283952,nominal,0.5144908008542532,0.5144908008542532,0.4564942073384627,0.029014991807283952,nominal,nominal,0.5144908008542532,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,3,rule
f20260909021_nominal,nominal,none,0.549305080077253,0.4068400873667597,0.019071120223917225,0.024783712332070232,nominal,0.549305080077253,0.549305080077253,0.4259112075906769,0.024783712332070232,nominal,nominal,0.549305080077253,"nominal,spoof","nominal,gnss_chain",nominal,nominal,3,rule
f20260909023_nominal,nominal,none,0.49257078131026244,0.473583453204517,0.012763038315783364,0.021082727169437158,nominal,0.49257078131026244,0.49257078131026244,0.48634649152030035,0.021082727169437158,nominal,nominal,0.49257078131026244,"nominal,spoof","nominal,gnss_chain",spoof,gnss_chain,3,rule
f20260909026_nominal,nominal,none,0.4821558769720068,0.4578025299244932,0.013832561056384541,0.04620903204711547,nominal,0.4821558769720068,0.4821558769720068,0.47163509098087775,0.04620903204711547,nominal,nominal,0.4821558769720068,"nominal,spoof,sensor_fault","nominal,gnss_chain,non_gnss_fault","spoof,sensor_fault",non_gnss_fault,3,rule
f20260909027_nominal,nominal,none,0.615191033505067,0.3514885640303706,0.009120926091141936,0.024199476373420438,nominal,0.615191033505067,0.615191033505067,0.36060949012151255,0.024199476373420438,nominal,nominal,0.615191033505067,nominal,nominal,nominal,nominal,3,rule
f20260909028_nominal,nominal,none,0.4770202915606442,0.46723349973953215,0.010499836079904477,0.045246372619919074,nominal,0.4770202915606442,0.4770202915606442,0.4777333358194366,0.045246372619919074,nominal,gnss_chain,0.4777333358194366,"nominal,spoof,sensor_fault","nominal,gnss_chain,non_gnss_fault","spoof,sensor_fault",non_gnss_fault,3,rule
f20260909031_nominal,nominal,none,0.21177055376995768,0.7631685411331972,0.014050250058535269,0.011010655038309773,spoof,0.7631685411331972,0.21177055376995768,0.7772187911917324,0.011010655038309773,nominal,gnss_chain,0.7772187911917324,spoof,gnss_chain,spoof,gnss_chain,3,rule
f20260909033_nominal,nominal,none,0.6158190034384189,0.3519117439447041,0.007540754791145389,0.024728497825731683,nominal,0.6158190034384189,0.6158190034384189,0.3594524987358495,0.024728497825731683,nominal,nominal,0.6158190034384189,nominal,nominal,nominal,nominal,3,rule
f20260909043_nominal,nominal,none,0.3852653840982852,0.5728026201178266,0.01301338344811308,0.02891861233577504,spoof,0.5728026201178266,0.3852653840982852,0.5858160035659397,0.02891861233577504,nominal,gnss_chain,0.5858160035659397,spoof,gnss_chain,spoof,gnss_chain,3,rule
f20260909044_nominal,nominal,none,0.596012394657974,0.36245786084514553,0.010007211491981088,0.03152253300489943,nominal,0.596012394657974,0.596012394657974,0.3724650723371266,0.03152253300489943,nominal,nominal,0.596012394657974,nominal,nominal,nominal,nominal,3,rule
f20260909045_nominal,nominal,none,0.5103921521347778,0.45629674612716614,0.010317673519475472,0.02299342821858059,nominal,0.5103921521347778,0.5103921521347778,0.46661441964664163,0.02299342821858059,nominal,nominal,0.5103921521347778,"nominal,spoof","nominal,gnss_chain","nominal,spoof",nominal,3,rule
f20260909049_nominal,nominal,none,0.4805457096078447,0.4717774782031408,0.010232664193136166,0.03744414799587842,nominal,0.4805457096078447,0.4805457096078447,0.482010142396277,0.03744414799587842,nominal,gnss_chain,0.482010142396277,"nominal,spoof,sensor_fault","nominal,gnss_chain,non_gnss_fault",spoof,gnss_chain,3,rule
