flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,held_out_subtype
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.020815069547195652,0.0018156025460097595,0.9744214235838783,0.0029479043229163663,gps_degrade,0.9744214235838783,0.020815069547195652,0.976237026129888,0.0029479043229163663,gnss_chain,gnss_chain,0.976237026129888,False,False,stuck_then_ok
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.0065846592773838985,0.002419875843984828,0.9887614896784525,0.0022339752001789134,gps_degrade,0.9887614896784525,0.0065846592773838985,0.9911813655224373,0.0022339752001789134,gnss_chain,gnss_chain,0.9911813655224373,False,False,stuck_then_ok
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.01187765108949626,0.003197604103602955,0.9829705215977503,0.001954223209150345,gps_degrade,0.9829705215977503,0.01187765108949626,0.9861681257013533,0.001954223209150345,gnss_chain,gnss_chain,0.9861681257013533,False,False,stuck_then_ok
f153363458695622_gps_degrade,gps_degrade,no_fix_then_ok,0.010853748055252,0.0006525332443806471,0.9869474144629443,0.0015463042374230878,gps_degrade,0.9869474144629443,0.010853748055252,0.987599947707325,0.0015463042374230878,gnss_chain,gnss_chain,0.987599947707325,False,False,stuck_then_ok
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.022975854041310254,0.019546201935931408,0.9501783917155515,0.00729955230720675,gps_degrade,0.9501783917155515,0.022975854041310254,0.9697245936514829,0.00729955230720675,gnss_chain,gnss_chain,0.9697245936514829,False,False,stuck_then_ok
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.002309322688898098,0.0022250120049948233,0.9941320286730502,0.0013336366330567887,gps_degrade,0.9941320286730502,0.002309322688898098,0.996357040678045,0.0013336366330567887,gnss_chain,gnss_chain,0.996357040678045,False,False,stuck_then_ok
f20260909200_gps_degrade,gps_degrade,off_then_ok,0.004630151328685944,0.003433266894418381,0.9897111999563858,0.002225381820509882,gps_degrade,0.9897111999563858,0.004630151328685944,0.9931444668508042,0.002225381820509882,gnss_chain,gnss_chain,0.9931444668508042,False,False,stuck_then_ok
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.02983385139959528,0.011059376636261838,0.9514245240795656,0.007682247884577248,gps_degrade,0.9514245240795656,0.02983385139959528,0.9624839007158275,0.007682247884577248,gnss_chain,gnss_chain,0.9624839007158275,False,False,stuck_then_ok
f20260909213_gps_degrade,gps_degrade,off_then_ok,0.07041571797582168,0.010536760059208785,0.9127480172802807,0.006299504684688771,gps_degrade,0.9127480172802807,0.07041571797582168,0.9232847773394894,0.006299504684688771,gnss_chain,gnss_chain,0.9232847773394894,False,False,stuck_then_ok
f20260909215_gps_degrade,gps_degrade,off_then_ok,0.045846571915035696,0.0048995765819306635,0.9442942048003528,0.004959646702680929,gps_degrade,0.9442942048003528,0.045846571915035696,0.9491937813822834,0.004959646702680929,gnss_chain,gnss_chain,0.9491937813822834,False,False,stuck_then_ok
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.025278864201481777,0.009294820053370045,0.9602628724403265,0.005163443304821733,gps_degrade,0.9602628724403265,0.025278864201481777,0.9695576924936965,0.005163443304821733,gnss_chain,gnss_chain,0.9695576924936965,False,False,stuck_then_ok
f20260909229_gps_degrade,gps_degrade,off_then_ok,0.06071793163482019,0.012005041816300945,0.9188001623823064,0.00847686416657242,gps_degrade,0.9188001623823064,0.06071793163482019,0.9308052041986073,0.00847686416657242,gnss_chain,gnss_chain,0.9308052041986073,False,False,stuck_then_ok
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.009854679974608193,0.002857890335836772,0.9843403790080557,0.002947050681499351,gps_degrade,0.9843403790080557,0.009854679974608193,0.9871982693438924,0.002947050681499351,gnss_chain,gnss_chain,0.9871982693438924,False,False,stuck_then_ok
f20260909236_gps_degrade,gps_degrade,off_then_ok,0.03200093237001833,0.005223047820905692,0.9581448737884116,0.004631146020664351,gps_degrade,0.9581448737884116,0.03200093237001833,0.9633679216093173,0.004631146020664351,gnss_chain,gnss_chain,0.9633679216093173,False,False,stuck_then_ok
f20260909237_gps_degrade,gps_degrade,off_then_ok,0.00023785017131898892,4.0114947654956876e-05,0.9995187611725528,0.00020327370847321175,gps_degrade,0.9995187611725528,0.00023785017131898892,0.9995588761202078,0.00020327370847321175,gnss_chain,gnss_chain,0.9995588761202078,True,True,stuck_then_ok
f210080082905703_gps_degrade,gps_degrade,no_fix_then_ok,0.005084024003573922,0.0019644484352126282,0.9910453687495746,0.0019061588116388033,gps_degrade,0.9910453687495746,0.005084024003573922,0.9930098171847872,0.0019061588116388033,gnss_chain,gnss_chain,0.9930098171847872,False,False,stuck_then_ok
f214099286138893_gps_degrade,gps_degrade,no_fix_then_ok,0.029407079337207282,0.01660346914630854,0.9439359648928336,0.010053486623650599,gps_degrade,0.9439359648928336,0.029407079337207282,0.9605394340391421,0.010053486623650599,gnss_chain,gnss_chain,0.9605394340391421,False,False,stuck_then_ok
f251496856152582_gps_degrade,gps_degrade,no_fix_then_ok,0.00545601222555671,0.0025053642261278924,0.9900925623168452,0.0019460612314702135,gps_degrade,0.9900925623168452,0.00545601222555671,0.9925979265429731,0.0019460612314702135,gnss_chain,gnss_chain,0.9925979265429731,False,False,stuck_then_ok
f272722099923160_gps_degrade,gps_degrade,no_fix_then_ok,0.04664427458814802,0.004738794559173198,0.9444072602056892,0.004209670646989593,gps_degrade,0.9444072602056892,0.04664427458814802,0.9491460547648625,0.004209670646989593,gnss_chain,gnss_chain,0.9491460547648625,False,False,stuck_then_ok
f36042457135056_gps_degrade,gps_degrade,no_fix_then_ok,0.013825232922468343,0.004062168811579799,0.978050949106196,0.004061649159755793,gps_degrade,0.978050949106196,0.013825232922468343,0.9821131179177759,0.004061649159755793,gnss_chain,gnss_chain,0.9821131179177759,False,False,stuck_then_ok
f38329162600154_gps_degrade,gps_degrade,no_fix_then_ok,0.0005571274348174823,7.212605596240216e-05,0.9990474722515947,0.00032327425762534306,gps_degrade,0.9990474722515947,0.0005571274348174823,0.9991195983075571,0.00032327425762534306,gnss_chain,gnss_chain,0.9991195983075571,False,True,stuck_then_ok
f7925275977104_gps_degrade,gps_degrade,no_fix_then_ok,0.005142142876269482,0.006765093470891649,0.9774298128324387,0.01066295082040023,gps_degrade,0.9774298128324387,0.005142142876269482,0.9841949063033303,0.01066295082040023,gnss_chain,gnss_chain,0.9841949063033303,False,False,stuck_then_ok
