flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,gate_gaprule,held_out_subtype
f20260909102_spoof,spoof,drift_coherent,0.6281858057787013,0.12385347866842793,0.048714039505387025,0.19924667604748375,nominal,0.6281858057787013,0.6281858057787013,0.17256751817381494,0.19924667604748375,gnss_chain,nominal,0.6281858057787013,False,False,False,drift_coherent
f20260909105_spoof,spoof,drift_coherent,0.4785897148752357,0.40961202501603555,0.054143220072548404,0.057655040036180154,nominal,0.4785897148752357,0.4785897148752357,0.46375524508858396,0.057655040036180154,gnss_chain,nominal,0.4785897148752357,False,False,False,drift_coherent
f20260909110_spoof,spoof,drift_coherent,0.2719528882792065,0.17921406291260847,0.058914038586234466,0.48991901022195056,sensor_fault,0.48991901022195056,0.2719528882792065,0.23812810149884295,0.48991901022195056,gnss_chain,non_gnss_fault,0.48991901022195056,False,False,False,drift_coherent
f20260909116_spoof,spoof,drift_coherent,0.8131229357186294,0.1131394265234716,0.019508972110484087,0.05422866564741487,nominal,0.8131229357186294,0.8131229357186294,0.1326483986339557,0.05422866564741487,gnss_chain,nominal,0.8131229357186294,False,False,False,drift_coherent
f20260909117_spoof,spoof,drift_coherent,0.21799352541542663,0.71428479686286,0.0347351363967664,0.03298654132494713,spoof,0.71428479686286,0.21799352541542663,0.7490199332596263,0.03298654132494713,gnss_chain,gnss_chain,0.7490199332596263,False,False,False,drift_coherent
f20260909121_spoof,spoof,drift_coherent,0.48218735316586836,0.22160862526000974,0.11943236913795464,0.1767716524361674,nominal,0.48218735316586836,0.48218735316586836,0.34104099439796437,0.1767716524361674,gnss_chain,nominal,0.48218735316586836,False,False,False,drift_coherent
f20260909123_spoof,spoof,drift_coherent,0.82780539591454,0.008015717489552125,0.049663835676896056,0.11451505091901187,nominal,0.82780539591454,0.82780539591454,0.05767955316644818,0.11451505091901187,gnss_chain,nominal,0.82780539591454,False,False,False,drift_coherent
f20260909129_spoof,spoof,drift_coherent,0.8142467125315778,0.1113429475372087,0.030309800301767022,0.04410053962944664,nominal,0.8142467125315778,0.8142467125315778,0.14165274783897572,0.04410053962944664,gnss_chain,nominal,0.8142467125315778,False,False,False,drift_coherent
f20260909132_spoof,spoof,drift_coherent,0.5725173928709327,0.2750397495978785,0.07198372213143102,0.0804591353997578,nominal,0.5725173928709327,0.5725173928709327,0.34702347172930953,0.0804591353997578,gnss_chain,nominal,0.5725173928709327,False,False,False,drift_coherent
f20260909133_spoof,spoof,drift_coherent,0.7607982865274557,0.1040917388644044,0.07229193364364639,0.06281804096449349,nominal,0.7607982865274557,0.7607982865274557,0.1763836725080508,0.06281804096449349,gnss_chain,nominal,0.7607982865274557,False,False,False,drift_coherent
f20260909135_spoof,spoof,drift_coherent,0.7781767760672879,0.14810844944083998,0.03206533843899554,0.041649436052876715,nominal,0.7781767760672879,0.7781767760672879,0.1801737878798355,0.041649436052876715,gnss_chain,nominal,0.7781767760672879,False,False,False,drift_coherent
f20260909143_spoof,spoof,drift_coherent,0.30399464531285425,0.47955010482784327,0.0893440082989245,0.127111241560378,spoof,0.47955010482784327,0.30399464531285425,0.5688941131267677,0.127111241560378,gnss_chain,gnss_chain,0.5688941131267677,False,False,False,drift_coherent
f20260909144_spoof,spoof,drift_coherent,0.056822204433258805,0.9054554722566379,0.024194489167360833,0.013527834142742454,spoof,0.9054554722566379,0.056822204433258805,0.9296499614239988,0.013527834142742454,gnss_chain,gnss_chain,0.9296499614239988,False,False,False,drift_coherent
f20260909147_spoof,spoof,drift_coherent,0.7527904552101833,0.11505583643023541,0.04630607324890436,0.08584763511067696,nominal,0.7527904552101833,0.7527904552101833,0.16136190967913977,0.08584763511067696,gnss_chain,nominal,0.7527904552101833,False,False,False,drift_coherent
f20260909150_spoof,spoof,drift_coherent,0.8120607335024116,0.10900716578457838,0.032982783566102326,0.045949317146907774,nominal,0.8120607335024116,0.8120607335024116,0.1419899493506807,0.045949317146907774,gnss_chain,nominal,0.8120607335024116,False,False,False,drift_coherent
f20260909154_spoof,spoof,drift_coherent,0.8731935266774766,0.03856149796041854,0.031841146582459824,0.05640382877964509,nominal,0.8731935266774766,0.8731935266774766,0.07040264454287837,0.05640382877964509,gnss_chain,nominal,0.8731935266774766,False,False,False,drift_coherent
f20260909155_spoof,spoof,drift_coherent,0.5481968409387314,0.34211175628501084,0.056721873730871855,0.052969529045385925,nominal,0.5481968409387314,0.5481968409387314,0.3988336300158827,0.052969529045385925,gnss_chain,nominal,0.5481968409387314,False,False,False,drift_coherent
