flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,rep,aggregation
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.4706790643112356,0.47445011355475575,0.0332066261329401,0.02166419600106857,spoof,0.47445011355475575,0.4706790643112356,0.5076567396876959,0.02166419600106857,gnss_chain,gnss_chain,0.5076567396876959,3,rule
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.0027601623997692577,0.2775324909217535,0.70531705154693,0.014390295131547071,gps_degrade,0.70531705154693,0.0027601623997692577,0.9828495424686836,0.014390295131547071,gnss_chain,gnss_chain,0.9828495424686836,3,rule
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.1486065280336974,0.766311003198914,0.07364600075416458,0.011436468013224153,spoof,0.766311003198914,0.1486065280336974,0.8399570039530786,0.011436468013224153,gnss_chain,gnss_chain,0.8399570039530786,3,rule
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.3723351592104944,0.5797937060330269,0.03113940314285851,0.016731731613620144,spoof,0.5797937060330269,0.3723351592104944,0.6109331091758854,0.016731731613620144,gnss_chain,gnss_chain,0.6109331091758854,3,rule
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.0010055691458265663,0.3585587099696374,0.6235448683686952,0.01689085251584076,gps_degrade,0.6235448683686952,0.0010055691458265663,0.9821035783383325,0.01689085251584076,gnss_chain,gnss_chain,0.9821035783383325,3,rule
f20260909000_nominal,nominal,none,0.5840085973997464,0.36567955640023897,0.008910875312003195,0.04140097088801141,nominal,0.5840085973997464,0.5840085973997464,0.37459043171224216,0.04140097088801141,nominal,nominal,0.5840085973997464,3,rule
f20260909005_nominal,nominal,none,0.6171720137934946,0.3477539721330562,0.009494367135919071,0.025579646937530093,nominal,0.6171720137934946,0.6171720137934946,0.35724833926897526,0.025579646937530093,nominal,nominal,0.6171720137934946,3,rule
f20260909008_nominal,nominal,none,0.49662280920094803,0.4620763319564836,0.011063464822972567,0.030237394019595746,nominal,0.49662280920094803,0.49662280920094803,0.47313979677945617,0.030237394019595746,nominal,nominal,0.49662280920094803,3,rule
f20260909011_nominal,nominal,none,0.47214055719086584,0.47882686564420757,0.011485722721661144,0.03754685444326534,spoof,0.47882686564420757,0.47214055719086584,0.4903125883658687,0.03754685444326534,nominal,gnss_chain,0.4903125883658687,3,rule
f20260909014_nominal,nominal,none,0.4321426114510803,0.531000349571434,0.013018561546089416,0.023838477431396315,spoof,0.531000349571434,0.4321426114510803,0.5440189111175234,0.023838477431396315,nominal,gnss_chain,0.5440189111175234,3,rule
