flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,gate_gaprule,held_out_subtype
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.009447336964506258,0.028162607847476432,0.9562379560375533,0.006152099150463951,gps_degrade,0.9562379560375533,0.009447336964506258,0.9844005638850298,0.006152099150463951,gnss_chain,gnss_chain,0.9844005638850298,False,False,False,no_fix_then_ok
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.001086422352088002,0.002258034506654742,0.9960604951285084,0.0005950480127488626,gps_degrade,0.9960604951285084,0.001086422352088002,0.9983185296351631,0.0005950480127488626,gnss_chain,gnss_chain,0.9983185296351631,False,False,False,no_fix_then_ok
f20260909207_gps_degrade,gps_degrade,stuck_then_ok,2.504549029986546e-07,0.00015739427899741248,0.9998338065522726,8.548713826973713e-06,gps_degrade,0.9998338065522726,2.504549029986546e-07,0.99999120083127,8.548713826973713e-06,gnss_chain,gnss_chain,0.99999120083127,True,True,False,no_fix_then_ok
f20260909208_gps_degrade,gps_degrade,stuck_then_ok,0.009868862781747513,0.08268359684525968,0.8995217066846102,0.007925833688382707,gps_degrade,0.8995217066846102,0.009868862781747513,0.9822053035298699,0.007925833688382707,gnss_chain,gnss_chain,0.9822053035298699,False,False,False,no_fix_then_ok
f20260909215_gps_degrade,gps_degrade,off_then_ok,0.012756374400432278,0.007293625731686801,0.9750812081660545,0.00486879170182652,gps_degrade,0.9750812081660545,0.012756374400432278,0.9823748338977413,0.00486879170182652,gnss_chain,gnss_chain,0.9823748338977413,False,False,False,no_fix_then_ok
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.0149887514357623,0.023434722363537646,0.9567965239813678,0.004780002219332311,gps_degrade,0.9567965239813678,0.0149887514357623,0.9802312463449054,0.004780002219332311,gnss_chain,gnss_chain,0.9802312463449054,False,False,False,no_fix_then_ok
f20260909217_gps_degrade,gps_degrade,stuck_then_ok,0.0008913568628308006,0.016583153132694504,0.9816110176214885,0.0009144723829860916,gps_degrade,0.9816110176214885,0.0008913568628308006,0.998194170754183,0.0009144723829860916,gnss_chain,gnss_chain,0.998194170754183,False,False,False,no_fix_then_ok
f20260909219_gps_degrade,gps_degrade,off_then_ok,0.044372842984541506,0.037894694105189634,0.9027969727411417,0.01493549016912721,gps_degrade,0.9027969727411417,0.044372842984541506,0.9406916668463313,0.01493549016912721,gnss_chain,gnss_chain,0.9406916668463313,False,False,False,no_fix_then_ok
f20260909226_gps_degrade,gps_degrade,stuck_then_ok,5.917224138541484e-15,2.5625583107016927e-11,0.9999999992475717,7.267968404818524e-10,gps_degrade,0.9999999992475717,5.917224138541484e-15,0.9999999992731973,7.267968404818524e-10,gnss_chain,gnss_chain,0.9999999992731973,True,True,False,no_fix_then_ok
f20260909228_gps_degrade,gps_degrade,stuck_then_ok,4.199429395816565e-09,3.141986551332804e-07,0.9999937821609568,5.8994409585829504e-06,gps_degrade,0.9999937821609568,4.199429395816565e-09,0.9999940963596119,5.8994409585829504e-06,gnss_chain,gnss_chain,0.9999940963596119,True,True,False,no_fix_then_ok
f20260909234_gps_degrade,gps_degrade,off_then_ok,0.015975545172405934,0.053445510060550594,0.925548205014198,0.005030739752845519,gps_degrade,0.925548205014198,0.015975545172405934,0.9789937150747485,0.005030739752845519,gnss_chain,gnss_chain,0.9789937150747485,False,False,False,no_fix_then_ok
f20260909235_gps_degrade,gps_degrade,stuck_then_ok,4.8369308712890086e-06,0.009672803255171825,0.9902132534541488,0.00010910635980805704,gps_degrade,0.9902132534541488,4.8369308712890086e-06,0.9998860567093206,0.00010910635980805704,gnss_chain,gnss_chain,0.9998860567093206,False,True,False,no_fix_then_ok
f20260909236_gps_degrade,gps_degrade,off_then_ok,0.014478349863180175,0.014610548662450594,0.9664629917131038,0.004448109761265512,gps_degrade,0.9664629917131038,0.014478349863180175,0.9810735403755544,0.004448109761265512,gnss_chain,gnss_chain,0.9810735403755544,False,False,False,no_fix_then_ok
f20260909240_gps_degrade,gps_degrade,off_then_ok,0.0007063431135134093,0.0029949210214614075,0.9951315530894717,0.001167182775553527,gps_degrade,0.9951315530894717,0.0007063431135134093,0.998126474110933,0.001167182775553527,gnss_chain,gnss_chain,0.998126474110933,False,False,False,no_fix_then_ok
f20260909241_gps_degrade,gps_degrade,stuck_then_ok,0.00025274550648436814,0.01037421447969476,0.9887121441011784,0.0006608959126425091,gps_degrade,0.9887121441011784,0.00025274550648436814,0.9990863585808731,0.0006608959126425091,gnss_chain,gnss_chain,0.9990863585808731,False,False,False,no_fix_then_ok
f20260909249_gps_degrade,gps_degrade,stuck_then_ok,3.5173627115785917e-45,3.345900962749011e-40,1.0,3.3311780253558346e-28,gps_degrade,1.0,3.5173627115785917e-45,1.0,3.3311780253558346e-28,gnss_chain,gnss_chain,1.0,True,True,False,no_fix_then_ok
f20260909250_gps_degrade,gps_degrade,stuck_then_ok,0.0007530730142394441,0.014855874264012383,0.983167744275909,0.001223308445839135,gps_degrade,0.983167744275909,0.0007530730142394441,0.9980236185399214,0.001223308445839135,gnss_chain,gnss_chain,0.9980236185399214,False,False,False,no_fix_then_ok
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.030693242051302805,0.06935402547550493,0.8893201947277941,0.010632537745398173,gps_degrade,0.8893201947277941,0.030693242051302805,0.9586742202032991,0.010632537745398173,gnss_chain,gnss_chain,0.9586742202032991,False,False,False,no_fix_then_ok
f20260909255_gps_degrade,gps_degrade,off_then_ok,0.017832835350002733,0.021835393440561634,0.9546029628935832,0.005728808315852507,gps_degrade,0.9546029628935832,0.017832835350002733,0.9764383563341448,0.005728808315852507,gnss_chain,gnss_chain,0.9764383563341448,False,False,False,no_fix_then_ok
f20260909259_gps_degrade,gps_degrade,off_then_ok,0.0019384449397058586,0.00577488683570273,0.9913143258971626,0.0009723423274288564,gps_degrade,0.9913143258971626,0.0019384449397058586,0.9970892127328653,0.0009723423274288564,gnss_chain,gnss_chain,0.9970892127328653,False,False,False,no_fix_then_ok
