flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,gate_gaprule,held_out_subtype
f103716604252706_gps_degrade,gps_degrade,no_fix_then_ok,0.0029328986407680564,0.033920418381995866,0.9601714422540782,0.002975240723157829,gps_degrade,0.9601714422540782,0.0029328986407680564,0.9940918606360741,0.002975240723157829,gnss_chain,gnss_chain,0.9940918606360741,True,False,True,no_fix_then_ok
f105048958709988_gps_degrade,gps_degrade,no_fix_then_ok,0.15418977364951117,0.3742638975322359,0.4355501723477539,0.03599615647049917,gps_degrade,0.4355501723477539,0.15418977364951117,0.8098140698799898,0.03599615647049917,gnss_chain,gnss_chain,0.8098140698799898,True,False,True,no_fix_then_ok
f115936881981907_gps_degrade,gps_degrade,no_fix_then_ok,0.03003092639369193,0.022786318926549576,0.9386057707632539,0.008576983916504658,gps_degrade,0.9386057707632539,0.03003092639369193,0.9613920896898035,0.008576983916504658,gnss_chain,gnss_chain,0.9613920896898035,True,False,True,no_fix_then_ok
f125406956954866_gps_degrade,gps_degrade,no_fix_then_ok,0.00515578069995055,0.012253169141849775,0.9792519303575199,0.003339119800679828,gps_degrade,0.9792519303575199,0.00515578069995055,0.9915050994993697,0.003339119800679828,gnss_chain,gnss_chain,0.9915050994993697,True,False,True,no_fix_then_ok
f137476638112559_gps_degrade,gps_degrade,no_fix_then_ok,0.012255353475729024,0.016415286957912577,0.9670830174872838,0.004246342079074693,gps_degrade,0.9670830174872838,0.012255353475729024,0.9834983044451964,0.004246342079074693,gnss_chain,gnss_chain,0.9834983044451964,True,False,True,no_fix_then_ok
f138645354163671_gps_degrade,gps_degrade,no_fix_then_ok,4.1913899224649695e-05,4.706527370653644e-05,0.9998378065097271,7.321431734177114e-05,gps_degrade,0.9998378065097271,4.1913899224649695e-05,0.9998848717834337,7.321431734177114e-05,gnss_chain,gnss_chain,0.9998848717834337,True,False,True,no_fix_then_ok
f148656514407084_gps_degrade,gps_degrade,no_fix_then_ok,0.10340972503063056,0.15333612436482214,0.7108589697444315,0.032395180860115835,gps_degrade,0.7108589697444315,0.10340972503063056,0.8641950941092537,0.032395180860115835,gnss_chain,gnss_chain,0.8641950941092537,True,False,True,no_fix_then_ok
f152849246098291_gps_degrade,gps_degrade,no_fix_then_ok,0.013266812858786638,0.028852532029025758,0.9538358543276342,0.004044800784553451,gps_degrade,0.9538358543276342,0.013266812858786638,0.9826883863566599,0.004044800784553451,gnss_chain,gnss_chain,0.9826883863566599,True,False,True,no_fix_then_ok
f153363458695622_gps_degrade,gps_degrade,no_fix_then_ok,0.0026583671774010123,0.0025240498313210775,0.9935018886577095,0.0013156943335684585,gps_degrade,0.9935018886577095,0.0026583671774010123,0.9960259384890305,0.0013156943335684585,gnss_chain,gnss_chain,0.9960259384890305,True,False,True,no_fix_then_ok
f154051046525415_gps_degrade,gps_degrade,no_fix_then_ok,0.0021855311547076383,0.0027454580988784077,0.9936978601084651,0.0013711506379488617,gps_degrade,0.9936978601084651,0.0021855311547076383,0.9964433182073434,0.0013711506379488617,gnss_chain,gnss_chain,0.9964433182073434,True,False,True,no_fix_then_ok
f157545489308718_gps_degrade,gps_degrade,no_fix_then_ok,0.014568607677025103,0.008289485660463232,0.9731443727566867,0.0039975339058249465,gps_degrade,0.9731443727566867,0.014568607677025103,0.98143385841715,0.0039975339058249465,gnss_chain,gnss_chain,0.98143385841715,True,False,True,no_fix_then_ok
f162578072652318_gps_degrade,gps_degrade,no_fix_then_ok,0.00407851187717639,0.0027850614573799682,0.9913506828406891,0.0017857438247545648,gps_degrade,0.9913506828406891,0.00407851187717639,0.9941357442980691,0.0017857438247545648,gnss_chain,gnss_chain,0.9941357442980691,True,False,True,no_fix_then_ok
f164363336037972_gps_degrade,gps_degrade,no_fix_then_ok,0.0023265539604352724,0.003784538249644335,0.9923389620154777,0.0015499457744427801,gps_degrade,0.9923389620154777,0.0023265539604352724,0.996123500265122,0.0015499457744427801,gnss_chain,gnss_chain,0.996123500265122,True,False,True,no_fix_then_ok
f179117136627038_gps_degrade,gps_degrade,no_fix_then_ok,0.11389218472474212,0.5838842339654495,0.27605444601158524,0.026169135298223026,spoof,0.5838842339654495,0.11389218472474212,0.8599386799770348,0.026169135298223026,gnss_chain,gnss_chain,0.8599386799770348,True,False,True,no_fix_then_ok
f179243424651613_gps_degrade,gps_degrade,no_fix_then_ok,0.12106733158341586,0.17939327628647764,0.6723561076255596,0.027183284504546934,gps_degrade,0.6723561076255596,0.12106733158341586,0.8517493839120373,0.027183284504546934,gnss_chain,gnss_chain,0.8517493839120373,True,False,True,no_fix_then_ok
f187049508766390_gps_degrade,gps_degrade,no_fix_then_ok,0.07205077190597517,0.3159987345288515,0.5954833337808881,0.016467159784285187,gps_degrade,0.5954833337808881,0.07205077190597517,0.9114820683097397,0.016467159784285187,gnss_chain,gnss_chain,0.9114820683097397,True,False,True,no_fix_then_ok
f198225816701839_gps_degrade,gps_degrade,no_fix_then_ok,0.0025659973813374893,0.005116563693039394,0.990938073535301,0.0013793653903221034,gps_degrade,0.990938073535301,0.0025659973813374893,0.9960546372283403,0.0013793653903221034,gnss_chain,gnss_chain,0.9960546372283403,True,False,True,no_fix_then_ok
f210080082905703_gps_degrade,gps_degrade,no_fix_then_ok,0.002032386925146526,0.006636713662331345,0.9891585439444337,0.002172355468088479,gps_degrade,0.9891585439444337,0.002032386925146526,0.995795257606765,0.002172355468088479,gnss_chain,gnss_chain,0.995795257606765,True,False,True,no_fix_then_ok
f214099286138893_gps_degrade,gps_degrade,no_fix_then_ok,0.060672496627955944,0.19273559200628199,0.7267620058134342,0.01982990555232795,gps_degrade,0.7267620058134342,0.060672496627955944,0.9194975978197162,0.01982990555232795,gnss_chain,gnss_chain,0.9194975978197162,True,False,True,no_fix_then_ok
f251496856152582_gps_degrade,gps_degrade,no_fix_then_ok,0.004679684348568813,0.01252625760602256,0.9799707484105559,0.0028233096348527355,gps_degrade,0.9799707484105559,0.004679684348568813,0.9924970060165784,0.0028233096348527355,gnss_chain,gnss_chain,0.9924970060165784,True,False,True,no_fix_then_ok
f267926232552533_gps_degrade,gps_degrade,no_fix_then_ok,0.01657117678229039,0.05629270416939296,0.9212797164381904,0.005856402610126335,gps_degrade,0.9212797164381904,0.01657117678229039,0.9775724206075833,0.005856402610126335,gnss_chain,gnss_chain,0.9775724206075833,True,False,True,no_fix_then_ok
f272722099923160_gps_degrade,gps_degrade,no_fix_then_ok,0.05078076682323902,0.08627495612395691,0.8525215536318924,0.01042272342091164,gps_degrade,0.8525215536318924,0.05078076682323902,0.9387965097558493,0.01042272342091164,gnss_chain,gnss_chain,0.9387965097558493,True,False,True,no_fix_then_ok
f27414466462551_gps_degrade,gps_degrade,no_fix_then_ok,0.010172416128792381,0.01724282837982866,0.9670134424670669,0.005571313024311979,gps_degrade,0.9670134424670669,0.010172416128792381,0.9842562708468956,0.005571313024311979,gnss_chain,gnss_chain,0.9842562708468956,True,False,True,no_fix_then_ok
f36042457135056_gps_degrade,gps_degrade,no_fix_then_ok,0.026260848800873687,0.05161934300074485,0.9115505824437268,0.010569225754654708,gps_degrade,0.9115505824437268,0.026260848800873687,0.9631699254444717,0.010569225754654708,gnss_chain,gnss_chain,0.9631699254444717,True,False,True,no_fix_then_ok
f38329162600154_gps_degrade,gps_degrade,no_fix_then_ok,3.5830919103900275e-06,3.987031036707394e-06,0.9999812150638208,1.1214813232199573e-05,gps_degrade,0.9999812150638208,3.5830919103900275e-06,0.9999852020948574,1.1214813232199573e-05,gnss_chain,gnss_chain,0.9999852020948574,True,False,True,no_fix_then_ok
f45889653030206_gps_degrade,gps_degrade,no_fix_then_ok,0.00034626713680847415,0.0009007855921501527,0.9983736767129945,0.00037927055804686763,gps_degrade,0.9983736767129945,0.00034626713680847415,0.9992744623051446,0.00037927055804686763,gnss_chain,gnss_chain,0.9992744623051446,True,False,True,no_fix_then_ok
f52087898353843_gps_degrade,gps_degrade,no_fix_then_ok,1.324143579368059e-05,1.4092696862917966e-05,0.9999366927557874,3.597311155597185e-05,gps_degrade,0.9999366927557874,1.324143579368059e-05,0.9999507854526504,3.597311155597185e-05,gnss_chain,gnss_chain,0.9999507854526504,True,False,True,no_fix_then_ok
f7925275977104_gps_degrade,gps_degrade,no_fix_then_ok,0.03574862638990618,0.10748005709339009,0.8270524947190169,0.029718821797686906,gps_degrade,0.8270524947190169,0.03574862638990618,0.934532551812407,0.029718821797686906,gnss_chain,gnss_chain,0.934532551812407,True,False,True,no_fix_then_ok
f80546156924787_gps_degrade,gps_degrade,no_fix_then_ok,0.00030777103976114943,0.0014841264809652502,0.9979154892091283,0.00029261327014532614,gps_degrade,0.9979154892091283,0.00030777103976114943,0.9993996156900936,0.00029261327014532614,gnss_chain,gnss_chain,0.9993996156900936,True,False,True,no_fix_then_ok
f89695495040802_gps_degrade,gps_degrade,no_fix_then_ok,0.01026751508521697,0.012221626171888713,0.9735315109867524,0.0039793477561419896,gps_degrade,0.9735315109867524,0.01026751508521697,0.9857531371586411,0.0039793477561419896,gnss_chain,gnss_chain,0.9857531371586411,True,False,True,no_fix_then_ok
