flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,gate_mahal,gate_iso,gate_gaprule,held_out_subtype
f20260909110_spoof,spoof,drift_coherent,0.07280247749120855,0.9032291100623939,0.005097468106513406,0.018870944339884177,spoof,0.9032291100623939,0.07280247749120855,0.9083265781689074,0.018870944339884177,gnss_chain,gnss_chain,0.9083265781689074,True,False,False,drift_incoherent
f20260909115_spoof,spoof,jump,0.025546710897449598,0.9536688950303108,0.013232424422366003,0.007551969649873412,spoof,0.9536688950303108,0.025546710897449598,0.9669013194526769,0.007551969649873412,gnss_chain,gnss_chain,0.9669013194526769,False,False,False,drift_incoherent
f20260909116_spoof,spoof,drift_coherent,0.1854144927589494,0.7850450312696328,0.010154609923748111,0.019385866047669818,spoof,0.7850450312696328,0.1854144927589494,0.7951996411933808,0.019385866047669818,gnss_chain,gnss_chain,0.7951996411933808,False,False,False,drift_incoherent
f20260909117_spoof,spoof,drift_coherent,0.18238249111197738,0.7882663675599348,0.013111083149387633,0.016240058178700233,spoof,0.7882663675599348,0.18238249111197738,0.8013774507093224,0.016240058178700233,gnss_chain,gnss_chain,0.8013774507093224,False,False,False,drift_incoherent
f20260909127_spoof,spoof,jump,0.010848111708986316,0.9704531567234415,0.01305828343043915,0.005640448137133086,spoof,0.9704531567234415,0.010848111708986316,0.9835114401538806,0.005640448137133086,gnss_chain,gnss_chain,0.9835114401538806,False,False,False,drift_incoherent
f20260909129_spoof,spoof,drift_coherent,0.880597080249814,0.10357740938590947,0.009516184022187672,0.006309326342088918,nominal,0.880597080249814,0.880597080249814,0.11309359340809713,0.006309326342088918,gnss_chain,nominal,0.880597080249814,True,False,False,drift_incoherent
f20260909131_spoof,spoof,jump,0.2381300098197144,0.7094606681924424,0.020599129078318023,0.03181019290952518,spoof,0.7094606681924424,0.2381300098197144,0.7300597972707604,0.03181019290952518,gnss_chain,gnss_chain,0.7300597972707604,False,False,False,drift_incoherent
f20260909135_spoof,spoof,drift_coherent,0.4538976932265198,0.49418562509410385,0.020117326169373295,0.03179935551000303,spoof,0.49418562509410385,0.4538976932265198,0.5143029512634771,0.03179935551000303,gnss_chain,gnss_chain,0.5143029512634771,False,False,False,drift_incoherent
f20260909137_spoof,spoof,jump,0.08998158242939276,0.8765270092317917,0.018197699162672106,0.01529370917614344,spoof,0.8765270092317917,0.08998158242939276,0.8947247083944638,0.01529370917614344,gnss_chain,gnss_chain,0.8947247083944638,False,False,False,drift_incoherent
f20260909138_spoof,spoof,jump,0.1256819695349563,0.8329405851567406,0.01954199149865138,0.02183545380965165,spoof,0.8329405851567406,0.1256819695349563,0.8524825766553921,0.02183545380965165,gnss_chain,gnss_chain,0.8524825766553921,False,False,False,drift_incoherent
f20260909139_spoof,spoof,jump,0.062052112604476906,0.9091062145035993,0.016329734140984223,0.01251193875093961,spoof,0.9091062145035993,0.062052112604476906,0.9254359486445836,0.01251193875093961,gnss_chain,gnss_chain,0.9254359486445836,False,False,False,drift_incoherent
f20260909143_spoof,spoof,drift_coherent,0.18028155603461665,0.7759900080301125,0.018608271422223384,0.02512016451304744,spoof,0.7759900080301125,0.18028155603461665,0.794598279452336,0.02512016451304744,gnss_chain,gnss_chain,0.794598279452336,False,False,False,drift_incoherent
f20260909148_spoof,spoof,jump,0.10130239952017218,0.8521154455197644,0.02480644648959816,0.02177570847046528,spoof,0.8521154455197644,0.10130239952017218,0.8769218920093625,0.02177570847046528,gnss_chain,gnss_chain,0.8769218920093625,False,False,False,drift_incoherent
f20260909154_spoof,spoof,drift_coherent,0.30022043367337237,0.6447775604515733,0.01742730567559056,0.03757470019946376,spoof,0.6447775604515733,0.30022043367337237,0.6622048661271639,0.03757470019946376,gnss_chain,gnss_chain,0.6622048661271639,False,False,False,drift_incoherent
