flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf,held_out_subtype
f20260909201_gps_degrade,0.43709354879100626,0.5127390362508446,0.008597581972382314,0.04156983298576671,gps_degrade,off_then_ok,spoof,0.5127390362508446,off_then_ok
f20260909208_gps_degrade,0.3868629258239096,0.5487029320843131,0.007686352120505137,0.05674778997127219,gps_degrade,off_then_ok,spoof,0.5487029320843131,off_then_ok
f20260909211_gps_degrade,0.5674981729987719,0.3142117716339641,0.07270365722547859,0.04558639814178544,gps_degrade,off_then_ok,nominal,0.5674981729987719,off_then_ok
f20260909214_gps_degrade,0.4045255263269315,0.5371764259547195,0.013287054192774494,0.04501099352557459,gps_degrade,off_then_ok,spoof,0.5371764259547195,off_then_ok
f20260909217_gps_degrade,0.4705556747783482,0.3303313521631174,0.17856101901757052,0.020551954040963938,gps_degrade,off_then_ok,nominal,0.4705556747783482,off_then_ok
f20260909220_gps_degrade,0.41150336420518474,0.25634749041059607,0.29362074003021776,0.038528405354001524,gps_degrade,off_then_ok,nominal,0.41150336420518474,off_then_ok
f20260909223_gps_degrade,0.2378232897824223,0.726719406053973,0.010762770742737354,0.02469453342086725,gps_degrade,off_then_ok,spoof,0.726719406053973,off_then_ok
f20260909224_gps_degrade,0.49992593701710053,0.4477097865693687,0.00969417495024758,0.04267010146328324,gps_degrade,off_then_ok,nominal,0.49992593701710053,off_then_ok
f20260909227_gps_degrade,0.1292043178051552,0.826080926085223,0.01438785576543977,0.03032690034418202,gps_degrade,off_then_ok,spoof,0.826080926085223,off_then_ok
f20260909229_gps_degrade,0.3952602832887397,0.5355964795509681,0.020537025895051606,0.04860621126524056,gps_degrade,off_then_ok,spoof,0.5355964795509681,off_then_ok
f20260909230_gps_degrade,0.43194728293670337,0.33257045410512726,0.2050443048040621,0.030437958154107374,gps_degrade,off_then_ok,nominal,0.43194728293670337,off_then_ok
f20260909233_gps_degrade,0.5413879422684682,0.4343898652621172,0.009147670474952857,0.015074521994461602,gps_degrade,off_then_ok,nominal,0.5413879422684682,off_then_ok
f20260909236_gps_degrade,0.36974679987907394,0.5763334502623937,0.021084812500622017,0.032834937357910265,gps_degrade,off_then_ok,spoof,0.5763334502623937,off_then_ok
f20260909242_gps_degrade,0.38092760436839856,0.5282880811769631,0.025552403414118196,0.06523191104052006,gps_degrade,off_then_ok,spoof,0.5282880811769631,off_then_ok
f20260909243_gps_degrade,0.38339302002581305,0.5509787296665205,0.023362705598815463,0.04226554470885108,gps_degrade,off_then_ok,spoof,0.5509787296665205,off_then_ok
f20260909244_gps_degrade,0.381173751097422,0.43601201031936515,0.1110370581725796,0.07177718041063319,gps_degrade,off_then_ok,spoof,0.43601201031936515,off_then_ok
f20260909245_gps_degrade,0.6626708099334189,0.263887420513059,0.047165728126648744,0.02627604142687332,gps_degrade,off_then_ok,nominal,0.6626708099334189,off_then_ok
f20260909246_gps_degrade,0.4247480586756758,0.5324293095023692,0.010389513222895264,0.032433118599059924,gps_degrade,off_then_ok,spoof,0.5324293095023692,off_then_ok
f20260909248_gps_degrade,0.35335307142843697,0.4686850872961069,0.1167585273297315,0.06120331394572457,gps_degrade,off_then_ok,spoof,0.4686850872961069,off_then_ok
f20260909253_gps_degrade,0.4051417660695537,0.4888905930480824,0.044455961985409145,0.0615116788969547,gps_degrade,off_then_ok,spoof,0.4888905930480824,off_then_ok
f20260909254_gps_degrade,0.3025700199382674,0.5356918741313701,0.1267652060249194,0.034972899905443104,gps_degrade,off_then_ok,spoof,0.5356918741313701,off_then_ok
f20260909255_gps_degrade,0.4582362132641542,0.4856691018268778,0.020191212448024295,0.03590347246094386,gps_degrade,off_then_ok,spoof,0.4856691018268778,off_then_ok
f20260909257_gps_degrade,0.31647084164908074,0.6441545602225456,0.015623354434652228,0.023751243693721523,gps_degrade,off_then_ok,spoof,0.6441545602225456,off_then_ok
