flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf,held_out_subtype
f20260909106_spoof,0.4703790034601901,0.4990558749946928,0.012937528023935788,0.017627593521181262,spoof,drift_coherent,spoof,0.4990558749946928,drift_coherent
f20260909112_spoof,0.4146703167289064,0.5570408144377264,0.01662707823305824,0.011661790600308898,spoof,drift_coherent,spoof,0.5570408144377264,drift_coherent
f20260909113_spoof,0.5757236095045813,0.3464628636876458,0.03821140749611055,0.0396021193116623,spoof,drift_coherent,nominal,0.5757236095045813,drift_coherent
f20260909117_spoof,0.46587367674335045,0.49491349002027585,0.016705998775816362,0.022506834460557325,spoof,drift_coherent,spoof,0.49491349002027585,drift_coherent
f20260909120_spoof,0.4785110866310584,0.48969287506429326,0.01685667259105064,0.014939365713597708,spoof,drift_coherent,spoof,0.48969287506429326,drift_coherent
f20260909122_spoof,0.3984033655727123,0.5594190336534075,0.032325985256215536,0.009851615517664801,spoof,drift_coherent,spoof,0.5594190336534075,drift_coherent
f20260909123_spoof,0.04419648565328085,0.9208840418687747,0.015409021641630136,0.019510450836314298,spoof,drift_coherent,spoof,0.9208840418687747,drift_coherent
f20260909126_spoof,0.31114129424172493,0.6558418251550435,0.02437876069056725,0.008638119912664334,spoof,drift_coherent,spoof,0.6558418251550435,drift_coherent
f20260909127_spoof,0.5229968054248423,0.4313001435865088,0.0318243010532658,0.013878749935383067,spoof,drift_coherent,nominal,0.5229968054248423,drift_coherent
f20260909128_spoof,0.29591763167215557,0.6477936284053417,0.04421221579503104,0.012076524127471852,spoof,drift_coherent,spoof,0.6477936284053417,drift_coherent
f20260909129_spoof,0.4145734142685598,0.5646686646275865,0.011745487222699927,0.009012433881153673,spoof,drift_coherent,spoof,0.5646686646275865,drift_coherent
f20260909133_spoof,0.6211778758948615,0.32668572270524693,0.034216532694156476,0.017919868705735087,spoof,drift_coherent,nominal,0.6211778758948615,drift_coherent
f20260909135_spoof,0.5678497630135151,0.40665922343564187,0.012910835365737616,0.012580178185105357,spoof,drift_coherent,nominal,0.5678497630135151,drift_coherent
f20260909141_spoof,0.8258603103708403,0.13983035330027233,0.021313817911467574,0.012995518417419609,spoof,drift_coherent,nominal,0.8258603103708403,drift_coherent
f20260909146_spoof,0.4900193599231226,0.4652850400985728,0.015857561351518897,0.02883803862678557,spoof,drift_coherent,nominal,0.4900193599231226,drift_coherent
f20260909149_spoof,0.3064403146442432,0.6721949950300941,0.013946754981588884,0.007417935344073941,spoof,drift_coherent,spoof,0.6721949950300941,drift_coherent
f20260909151_spoof,0.15325748531758032,0.7986526926048136,0.021697181065332298,0.02639264101227394,spoof,drift_coherent,spoof,0.7986526926048136,drift_coherent
f20260909155_spoof,0.16544992554342167,0.7738996996857003,0.022003772295306912,0.038646602475571216,spoof,drift_coherent,spoof,0.7738996996857003,drift_coherent
f20260909156_spoof,0.5065082152888575,0.4758231924029936,0.012250796790259316,0.005417795517889651,spoof,drift_coherent,nominal,0.5065082152888575,drift_coherent
