flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf
f20260909002_nominal,0.5702831124112083,0.4216917565981977,0.0027193119505253046,0.005305819040068725,nominal,none,nominal,0.5702831124112083
f20260909003_nominal,0.24020305439981762,0.7489810611360769,0.004528606056916751,0.006287278407188642,nominal,none,spoof,0.7489810611360769
f20260909008_nominal,0.4255260746644451,0.5684306137447822,0.001579670154495574,0.004463641436277115,nominal,none,spoof,0.5684306137447822
f20260909009_nominal,0.4418793975448819,0.5517108711875722,0.001997402526151453,0.004412328741394365,nominal,none,spoof,0.5517108711875722
f20260909010_nominal,0.5084774194993248,0.4805295600640719,0.0010243715153899532,0.009968648921213215,nominal,none,nominal,0.5084774194993248
f20260909014_nominal,0.59069306697577,0.40178667472121515,0.0013956514342460449,0.006124606868768915,nominal,none,nominal,0.59069306697577
f20260909015_nominal,0.7894005270274832,0.20677139620862095,0.0006264679364837286,0.003201608827412,nominal,none,nominal,0.7894005270274832
f20260909016_nominal,0.5878507367441895,0.40137770618276786,0.0022508616009846707,0.008520695472057731,nominal,none,nominal,0.5878507367441895
f20260909023_nominal,0.6162555080191136,0.37666749315879405,0.0014203202200106257,0.005656678602081781,nominal,none,nominal,0.6162555080191136
f20260909024_nominal,0.31566303025992565,0.6790603961734674,0.002079812456254339,0.0031967611103525372,nominal,none,spoof,0.6790603961734674
f20260909029_nominal,0.44811775817260824,0.5474559289525367,0.0007803034390459577,0.003646009435809073,nominal,none,spoof,0.5474559289525367
f20260909030_nominal,0.6154848867924299,0.37909757751225953,0.0007534479952702219,0.00466408770004031,nominal,none,nominal,0.6154848867924299
f20260909034_nominal,0.607700667807731,0.3835822984467356,0.0015283112299845558,0.007188722515548862,nominal,none,nominal,0.607700667807731
f20260909036_nominal,0.3370887945746393,0.654950293135917,0.001498690674104159,0.006462221615339492,nominal,none,spoof,0.654950293135917
f20260909039_nominal,0.7598890591143228,0.2334613259423532,0.0019401218192779093,0.004709493124046072,nominal,none,nominal,0.7598890591143228
f20260909048_nominal,0.2785060067765086,0.7148845165906048,0.0032158602971177523,0.0033936163357688627,nominal,none,spoof,0.7148845165906048
f20260909050_nominal,0.4556048767455968,0.5321811818676604,0.0010483594525985277,0.011165581934144365,nominal,none,spoof,0.5321811818676604
f20260909053_nominal,0.7164613496484709,0.2751765147842399,0.001276328671173061,0.0070858068961161735,nominal,none,nominal,0.7164613496484709
f20260909054_nominal,0.5656857127867755,0.4279357042648388,0.0014713686265535846,0.004907214321832265,nominal,none,nominal,0.5656857127867755
f20260909058_nominal,0.4771065618761126,0.5171974863463336,0.001904288362544472,0.0037916634150093765,nominal,none,spoof,0.5171974863463336
f20260909100_spoof,0.5476702969648554,0.4478337528209256,0.0007683430931753826,0.0037276071210435844,spoof,jump,nominal,0.5476702969648554
f20260909103_spoof,0.21070687907595198,0.7745282653660835,0.0037956961338107276,0.010969159424153746,spoof,drift_incoherent,spoof,0.7745282653660835
