flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf,held_out_subtype
f20260909302_sensor_fault,0.32711009043202616,0.6587216784199635,0.007030846121299102,0.007137385026711054,sensor_fault,baro_stuck,spoof,0.6587216784199635,baro_stuck
f20260909303_sensor_fault,0.4674715472369965,0.5093361621256884,0.01591941157733512,0.00727287905997996,sensor_fault,baro_stuck,spoof,0.5093361621256884,baro_stuck
f20260909305_sensor_fault,0.48516541442655275,0.49964765955978396,0.008539891608617114,0.006647034405046095,sensor_fault,baro_stuck,spoof,0.49964765955978396,baro_stuck
f20260909306_sensor_fault,0.1771709196920939,0.797227707462572,0.01649830786089383,0.009103064984440334,sensor_fault,baro_stuck,spoof,0.797227707462572,baro_stuck
f20260909308_sensor_fault,0.5692303405320486,0.40408677577171803,0.01986567878558015,0.006817204910653282,sensor_fault,baro_stuck,nominal,0.5692303405320486,baro_stuck
f20260909309_sensor_fault,0.5117548113701624,0.46304969389862666,0.015327977298127474,0.009867517433083487,sensor_fault,baro_stuck,nominal,0.5117548113701624,baro_stuck
f20260909311_sensor_fault,0.4512308241714583,0.49412277317449727,0.044423247832392466,0.01022315482165195,sensor_fault,baro_stuck,spoof,0.49412277317449727,baro_stuck
f20260909315_sensor_fault,0.4123910138887096,0.5661565422468039,0.013209202707790997,0.008243241156695544,sensor_fault,baro_stuck,spoof,0.5661565422468039,baro_stuck
f20260909321_sensor_fault,0.47614072840627253,0.48893726444161745,0.013628943561838427,0.0212930635902715,sensor_fault,baro_stuck,spoof,0.48893726444161745,baro_stuck
f20260909322_sensor_fault,0.4025464266886593,0.5657719354091628,0.02287201670124692,0.008809621200930987,sensor_fault,baro_stuck,spoof,0.5657719354091628,baro_stuck
f20260909325_sensor_fault,0.6640743931418869,0.32110994515990454,0.008315145701767229,0.0065005159964413506,sensor_fault,baro_stuck,nominal,0.6640743931418869,baro_stuck
f20260909326_sensor_fault,0.5373787838162982,0.44236136500305184,0.012042569138689733,0.008217282041960275,sensor_fault,baro_stuck,nominal,0.5373787838162982,baro_stuck
f20260909331_sensor_fault,0.6874595567052012,0.2948002254782472,0.01289242519925089,0.004847792617300582,sensor_fault,baro_stuck,nominal,0.6874595567052012,baro_stuck
f20260909332_sensor_fault,0.33572826126648214,0.6417161383257551,0.015981153296819768,0.006574447110942941,sensor_fault,baro_stuck,spoof,0.6417161383257551,baro_stuck
f20260909333_sensor_fault,0.47469747718144734,0.49824145719536334,0.015553022553460352,0.011508043069729008,sensor_fault,baro_stuck,spoof,0.49824145719536334,baro_stuck
f20260909336_sensor_fault,0.4163522177577307,0.5660228700068097,0.008892843222657152,0.00873206901280242,sensor_fault,baro_stuck,spoof,0.5660228700068097,baro_stuck
f20260909337_sensor_fault,0.5562872033824855,0.42008296238453785,0.01802572282522215,0.0056041114077546765,sensor_fault,baro_stuck,nominal,0.5562872033824855,baro_stuck
f20260909340_sensor_fault,0.4057537122669967,0.5516370280519769,0.03028840432898598,0.012320855352040474,sensor_fault,baro_stuck,spoof,0.5516370280519769,baro_stuck
f20260909341_sensor_fault,0.5472520553375873,0.4349353260250497,0.00922611105149278,0.008586507585870288,sensor_fault,baro_stuck,nominal,0.5472520553375873,baro_stuck
f20260909354_sensor_fault,0.5508628270702852,0.4312832443110858,0.009454734720838196,0.008399193897790818,sensor_fault,baro_stuck,nominal,0.5508628270702852,baro_stuck
f20260909356_sensor_fault,0.47301498220754484,0.507856165087826,0.010932455618975944,0.008196397085653262,sensor_fault,baro_stuck,spoof,0.507856165087826,baro_stuck
