flight_id,family,t_start,t_end,p_nominal,p_spoof,p_gps_degrade,p_sensor_fault,pred
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,-0.010976,4.789024,0.007115888876252082,0.002923122539253636,0.029261723810158763,0.9606992647743355,sensor_fault
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,2.3890240000000005,7.189024,0.34060799275951925,0.10866207122832675,0.3977196149819136,0.15301032103024026,gps_degrade
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,4.789024,9.589024000000002,0.48660584825983705,0.17839181124312278,0.05601779693596928,0.2789845435610709,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,7.189024,11.989024,0.6132095838156891,0.08763025461787656,0.03288725769289,0.2662729038735443,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,9.589024000000002,14.389024,0.4166841668898792,0.2209142491268817,0.064612831628604,0.29778875235463514,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,11.989024,16.789024,0.4499977167207189,0.23484048981592742,0.024643585685793157,0.29051820777756054,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,14.389024,19.189024000000003,0.544550398129334,0.10462412205202212,0.15771766784042457,0.19310781197821927,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,16.789024,21.589024,0.4692958506073819,0.05935210829144167,0.14871542214941016,0.32263661895176626,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,19.189024000000003,23.989024,0.6705845678351516,0.11854054371286786,0.10209535082181584,0.10877953763016453,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,21.589024,26.389024000000003,0.7806864626584342,0.06703657193952897,0.0400936395825674,0.11218332581946948,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,23.989024,28.789024,0.7577239243349396,0.08742281025457993,0.03141503512205373,0.12343823028842676,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,26.389024000000003,31.189024000000003,0.720401001847785,0.1325136354749117,0.03334538416788905,0.11373997850941436,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,28.789024,33.589024,0.7248318416162685,0.14851520746380745,0.029875234450528722,0.09677771646939533,nominal
