flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf,held_out_subtype
f20260909300_sensor_fault,0.5586584731049307,0.42688722004278545,0.008804409365257558,0.005649897487026223,sensor_fault,mag_stuck,nominal,0.5586584731049307,mag_stuck
f20260909301_sensor_fault,0.40181229536060764,0.5761413358623092,0.011974140684323484,0.010072228092759788,sensor_fault,mag_stuck,spoof,0.5761413358623092,mag_stuck
f20260909304_sensor_fault,0.4763817770531378,0.5080589460286185,0.006251688688666531,0.009307588229577425,sensor_fault,mag_stuck,spoof,0.5080589460286185,mag_stuck
f20260909307_sensor_fault,0.8779573499182871,0.11030843549681063,0.007014072126768326,0.004720142458134132,sensor_fault,mag_stuck,nominal,0.8779573499182871,mag_stuck
f20260909310_sensor_fault,0.8085754308378763,0.17517949892152643,0.008585715817408267,0.007659354423188771,sensor_fault,mag_stuck,nominal,0.8085754308378763,mag_stuck
f20260909312_sensor_fault,0.36716052652198233,0.6182320933920202,0.007278828690706654,0.007328551395290924,sensor_fault,mag_stuck,spoof,0.6182320933920202,mag_stuck
f20260909313_sensor_fault,0.7929226696167821,0.19335566481889677,0.008951018756813688,0.004770646807507569,sensor_fault,mag_stuck,nominal,0.7929226696167821,mag_stuck
f20260909314_sensor_fault,0.5082595235649332,0.471810148249976,0.008470049675299839,0.011460278509790835,sensor_fault,mag_stuck,nominal,0.5082595235649332,mag_stuck
f20260909316_sensor_fault,0.6427789494176218,0.33848391128070515,0.007834919545486943,0.010902219756186143,sensor_fault,mag_stuck,nominal,0.6427789494176218,mag_stuck
f20260909317_sensor_fault,0.5376831761264287,0.45115765318396356,0.006159039213685571,0.005000131475922243,sensor_fault,mag_stuck,nominal,0.5376831761264287,mag_stuck
f20260909318_sensor_fault,0.4169552654804046,0.5638125455479932,0.009841094263427719,0.009391094708174423,sensor_fault,mag_stuck,spoof,0.5638125455479932,mag_stuck
f20260909319_sensor_fault,0.46470987344629333,0.5173592675469403,0.008896077161426642,0.009034781845339623,sensor_fault,mag_stuck,spoof,0.5173592675469403,mag_stuck
f20260909320_sensor_fault,0.5458472465027306,0.435076594132159,0.009091618271739309,0.009984541093370825,sensor_fault,mag_stuck,nominal,0.5458472465027306,mag_stuck
f20260909323_sensor_fault,0.764504959313123,0.22593586864492887,0.004437437739546077,0.0051217343024020975,sensor_fault,mag_stuck,nominal,0.764504959313123,mag_stuck
f20260909324_sensor_fault,0.7938103158014883,0.18951071189066068,0.010972296983615851,0.00570667532423536,sensor_fault,mag_stuck,nominal,0.7938103158014883,mag_stuck
f20260909327_sensor_fault,0.5392770738931287,0.44526249961530734,0.007734838756546876,0.007725587735016775,sensor_fault,mag_stuck,nominal,0.5392770738931287,mag_stuck
f20260909328_sensor_fault,0.5898160239218517,0.3944087149005676,0.00850352232628983,0.007271738851290733,sensor_fault,mag_stuck,nominal,0.5898160239218517,mag_stuck
