flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,held_out_subtype
f20260909100_spoof,spoof,drift_incoherent,0.04161980978438089,0.8013926028631578,0.1426089241110879,0.014378663241373515,spoof,0.8013926028631578,drift_incoherent
f20260909101_spoof,spoof,drift_incoherent,0.0016648612290483349,0.012148405581439618,0.9841108546528252,0.0020758785366867464,gps_degrade,0.9841108546528252,drift_incoherent
f20260909103_spoof,spoof,drift_incoherent,0.059450213479210576,0.10720122552765964,0.8152592348668238,0.018089326126306086,gps_degrade,0.8152592348668238,drift_incoherent
f20260909106_spoof,spoof,drift_incoherent,0.003825953950026538,0.08870123697566615,0.9021779462690089,0.0052948628052982725,gps_degrade,0.9021779462690089,drift_incoherent
f20260909107_spoof,spoof,drift_incoherent,0.07931188889826236,0.35871990601995096,0.5386165475815288,0.023351657500257958,gps_degrade,0.5386165475815288,drift_incoherent
f20260909108_spoof,spoof,drift_incoherent,0.45734739164643423,0.4233909659487099,0.0876427086740219,0.03161893373083406,nominal,0.45734739164643423,drift_incoherent
f20260909111_spoof,spoof,drift_incoherent,0.5442638205294782,0.41139078661947803,0.024439921025460887,0.019905471825583047,nominal,0.5442638205294782,drift_incoherent
f20260909114_spoof,spoof,drift_incoherent,0.2343048845850137,0.6388675533968255,0.08554743983877297,0.04128012217938783,spoof,0.6388675533968255,drift_incoherent
f20260909118_spoof,spoof,drift_incoherent,0.07696319911011075,0.22668853628006796,0.6495681259431375,0.046780138666683874,gps_degrade,0.6495681259431375,drift_incoherent
f20260909119_spoof,spoof,drift_incoherent,0.013270727432839542,0.032676785511993524,0.9475944397259214,0.006458047329245498,gps_degrade,0.9475944397259214,drift_incoherent
f20260909125_spoof,spoof,drift_incoherent,0.006727830788410627,0.043474304946134565,0.9434595783330504,0.006338285932404503,gps_degrade,0.9434595783330504,drift_incoherent
f20260909128_spoof,spoof,drift_incoherent,0.0003103438201272872,0.010968107942900715,0.9861532854339539,0.0025682628030181125,gps_degrade,0.9861532854339539,drift_incoherent
f20260909130_spoof,spoof,drift_incoherent,0.002149796493607111,0.023883050311842773,0.9704440977126366,0.0035230554819134056,gps_degrade,0.9704440977126366,drift_incoherent
f20260909140_spoof,spoof,drift_incoherent,0.001869918515197579,0.012751739262581727,0.9824753305181002,0.0029030117041204035,gps_degrade,0.9824753305181002,drift_incoherent
f20260909142_spoof,spoof,drift_incoherent,0.0010947146402452985,0.006377783055617378,0.9909242373832096,0.0016032649209278054,gps_degrade,0.9909242373832096,drift_incoherent
f20260909149_spoof,spoof,drift_incoherent,0.0004348895633144879,0.0019618991174816763,0.996872387839159,0.0007308234800448684,gps_degrade,0.996872387839159,drift_incoherent
f20260909151_spoof,spoof,drift_incoherent,2.4659074532611246e-05,0.00013566900565669163,0.9996471568765503,0.0001925150432605051,gps_degrade,0.9996471568765503,drift_incoherent
f20260909152_spoof,spoof,drift_incoherent,0.0029973165979834114,0.02745702081519959,0.9660668358644152,0.0034788267224017014,gps_degrade,0.9660668358644152,drift_incoherent
f20260909153_spoof,spoof,drift_incoherent,0.07098608084531714,0.4074993300605697,0.4831058484591422,0.03840874063497107,gps_degrade,0.4831058484591422,drift_incoherent
f20260909157_spoof,spoof,drift_incoherent,0.0023229756675697652,0.10338715033445588,0.8903014321964839,0.003988441801490341,gps_degrade,0.8903014321964839,drift_incoherent
f20260909158_spoof,spoof,drift_incoherent,0.002859496500375533,0.009785451818605677,0.9852928517535375,0.002062199927481324,gps_degrade,0.9852928517535375,drift_incoherent
f20260909159_spoof,spoof,drift_incoherent,0.0003006951599791966,0.0013614533427349698,0.9978567561555598,0.0004810953417260162,gps_degrade,0.9978567561555598,drift_incoherent
