flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,held_out_subtype
f20260909102_spoof,spoof,drift_coherent,0.6508480748532877,0.24743402995358166,0.045538487869325996,0.05617940732380472,nominal,0.6508480748532877,drift_coherent
f20260909105_spoof,spoof,drift_coherent,0.2929122898465256,0.5543864859344932,0.12835083156230076,0.024350392656680434,spoof,0.5543864859344932,drift_coherent
f20260909110_spoof,spoof,drift_coherent,0.59134390668938,0.31785590744568704,0.05542837384782808,0.035371812017105035,nominal,0.59134390668938,drift_coherent
f20260909116_spoof,spoof,drift_coherent,0.28507937041800213,0.670832748532443,0.03224784023288129,0.011840040816673537,spoof,0.670832748532443,drift_coherent
f20260909117_spoof,spoof,drift_coherent,0.23680135817011122,0.7099172911767666,0.04037869388836893,0.012902656764753374,spoof,0.7099172911767666,drift_coherent
f20260909121_spoof,spoof,drift_coherent,0.6843065309307611,0.24652115290290066,0.030458485020450288,0.03871383114588802,nominal,0.6843065309307611,drift_coherent
f20260909123_spoof,spoof,drift_coherent,0.9464330065941298,0.01721558759700195,0.00830951229690341,0.028041893511964937,nominal,0.9464330065941298,drift_coherent
f20260909129_spoof,spoof,drift_coherent,0.025295235123941665,0.9297562975113807,0.04138508616307538,0.0035633812016023013,spoof,0.9297562975113807,drift_coherent
f20260909132_spoof,spoof,drift_coherent,0.5658133684023581,0.36866379239397246,0.03874310494858721,0.026779734255082246,nominal,0.5658133684023581,drift_coherent
f20260909133_spoof,spoof,drift_coherent,0.4982054527260181,0.41165463018481696,0.05438887136054983,0.03575104572861518,nominal,0.4982054527260181,drift_coherent
f20260909135_spoof,spoof,drift_coherent,0.8644292512563579,0.08709471820115051,0.016133041326338186,0.032342989216153355,nominal,0.8644292512563579,drift_coherent
f20260909143_spoof,spoof,drift_coherent,0.6768019273475309,0.2405970522303247,0.04035289816837259,0.042248122253771836,nominal,0.6768019273475309,drift_coherent
f20260909144_spoof,spoof,drift_coherent,0.21532860300205628,0.741434331925503,0.03305455027232194,0.010182514800118675,spoof,0.741434331925503,drift_coherent
f20260909147_spoof,spoof,drift_coherent,0.6998724989667052,0.23472822187208364,0.03422033942277428,0.03117893973843685,nominal,0.6998724989667052,drift_coherent
f20260909150_spoof,spoof,drift_coherent,0.6624884692229365,0.28723549922107144,0.02417291834435184,0.026103113211640123,nominal,0.6624884692229365,drift_coherent
f20260909154_spoof,spoof,drift_coherent,0.6102592878318107,0.3376022216644806,0.02531203760276473,0.026826452900943945,nominal,0.6102592878318107,drift_coherent
f20260909155_spoof,spoof,drift_coherent,0.5322044548953805,0.4142709608603363,0.030068494216047157,0.023456090028235954,nominal,0.5322044548953805,drift_coherent
