flight_id,family,t_start,t_end,p_nominal,p_spoof,p_gps_degrade,p_sensor_fault,pred
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,-0.010976,4.789024,0.0321255049488207,0.011519157224884379,0.12600123592096674,0.8303541019053281,sensor_fault
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,2.3890240000000005,7.189024,0.309233837751977,0.03803627131364317,0.02373882524085966,0.6289910656935201,sensor_fault
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,4.789024,9.589024000000002,0.46949589209616305,0.09964382872287138,0.01004334328160706,0.42081693589935837,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,7.189024,11.989024,0.643562902237225,0.05621089159957406,0.005994922608358997,0.294231283554842,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,9.589024000000002,14.389024,0.25252540665630757,0.06262752117879906,0.0017992782326726074,0.6830477939322207,sensor_fault
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,11.989024,16.789024,0.6933425776597204,0.21579354510561133,0.006062009508318697,0.08480186772634951,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,14.389024,19.189024000000003,0.4726923515412513,0.13577529502880253,0.002849086210182015,0.38868326721976415,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,16.789024,21.589024,0.6108831114616218,0.0825105701851959,0.005114744236596539,0.3014915741165856,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,19.189024000000003,23.989024,0.7390055882190822,0.056091627617999046,0.005629436628587892,0.19927334753433096,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,21.589024,26.389024000000003,0.5299321703359535,0.08210599261189594,0.009141776374823255,0.3788200606773274,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,23.989024,28.789024,0.7432848247474421,0.05988811238002165,0.011994437702608005,0.18483262516992827,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,26.389024000000003,31.189024000000003,0.8261772449137047,0.06259726208071163,0.008392016830621964,0.10283347617496166,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,28.789024,33.589024,0.6770887762945208,0.05840720697860109,0.003625227555405996,0.2608787891714722,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,31.189024000000003,35.989024,0.8468475251526971,0.049230398039700744,0.003842725492672273,0.10007935131492984,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,33.589024,38.389024000000006,0.6941992594302654,0.09961780268509995,0.006839487919350379,0.19934344996528428,nominal
whelan_ace-benign-log_0_2033-8-19-16-27-30,nominal,35.989024,40.789024000000005,0.6906976270151386,0.09849429088573597,0.008946910895673281,0.20186117120345226,nominal
