flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf
f20260909002_nominal,nominal,none,0.47487616054571374,0.49408551028184056,0.0098082171947548,0.021230111977690855,spoof,0.49408551028184056
f20260909003_nominal,nominal,none,0.5818520539390757,0.3918664761740315,0.009150141585750674,0.017131328301142154,nominal,0.5818520539390757
f20260909008_nominal,nominal,none,0.6660169370067779,0.30271344330231037,0.008142049079548528,0.023127570611363356,nominal,0.6660169370067779
f20260909009_nominal,nominal,none,0.5570255719493671,0.4115604518105943,0.00858761904288995,0.022826357197148713,nominal,0.5570255719493671
f20260909010_nominal,nominal,none,0.5634011354246504,0.4041678045186763,0.009381593891864628,0.023049466164808814,nominal,0.5634011354246504
f20260909014_nominal,nominal,none,0.47505843546070564,0.49407124247077777,0.008356172426809113,0.022514149641707625,spoof,0.49407124247077777
f20260909015_nominal,nominal,none,0.716559018202821,0.2577718712350671,0.007464780661890575,0.018204329900221302,nominal,0.716559018202821
f20260909016_nominal,nominal,none,0.46546051098647523,0.5077403287594063,0.007959474709007517,0.0188396855451108,spoof,0.5077403287594063
f20260909023_nominal,nominal,none,0.6578373944201854,0.3144059266292477,0.010157361088501203,0.017599317862065644,nominal,0.6578373944201854
f20260909024_nominal,nominal,none,0.7319350665283072,0.2435646320518812,0.006413097358704896,0.018087204061106702,nominal,0.7319350665283072
f20260909029_nominal,nominal,none,0.2494538064224879,0.7217727939748744,0.008031652535160276,0.020741747067477376,spoof,0.7217727939748744
f20260909030_nominal,nominal,none,0.5861208058396472,0.3847346724514016,0.007879560594765562,0.021264961114185618,nominal,0.5861208058396472
f20260909034_nominal,nominal,none,0.6771223902661362,0.28822702109980014,0.010366949267106493,0.024283639366957106,nominal,0.6771223902661362
f20260909036_nominal,nominal,none,0.6609311831472912,0.3096907867068355,0.007288794602481868,0.022089235543391525,nominal,0.6609311831472912
f20260909039_nominal,nominal,none,0.6863138868968638,0.285716940152299,0.007588561088197041,0.020380611862640147,nominal,0.6863138868968638
f20260909048_nominal,nominal,none,0.42042531269796096,0.553716098841857,0.008765286126476646,0.01709330233370526,spoof,0.553716098841857
f20260909050_nominal,nominal,none,0.48532830758306483,0.4745169626690154,0.009570983418933386,0.03058374632898632,nominal,0.48532830758306483
f20260909053_nominal,nominal,none,0.585466339910952,0.37526324365045427,0.012334222108848426,0.026936194329745297,nominal,0.585466339910952
f20260909054_nominal,nominal,none,0.6933709099513174,0.27824053842217383,0.009455774478963678,0.018932777147545075,nominal,0.6933709099513174
f20260909058_nominal,nominal,none,0.5162333792023605,0.45420777366653753,0.007703301440451906,0.02185554569065017,nominal,0.5162333792023605
f20260909100_spoof,spoof,drift_incoherent,0.028283503639035767,0.9479629218842311,0.008611134827963251,0.0151424396487699,spoof,0.9479629218842311
f20260909103_spoof,spoof,drift_incoherent,0.042195263114979654,0.9307746305278788,0.011789257880512572,0.015240848476629126,spoof,0.9307746305278788
f20260909104_spoof,spoof,jump,0.840496768160906,0.1364288711104105,0.009330649349767723,0.013743711378915942,nominal,0.840496768160906
f20260909106_spoof,spoof,drift_incoherent,0.017866988637368807,0.9517319608695547,0.01237181225001756,0.018029238243059017,spoof,0.9517319608695547
f20260909110_spoof,spoof,drift_coherent,0.4497248833739017,0.5022670250457408,0.01539834172374209,0.03260974985661529,spoof,0.5022670250457408
f20260909112_spoof,spoof,jump,0.4970456051618302,0.47255802840013633,0.007851857580503808,0.022544508857529524,nominal,0.4970456051618302
f20260909113_spoof,spoof,jump,0.6917857602784209,0.2726877155062189,0.012981141867142906,0.022545382348217246,nominal,0.6917857602784209
f20260909114_spoof,spoof,drift_incoherent,0.16423385229063123,0.7853574696050476,0.023976808536046428,0.026431869568274653,spoof,0.7853574696050476
f20260909115_spoof,spoof,jump,0.6759363328404019,0.30413478439380565,0.006426743287961402,0.013502139477831241,nominal,0.6759363328404019
f20260909117_spoof,spoof,drift_coherent,0.2974716630500967,0.6681689499358133,0.013288252436101974,0.021071134577987895,spoof,0.6681689499358133
f20260909119_spoof,spoof,drift_incoherent,0.031048671124253333,0.9191457204315415,0.016434034645073578,0.033371573799131526,spoof,0.9191457204315415
f20260909120_spoof,spoof,jump,0.5278479061142133,0.4409221317666454,0.012074883736341099,0.019155078382800263,nominal,0.5278479061142133
f20260909127_spoof,spoof,jump,0.37377646177246365,0.6025873308653678,0.008328329421899983,0.015307877940268723,spoof,0.6025873308653678
f20260909130_spoof,spoof,drift_incoherent,0.03100602401247826,0.9269890446080793,0.025501803120144998,0.016503128259297405,spoof,0.9269890446080793
f20260909140_spoof,spoof,drift_incoherent,0.053670879595570736,0.8504140562876179,0.07457477791706564,0.021340286199745605,spoof,0.8504140562876179
f20260909142_spoof,spoof,drift_incoherent,0.023208438727061947,0.9514562710361795,0.014127319979242626,0.011207970257515892,spoof,0.9514562710361795
f20260909145_spoof,spoof,jump,0.43029376663902735,0.5439916032954064,0.007311032226612129,0.018403597838954167,spoof,0.5439916032954064
f20260909150_spoof,spoof,drift_coherent,0.14916999969666556,0.8262461103179657,0.008756136115844226,0.015827753869524324,spoof,0.8262461103179657
f20260909153_spoof,spoof,drift_incoherent,0.10208572372972158,0.8535503826649024,0.02865858291077681,0.015705310694599278,spoof,0.8535503826649024
f20260909157_spoof,spoof,drift_incoherent,0.3124768483668142,0.49304711651066324,0.16396186670118965,0.030514168421332942,spoof,0.49304711651066324
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.27849729948063157,0.326286725198027,0.37925391259702,0.015962062724321456,gps_degrade,0.37925391259702
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.0014470481105593382,0.19054251779964312,0.7891421806385095,0.018868253451288102,gps_degrade,0.7891421806385095
f20260909212_gps_degrade,gps_degrade,off_then_ok,0.0016121691937875235,0.31200551746970534,0.6706668876779307,0.0157154256585764,gps_degrade,0.6706668876779307
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.6296286120895765,0.33529170410559167,0.014879036568225272,0.020200647236606546,nominal,0.6296286120895765
f20260909217_gps_degrade,gps_degrade,stuck_then_ok,0.012107628152930176,0.3690114605389817,0.6086736973251476,0.010207213982940562,gps_degrade,0.6086736973251476
f20260909218_gps_degrade,gps_degrade,off_then_ok,0.0017875449625223045,0.3500609212773041,0.6341714590217112,0.013980074738462389,gps_degrade,0.6341714590217112
f20260909220_gps_degrade,gps_degrade,off_then_ok,0.0028346810573847483,0.1576601336750781,0.8213476178262137,0.01815756744132339,gps_degrade,0.8213476178262137
f20260909222_gps_degrade,gps_degrade,stuck_then_ok,0.6140095483265222,0.31581340196245505,0.04734791202117721,0.022829137689845503,nominal,0.6140095483265222
f20260909224_gps_degrade,gps_degrade,off_then_ok,0.022236431724467973,0.2607070752014811,0.6971196674677527,0.019936825606298343,gps_degrade,0.6971196674677527
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.2899740998927592,0.30808541228287584,0.38286315990642167,0.0190773279179433,gps_degrade,0.38286315990642167
f20260909228_gps_degrade,gps_degrade,stuck_then_ok,0.6800576010315668,0.13507258703312364,0.1389678226019245,0.0459019893333849,nominal,0.6800576010315668
f20260909230_gps_degrade,gps_degrade,stuck_then_ok,0.24902091503595392,0.5262057661714755,0.21309727170010836,0.011676047092462184,spoof,0.5262057661714755
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.0035111564955275227,0.26304701602287395,0.7193871317083095,0.014054695773289137,gps_degrade,0.7193871317083095
f20260909235_gps_degrade,gps_degrade,stuck_then_ok,0.27422133281479283,0.3661563297598088,0.33601696154702193,0.023605375878376487,spoof,0.3661563297598088
f20260909237_gps_degrade,gps_degrade,off_then_ok,0.0014141781679867836,0.07040033784276804,0.922940493526315,0.005244990462930236,gps_degrade,0.922940493526315
f20260909244_gps_degrade,gps_degrade,stuck_then_ok,0.25645386210442417,0.5856392873238991,0.13464342755534794,0.023263423016328735,spoof,0.5856392873238991
f20260909245_gps_degrade,gps_degrade,off_then_ok,0.3240641336221326,0.321577448483605,0.343075767144854,0.01128265074940834,gps_degrade,0.343075767144854
f20260909251_gps_degrade,gps_degrade,stuck_then_ok,0.02726106427495862,0.43050476103625446,0.5321981416636689,0.010036033025118142,gps_degrade,0.5321981416636689
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.6209274545976782,0.3434292049344186,0.012065140294526665,0.023578200173376522,nominal,0.6209274545976782
f20260909257_gps_degrade,gps_degrade,stuck_then_ok,0.4224366197071903,0.5038627118977174,0.05312917329149598,0.020571495103596377,spoof,0.5038627118977174
f20260909302_sensor_fault,sensor_fault,mag_stuck,0.044584681621929766,0.07017710466838906,0.00948170920957201,0.8757565045001092,sensor_fault,0.8757565045001092
f20260909303_sensor_fault,sensor_fault,baro_stuck,0.011602228624972778,0.2530342463781194,0.006353349056881608,0.7290101759400263,sensor_fault,0.7290101759400263
f20260909310_sensor_fault,sensor_fault,mag_stuck,0.4411847901797819,0.43890078391625065,0.007274506710741235,0.11263991919322633,nominal,0.4411847901797819
f20260909313_sensor_fault,sensor_fault,mag_stuck,0.6180950160472745,0.32465920870632725,0.007312309995893059,0.04993346525050524,nominal,0.6180950160472745
f20260909317_sensor_fault,sensor_fault,baro_stuck,0.6566750310481495,0.2882898130591206,0.007725408085184873,0.047309747807545086,nominal,0.6566750310481495
f20260909318_sensor_fault,sensor_fault,mag_stuck,0.05077870228415482,0.23526513760701806,0.007489853925815388,0.7064663061830116,sensor_fault,0.7064663061830116
f20260909323_sensor_fault,sensor_fault,mag_stuck,0.0406416735469455,0.26564646910438383,0.005804748728219641,0.687907108620451,sensor_fault,0.687907108620451
f20260909326_sensor_fault,sensor_fault,mag_stuck,0.00968845244474329,0.45563172537990804,0.00557029261112349,0.5291095295642252,sensor_fault,0.5291095295642252
f20260909328_sensor_fault,sensor_fault,baro_stuck,0.015662417029008915,0.2588637042218075,0.010586267621983024,0.7148876111272006,sensor_fault,0.7148876111272006
