flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,held_out_subtype
f20260909301_sensor_fault,sensor_fault,baro_stuck,0.7457535494399773,0.2094601983240166,0.01734176878878292,0.027444483447223278,nominal,0.7457535494399773,baro_stuck
f20260909303_sensor_fault,sensor_fault,baro_stuck,0.8239627445048983,0.12674472446491736,0.01855047869714063,0.030742052333043828,nominal,0.8239627445048983,baro_stuck
f20260909304_sensor_fault,sensor_fault,baro_stuck,0.7572428547215877,0.19049932727595972,0.021523455394922338,0.030734362607530305,nominal,0.7572428547215877,baro_stuck
f20260909305_sensor_fault,sensor_fault,baro_stuck,0.9177873356234362,0.03737144961816653,0.013580868855224465,0.03126034590317287,nominal,0.9177873356234362,baro_stuck
f20260909308_sensor_fault,sensor_fault,baro_stuck,0.003775139323192853,0.9841992015738866,0.009578284982068261,0.0024473741208523546,spoof,0.9841992015738866,baro_stuck
f20260909309_sensor_fault,sensor_fault,baro_stuck,0.07471358618346123,0.9045893211837911,0.012757353408399494,0.007939739224348229,spoof,0.9045893211837911,baro_stuck
f20260909314_sensor_fault,sensor_fault,baro_stuck,0.3854498862204864,0.551234836392942,0.031636870864127205,0.03167840652244425,spoof,0.551234836392942,baro_stuck
f20260909315_sensor_fault,sensor_fault,baro_stuck,0.9205989128926174,0.035639512070564136,0.014052752385077506,0.029708822651740883,nominal,0.9205989128926174,baro_stuck
f20260909316_sensor_fault,sensor_fault,baro_stuck,0.6070965756845661,0.3564840253499828,0.014310532085256032,0.022108866880195158,nominal,0.6070965756845661,baro_stuck
f20260909317_sensor_fault,sensor_fault,baro_stuck,0.8069177883227882,0.1345240431612451,0.022558622111895497,0.03599954640407128,nominal,0.8069177883227882,baro_stuck
f20260909319_sensor_fault,sensor_fault,baro_stuck,0.10408552214459739,0.847453679157907,0.019677760288961454,0.028783038408534307,spoof,0.847453679157907,baro_stuck
f20260909320_sensor_fault,sensor_fault,baro_stuck,0.103725091391818,0.8730636795125504,0.013992296485103719,0.009218932610528049,spoof,0.8730636795125504,baro_stuck
f20260909322_sensor_fault,sensor_fault,baro_stuck,0.49730578419373556,0.42894222670661053,0.030764420357750673,0.04298756874190332,nominal,0.49730578419373556,baro_stuck
f20260909324_sensor_fault,sensor_fault,baro_stuck,0.7074331250738891,0.22613428616783818,0.028615345372666152,0.03781724338560659,nominal,0.7074331250738891,baro_stuck
f20260909325_sensor_fault,sensor_fault,baro_stuck,0.646780935026894,0.2992876860907277,0.022956302588454682,0.030975076293923556,nominal,0.646780935026894,baro_stuck
f20260909327_sensor_fault,sensor_fault,baro_stuck,0.27015515788773803,0.6955100039514751,0.017483116336576787,0.016851721824210283,spoof,0.6955100039514751,baro_stuck
f20260909328_sensor_fault,sensor_fault,baro_stuck,0.2389005476687858,0.7045421625140957,0.03280432338693958,0.02375296643017896,spoof,0.7045421625140957,baro_stuck
f20260909329_sensor_fault,sensor_fault,baro_stuck,0.947410521232315,0.012936563400847418,0.010978182301204002,0.028674733065633777,nominal,0.947410521232315,baro_stuck
f20260909333_sensor_fault,sensor_fault,baro_stuck,0.9378744136150086,0.017579080316878035,0.01224060402683584,0.032305902041277534,nominal,0.9378744136150086,baro_stuck
f20260909335_sensor_fault,sensor_fault,baro_stuck,0.4342281589905448,0.5165248047489879,0.024637695648166622,0.024609340612300856,spoof,0.5165248047489879,baro_stuck
f20260909336_sensor_fault,sensor_fault,baro_stuck,0.8840499814828328,0.0661518296287986,0.017946617287219656,0.03185157160114893,nominal,0.8840499814828328,baro_stuck
f20260909337_sensor_fault,sensor_fault,baro_stuck,0.7436349665431842,0.20276749285741577,0.022508992158880813,0.031088548440519385,nominal,0.7436349665431842,baro_stuck
f20260909346_sensor_fault,sensor_fault,baro_stuck,0.7005097682758493,0.2537327992383872,0.019067182965645402,0.026690249520118205,nominal,0.7005097682758493,baro_stuck
f20260909351_sensor_fault,sensor_fault,baro_stuck,0.634199692850286,0.3123378871662256,0.02410523813841157,0.029357181845076775,nominal,0.634199692850286,baro_stuck
f20260909352_sensor_fault,sensor_fault,baro_stuck,0.9238955914580299,0.02964154947462729,0.012596140068747737,0.03386671899859507,nominal,0.9238955914580299,baro_stuck
f20260909353_sensor_fault,sensor_fault,baro_stuck,0.8292030040893426,0.11452164634188315,0.020143441296988997,0.03613190827178531,nominal,0.8292030040893426,baro_stuck
f20260909354_sensor_fault,sensor_fault,baro_stuck,0.32785881173230214,0.6259725704041287,0.02225366883590575,0.0239149490276636,spoof,0.6259725704041287,baro_stuck
f20260909355_sensor_fault,sensor_fault,baro_stuck,0.4750292365459183,0.4805598731345581,0.021525357317828304,0.02288553300169516,spoof,0.4805598731345581,baro_stuck
f20260909357_sensor_fault,sensor_fault,baro_stuck,0.9670505642917137,0.002280047981375956,0.006283151267561696,0.024386236459348728,nominal,0.9670505642917137,baro_stuck
