flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf
f20260909002_nominal,nominal,none,0.6929478759764811,0.2562436957113354,0.01943553265239634,0.03137289565978713,nominal,0.6929478759764811
f20260909003_nominal,nominal,none,0.8505629416909253,0.10854911780190186,0.015731584140826246,0.025156356366346694,nominal,0.8505629416909253
f20260909008_nominal,nominal,none,0.9328639442575223,0.036527928366051676,0.011439630908662053,0.019168496467764033,nominal,0.9328639442575223
f20260909009_nominal,nominal,none,0.8061446157300635,0.1342550154038632,0.016861564023868368,0.04273880484220493,nominal,0.8061446157300635
f20260909010_nominal,nominal,none,0.8015181228691455,0.14686998149777486,0.01737223843128946,0.034239657201790175,nominal,0.8015181228691455
f20260909014_nominal,nominal,none,0.6317048844306303,0.2898214974985334,0.020970783112588914,0.057502834958247394,nominal,0.6317048844306303
f20260909015_nominal,nominal,none,0.8617416698584034,0.09256599830050673,0.015410252034286337,0.030282079806803558,nominal,0.8617416698584034
f20260909016_nominal,nominal,none,0.48860462983414293,0.3945356821805057,0.020138807848050125,0.09672088013730129,nominal,0.48860462983414293
f20260909023_nominal,nominal,none,0.7256408547139233,0.23764300418970033,0.01586326469580285,0.02085287640057344,nominal,0.7256408547139233
f20260909024_nominal,nominal,none,0.9480587463953142,0.024976469302220528,0.0106947392618339,0.01627004504063135,nominal,0.9480587463953142
f20260909029_nominal,nominal,none,0.05263939967847345,0.9148702439163197,0.008863449594258659,0.023626906810948284,spoof,0.9148702439163197
f20260909030_nominal,nominal,none,0.8658881836990768,0.09185794544640653,0.015339088983921934,0.026914781870594758,nominal,0.8658881836990768
f20260909034_nominal,nominal,none,0.8841621032121855,0.08002765250445495,0.014357690905807286,0.021452553377552294,nominal,0.8841621032121855
f20260909036_nominal,nominal,none,0.876960172016248,0.0866199695119641,0.014226638937909448,0.022193219533878403,nominal,0.876960172016248
f20260909039_nominal,nominal,none,0.9227142896867437,0.044502109030013094,0.012358526954445163,0.020425074328798067,nominal,0.9227142896867437
f20260909048_nominal,nominal,none,0.4522713603767046,0.4858891521193609,0.019624115372756646,0.04221537213117787,spoof,0.4858891521193609
f20260909050_nominal,nominal,none,0.6209571536684035,0.2294975788475773,0.023454281002356452,0.1260909864816628,nominal,0.6209571536684035
f20260909053_nominal,nominal,none,0.7647106245658459,0.18592904418426653,0.017013632076598572,0.032346699173288994,nominal,0.7647106245658459
f20260909054_nominal,nominal,none,0.9140728864597542,0.05064584309767692,0.012877822381828906,0.02240344806074,nominal,0.9140728864597542
f20260909058_nominal,nominal,none,0.4297395271207046,0.3478123442199309,0.021097277133536187,0.20135085152582843,nominal,0.4297395271207046
f20260909100_spoof,spoof,drift_incoherent,0.015515312547258363,0.9763519933249614,0.004257685137030824,0.003875008990749401,spoof,0.9763519933249614
f20260909103_spoof,spoof,drift_incoherent,0.10036942782492585,0.8807527283880887,0.009382212983038495,0.009495630803946997,spoof,0.8807527283880887
f20260909104_spoof,spoof,jump,0.40650944748121354,0.5570420199458228,0.019736385210383164,0.01671214736258054,spoof,0.5570420199458228
f20260909106_spoof,spoof,drift_incoherent,0.01332752036410113,0.9798934689065586,0.0032151687116824326,0.003563842017657702,spoof,0.9798934689065586
f20260909110_spoof,spoof,drift_coherent,0.42613251818716513,0.5244474757748966,0.01922298025849883,0.03019702577943954,spoof,0.5244474757748966
f20260909112_spoof,spoof,jump,0.09528423528006985,0.8659391049431145,0.025543074393593122,0.013233585383222439,spoof,0.8659391049431145
f20260909113_spoof,spoof,jump,0.17490302942873562,0.7813913849220788,0.026804272968372022,0.016901312680813563,spoof,0.7813913849220788
f20260909114_spoof,spoof,drift_incoherent,0.03812532798566042,0.8575319464513985,0.00976551552189172,0.09457721004104931,spoof,0.8575319464513985
f20260909115_spoof,spoof,jump,0.127358138868267,0.8300181933335697,0.02983327725916749,0.012790390538995743,spoof,0.8300181933335697
f20260909117_spoof,spoof,drift_coherent,0.20093509715088287,0.7723176673644966,0.01236922826424623,0.014378007220374278,spoof,0.7723176673644966
f20260909119_spoof,spoof,drift_incoherent,0.020030192420433104,0.902281282238521,0.00644230720600341,0.07124621813504255,spoof,0.902281282238521
f20260909120_spoof,spoof,jump,0.25407147752301,0.7024142378232595,0.020435396657979797,0.02307888799575064,spoof,0.7024142378232595
f20260909127_spoof,spoof,jump,0.0253131860040946,0.9424988163275515,0.02118620277236117,0.011001794895992786,spoof,0.9424988163275515
f20260909130_spoof,spoof,drift_incoherent,0.014686271126728177,0.9760549214317666,0.0033735515055685456,0.0058852559359367064,spoof,0.9760549214317666
f20260909140_spoof,spoof,drift_incoherent,0.04700561710637188,0.9315760191384452,0.009344641990804163,0.012073721764378731,spoof,0.9315760191384452
f20260909142_spoof,spoof,drift_incoherent,0.006265946547578273,0.9893172128359968,0.0019847015692623458,0.0024321390471624665,spoof,0.9893172128359968
f20260909145_spoof,spoof,jump,0.17351729913672223,0.7791290344349396,0.02023991906252313,0.02711374736581511,spoof,0.7791290344349396
f20260909150_spoof,spoof,drift_coherent,0.03608693157815149,0.9241173147860069,0.007404130255402423,0.03239162338043933,spoof,0.9241173147860069
f20260909153_spoof,spoof,drift_incoherent,0.000683745000359624,0.998069417234625,0.0006138649037347074,0.0006329728612807675,spoof,0.998069417234625
f20260909157_spoof,spoof,drift_incoherent,0.06183610148306663,0.9009676020621692,0.0279953973950805,0.009200899059683796,spoof,0.9009676020621692
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.012060119172804664,0.010271927777002685,0.9689929639503827,0.008674989099809878,gps_degrade,0.9689929639503827
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.0015534847661422368,0.00014643210822228776,0.9977768313566887,0.0005232517689466708,gps_degrade,0.9977768313566887
f20260909212_gps_degrade,gps_degrade,off_then_ok,0.0010420008743564347,0.0019221796961204482,0.9959966395758009,0.001039179853722357,gps_degrade,0.9959966395758009
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.04712349922123024,0.027952730514603782,0.9172240908739029,0.007699679390262951,gps_degrade,0.9172240908739029
f20260909217_gps_degrade,gps_degrade,stuck_then_ok,0.00046898081789563455,0.017160986542036814,0.9811146966719388,0.0012553359681286894,gps_degrade,0.9811146966719388
f20260909218_gps_degrade,gps_degrade,off_then_ok,0.0007643998824757739,0.002326320326478584,0.9936852053655455,0.003224074425500136,gps_degrade,0.9936852053655455
f20260909220_gps_degrade,gps_degrade,off_then_ok,0.003827634627165413,0.00027018823752748036,0.9947923413739781,0.001109835761328958,gps_degrade,0.9947923413739781
f20260909222_gps_degrade,gps_degrade,stuck_then_ok,0.022679967863896127,0.1990119853804139,0.76708107602331,0.011226970732379946,gps_degrade,0.76708107602331
f20260909224_gps_degrade,gps_degrade,off_then_ok,0.009189709543928299,0.003091751562724834,0.9849172437030514,0.002801295190295423,gps_degrade,0.9849172437030514
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.010957502393079667,0.01021144169675227,0.9711881710051022,0.007642884905065763,gps_degrade,0.9711881710051022
