flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,held_out_subtype
f20260909200_gps_degrade,gps_degrade,off_then_ok,0.8696416624895115,0.03906034764058429,0.01369711426154077,0.07760087560836358,nominal,0.8696416624895115,off_then_ok
f20260909201_gps_degrade,gps_degrade,off_then_ok,0.8672939764759725,0.02607491865479738,0.059111844813176766,0.04751926005605341,nominal,0.8672939764759725,off_then_ok
f20260909202_gps_degrade,gps_degrade,off_then_ok,0.6052135895811143,0.10840646441783781,0.17846255461104085,0.10791739139000724,nominal,0.6052135895811143,off_then_ok
f20260909203_gps_degrade,gps_degrade,off_then_ok,0.7801827666787876,0.14267701402345387,0.026270136376049604,0.05087008292170901,nominal,0.7801827666787876,off_then_ok
f20260909204_gps_degrade,gps_degrade,off_then_ok,0.4903224411413571,0.34705241758315786,0.11694313499569102,0.045682006279794046,nominal,0.4903224411413571,off_then_ok
f20260909206_gps_degrade,gps_degrade,off_then_ok,0.8473249183816627,0.038400989875723476,0.03512288268627297,0.07915120905634089,nominal,0.8473249183816627,off_then_ok
f20260909209_gps_degrade,gps_degrade,off_then_ok,0.6075896358684723,0.3201428641571215,0.02462243389745799,0.047645066076948205,nominal,0.6075896358684723,off_then_ok
f20260909210_gps_degrade,gps_degrade,off_then_ok,0.8959983223847969,0.014630106716697797,0.03459407546557609,0.05477749543292897,nominal,0.8959983223847969,off_then_ok
f20260909212_gps_degrade,gps_degrade,off_then_ok,0.6589968102281338,0.2788698727532207,0.023327059575773985,0.03880625744287154,nominal,0.6589968102281338,off_then_ok
f20260909213_gps_degrade,gps_degrade,off_then_ok,0.8106537576020962,0.1395500142830913,0.015964038530731296,0.03383218958408118,nominal,0.8106537576020962,off_then_ok
f20260909214_gps_degrade,gps_degrade,off_then_ok,0.8664851308364644,0.07326441404756906,0.014713208329545204,0.04553724678642115,nominal,0.8664851308364644,off_then_ok
f20260909215_gps_degrade,gps_degrade,off_then_ok,0.8030180784198819,0.04410785101677251,0.08801648690370582,0.06485758365963983,nominal,0.8030180784198819,off_then_ok
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.8188111385365884,0.0761997948303666,0.03885519614532467,0.06613387048772053,nominal,0.8188111385365884,off_then_ok
f20260909218_gps_degrade,gps_degrade,off_then_ok,0.0377887524272697,0.9176103064028608,0.031778505606895116,0.01282243556297442,spoof,0.9176103064028608,off_then_ok
f20260909219_gps_degrade,gps_degrade,off_then_ok,0.6602498528717157,0.1625120152615426,0.13115716796069976,0.04608096390604198,nominal,0.6602498528717157,off_then_ok
f20260909220_gps_degrade,gps_degrade,off_then_ok,0.5210573348541018,0.41316110349451785,0.03391996889436808,0.031861592757012294,nominal,0.5210573348541018,off_then_ok
f20260909224_gps_degrade,gps_degrade,off_then_ok,0.5012660647028848,0.3217309764468811,0.13889857736157704,0.03810438148865716,nominal,0.5012660647028848,off_then_ok
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.6623135755955427,0.2413499172133083,0.05011326945784602,0.046223237733302995,nominal,0.6623135755955427,off_then_ok
f20260909229_gps_degrade,gps_degrade,off_then_ok,0.8196444456688167,0.10807738640491525,0.026856842397892617,0.04542132552837549,nominal,0.8196444456688167,off_then_ok
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.8327229394405833,0.11062146054529119,0.016675710760161715,0.03997988925396382,nominal,0.8327229394405833,off_then_ok
f20260909232_gps_degrade,gps_degrade,off_then_ok,0.4384039384833541,0.38803232179062597,0.12759753029262078,0.045966209433399075,nominal,0.4384039384833541,off_then_ok
f20260909233_gps_degrade,gps_degrade,off_then_ok,0.2299657457892817,0.7268232289762372,0.023784972226249652,0.019426053008231532,spoof,0.7268232289762372,off_then_ok
f20260909234_gps_degrade,gps_degrade,off_then_ok,0.7382554976697504,0.20417910013243715,0.020472938821990395,0.03709246337582209,nominal,0.7382554976697504,off_then_ok
f20260909236_gps_degrade,gps_degrade,off_then_ok,0.5584993260683946,0.37996742858558824,0.03204909314414166,0.02948415220187553,nominal,0.5584993260683946,off_then_ok
f20260909237_gps_degrade,gps_degrade,off_then_ok,0.9582345070026066,0.0037950196619318654,0.008972956979863247,0.028997516355598232,nominal,0.9582345070026066,off_then_ok
f20260909240_gps_degrade,gps_degrade,off_then_ok,0.5585021122884655,0.35643645188684986,0.04397320757001551,0.041088228254669124,nominal,0.5585021122884655,off_then_ok
f20260909245_gps_degrade,gps_degrade,off_then_ok,0.6245886694040318,0.3268152853799399,0.01726242801462566,0.031333617201402694,nominal,0.6245886694040318,off_then_ok
f20260909247_gps_degrade,gps_degrade,off_then_ok,0.47650287849049217,0.4842959539664815,0.014312898215494961,0.024888269327531378,spoof,0.4842959539664815,off_then_ok
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.6332773156268074,0.20293066334406548,0.11344557107580508,0.05034644995332204,nominal,0.6332773156268074,off_then_ok
f20260909254_gps_degrade,gps_degrade,off_then_ok,0.5986810480719661,0.16924249053205584,0.18658775871730654,0.04548870267867153,nominal,0.5986810480719661,off_then_ok
f20260909255_gps_degrade,gps_degrade,off_then_ok,0.6340010543494182,0.16218965947531014,0.15457580100572638,0.04923348516954544,nominal,0.6340010543494182,off_then_ok
f20260909259_gps_degrade,gps_degrade,off_then_ok,0.1973664762308555,0.6954720844301986,0.08160520060280003,0.025556238736145855,spoof,0.6954720844301986,off_then_ok
